post_hoc,harness,model,version,panel,contrast,metric,n_families,difference_pp,p_sign_flip,nonzero_families,loo_min_pp,loo_max_pp,eligible_families
True,Codex,Luna,revised,without_X06,C-N,U,10,15.0,0.5,2,5.555555555555555,16.666666666666664,F01;F02;F04;F08;F20;X02;X05;X11;X20;X24
True,Codex,Luna,original,without_reviewed_families,C-N,F,9,5.555555555555555,1.0,3,0.0,12.5,F01;F02;F04;F08;F20;X02;X11;X20;X24
True,Codex,Luna,original,without_reviewed_families,C-N,S,9,-11.11111111111111,0.75,3,-18.75,0.0,F01;F02;F04;F08;F20;X02;X11;X20;X24
True,Codex,Luna,original,without_reviewed_families,C-N,U,9,16.666666666666664,0.5,2,6.25,18.75,F01;F02;F04;F08;F20;X02;X11;X20;X24
True,Codex,Luna,revised,without_reviewed_families,C-N,F,9,5.555555555555555,1.0,3,0.0,12.5,F01;F02;F04;F08;F20;X02;X11;X20;X24
True,Codex,Luna,revised,without_reviewed_families,C-N,S,9,-11.11111111111111,0.75,3,-18.75,0.0,F01;F02;F04;F08;F20;X02;X11;X20;X24
True,Codex,Luna,revised,without_reviewed_families,C-N,U,9,16.666666666666664,0.5,2,6.25,18.75,F01;F02;F04;F08;F20;X02;X11;X20;X24
True,Codex,Luna,original,all_13,B-C,F,11,4.545454545454546,1.0,4,-5.0,10.0,F01;F02;F04;F08;F20;X02;X05;X06;X11;X20;X24
True,Codex,Luna,original,all_13,B-C,S,11,13.636363636363635,0.5,4,5.0,20.0,F01;F02;F04;F08;F20;X02;X05;X06;X11;X20;X24
True,Codex,Luna,original,all_13,B-C,U,11,-13.636363636363635,0.5,4,-20.0,-5.0,F01;F02;F04;F08;F20;X02;X05;X06;X11;X20;X24
True,Codex,Luna,revised,all_13,B-C,F,11,4.545454545454546,1.0,4,-5.0,10.0,F01;F02;F04;F08;F20;X02;X05;X06;X11;X20;X24
True,Codex,Luna,revised,all_13,B-C,S,11,13.636363636363635,0.5,4,5.0,20.0,F01;F02;F04;F08;F20;X02;X05;X06;X11;X20;X24
True,Codex,Luna,revised,all_13,B-C,U,11,-13.636363636363635,0.5,4,-20.0,-5.0,F01;F02;F04;F08;F20;X02;X05;X06;X11;X20;X24
True,Codex,Luna,original,without_X06,B-C,F,10,-5.0,1.0,3,-11.11111111111111,0.0,F01;F02;F04;F08;F20;X02;X05;X11;X20;X24
True,Codex,Luna,original,without_X06,B-C,S,10,20.0,0.25,3,11.11111111111111,22.22222222222222,F01;F02;F04;F08;F20;X02;X05;X11;X20;X24
True,Codex,Luna,original,without_X06,B-C,U,10,-20.0,0.25,3,-22.22222222222222,-11.11111111111111,F01;F02;F04;F08;F20;X02;X05;X11;X20;X24
True,Codex,Luna,revised,without_X06,B-C,F,10,-5.0,1.0,3,-11.11111111111111,0.0,F01;F02;F04;F08;F20;X02;X05;X11;X20;X24
True,Codex,Luna,revised,without_X06,B-C,S,10,20.0,0.25,3,11.11111111111111,22.22222222222222,F01;F02;F04;F08;F20;X02;X05;X11;X20;X24
True,Codex,Luna,revised,without_X06,B-C,U,10,-20.0,0.25,3,-22.22222222222222,-11.11111111111111,F01;F02;F04;F08;F20;X02;X05;X11;X20;X24
True,Codex,Luna,original,without_reviewed_families,B-C,F,9,-11.11111111111111,0.5,2,-12.5,-6.25,F01;F02;F04;F08;F20;X02;X11;X20;X24
True,Codex,Luna,original,without_reviewed_families,B-C,S,9,22.22222222222222,0.25,3,12.5,25.0,F01;F02;F04;F08;F20;X02;X11;X20;X24
True,Codex,Luna,original,without_reviewed_families,B-C,U,9,-22.22222222222222,0.25,3,-25.0,-12.5,F01;F02;F04;F08;F20;X02;X11;X20;X24
True,Codex,Luna,revised,without_reviewed_families,B-C,F,9,-11.11111111111111,0.5,2,-12.5,-6.25,F01;F02;F04;F08;F20;X02;X11;X20;X24
True,Codex,Luna,revised,without_reviewed_families,B-C,S,9,22.22222222222222,0.25,3,12.5,25.0,F01;F02;F04;F08;F20;X02;X11;X20;X24
True,Codex,Luna,revised,without_reviewed_families,B-C,U,9,-22.22222222222222,0.25,3,-25.0,-12.5,F01;F02;F04;F08;F20;X02;X11;X20;X24
True,Codex,Terra,original,all_13,C-N,F,12,-4.166666666666666,1.0,1,-4.545454545454546,0,F01;F02;F04;F08;F17;F20;X02;X05;X06;X11;X20;X24
True,Codex,Terra,original,all_13,C-N,S,12,-4.166666666666666,1.0,4,-9.090909090909092,4.545454545454546,F01;F02;F04;F08;F17;F20;X02;X05;X06;X11;X20;X24
True,Codex,Terra,original,all_13,C-N,U,12,4.166666666666666,1.0,4,-4.545454545454546,9.090909090909092,F01;F02;F04;F08;F17;F20;X02;X05;X06;X11;X20;X24
True,Codex,Terra,revised,all_13,C-N,F,12,-4.166666666666666,1.0,1,-4.545454545454546,0,F01;F02;F04;F08;F17;F20;X02;X05;X06;X11;X20;X24
True,Codex,Terra,revised,all_13,C-N,S,12,-4.166666666666666,1.0,4,-9.090909090909092,4.545454545454546,F01;F02;F04;F08;F17;F20;X02;X05;X06;X11;X20;X24
True,Codex,Terra,revised,all_13,C-N,U,12,4.166666666666666,1.0,4,-4.545454545454546,9.090909090909092,F01;F02;F04;F08;F17;F20;X02;X05;X06;X11;X20;X24
True,Codex,Terra,original,without_X06,C-N,F,11,-4.545454545454546,1.0,1,-5.0,0,F01;F02;F04;F08;F17;F20;X02;X05;X11;X20;X24
True,Codex,Terra,original,without_X06,C-N,S,11,-9.090909090909092,0.75,3,-15.0,0.0,F01;F02;F04;F08;F17;F20;X02;X05;X11;X20;X24
True,Codex,Terra,original,without_X06,C-N,U,11,9.090909090909092,0.75,3,0.0,15.0,F01;F02;F04;F08;F17;F20;X02;X05;X11;X20;X24
True,Codex,Terra,revised,without_X06,C-N,F,11,-4.545454545454546,1.0,1,-5.0,0,F01;F02;F04;F08;F17;F20;X02;X05;X11;X20;X24
True,Codex,Terra,revised,without_X06,C-N,S,11,-9.090909090909092,0.75,3,-15.0,0.0,F01;F02;F04;F08;F17;F20;X02;X05;X11;X20;X24
True,Codex,Terra,revised,without_X06,C-N,U,11,9.090909090909092,0.75,3,0.0,15.0,F01;F02;F04;F08;F17;F20;X02;X05;X11;X20;X24
True,Codex,Terra,original,without_reviewed_families,C-N,F,10,-5.0,1.0,1,-5.555555555555555,0,F01;F02;F04;F08;F17;F20;X02;X11;X20;X24
True,Codex,Terra,original,without_reviewed_families,C-N,S,10,-10.0,0.75,3,-16.666666666666664,0.0,F01;F02;F04;F08;F17;F20;X02;X11;X20;X24
True,Codex,Terra,original,without_reviewed_families,C-N,U,10,10.0,0.75,3,0.0,16.666666666666664,F01;F02;F04;F08;F17;F20;X02;X11;X20;X24
True,Codex,Terra,revised,without_reviewed_families,C-N,F,10,-5.0,1.0,1,-5.555555555555555,0,F01;F02;F04;F08;F17;F20;X02;X11;X20;X24
True,Codex,Terra,revised,without_reviewed_families,C-N,S,10,-10.0,0.75,3,-16.666666666666664,0.0,F01;F02;F04;F08;F17;F20;X02;X11;X20;X24
True,Codex,Terra,revised,without_reviewed_families,C-N,U,10,10.0,0.75,3,0.0,16.666666666666664,F01;F02;F04;F08;F17;F20;X02;X11;X20;X24
True,Codex,Terra,original,all_13,B-C,F,11,0,1.0,0,0,0,F01;F02;F04;F08;F17;F20;X05;X06;X11;X20;X24
True,Codex,Terra,original,all_13,B-C,S,11,22.727272727272727,0.25,3,15.0,25.0,F01;F02;F04;F08;F17;F20;X05;X06;X11;X20;X24
True,Codex,Terra,original,all_13,B-C,U,11,-22.727272727272727,0.25,3,-25.0,-15.0,F01;F02;F04;F08;F17;F20;X05;X06;X11;X20;X24
True,Codex,Terra,revised,all_13,B-C,F,11,0,1.0,0,0,0,F01;F02;F04;F08;F17;F20;X05;X06;X11;X20;X24
True,Codex,Terra,revised,all_13,B-C,S,11,22.727272727272727,0.25,3,15.0,25.0,F01;F02;F04;F08;F17;F20;X05;X06;X11;X20;X24
True,Codex,Terra,revised,all_13,B-C,U,11,-22.727272727272727,0.25,3,-25.0,-15.0,F01;F02;F04;F08;F17;F20;X05;X06;X11;X20;X24
True,Codex,Terra,original,without_X06,B-C,F,10,0,1.0,0,0,0,F01;F02;F04;F08;F17;F20;X05;X11;X20;X24
True,Codex,Terra,original,without_X06,B-C,S,10,25.0,0.25,3,16.666666666666664,27.77777777777778,F01;F02;F04;F08;F17;F20;X05;X11;X20;X24
True,Codex,Terra,original,without_X06,B-C,U,10,-25.0,0.25,3,-27.77777777777778,-16.666666666666664,F01;F02;F04;F08;F17;F20;X05;X11;X20;X24
True,Codex,Terra,revised,without_X06,B-C,F,10,0,1.0,0,0,0,F01;F02;F04;F08;F17;F20;X05;X11;X20;X24
True,Codex,Terra,revised,without_X06,B-C,S,10,25.0,0.25,3,16.666666666666664,27.77777777777778,F01;F02;F04;F08;F17;F20;X05;X11;X20;X24
True,Codex,Terra,revised,without_X06,B-C,U,10,-25.0,0.25,3,-27.77777777777778,-16.666666666666664,F01;F02;F04;F08;F17;F20;X05;X11;X20;X24
True,Codex,Terra,original,without_reviewed_families,B-C,F,9,0,1.0,0,0,0,F01;F02;F04;F08;F17;F20;X11;X20;X24
True,Codex,Terra,original,without_reviewed_families,B-C,S,9,27.77777777777778,0.25,3,18.75,31.25,F01;F02;F04;F08;F17;F20;X11;X20;X24
True,Codex,Terra,original,without_reviewed_families,B-C,U,9,-27.77777777777778,0.25,3,-31.25,-18.75,F01;F02;F04;F08;F17;F20;X11;X20;X24
True,Codex,Terra,revised,without_reviewed_families,B-C,F,9,0,1.0,0,0,0,F01;F02;F04;F08;F17;F20;X11;X20;X24
True,Codex,Terra,revised,without_reviewed_families,B-C,S,9,27.77777777777778,0.25,3,18.75,31.25,F01;F02;F04;F08;F17;F20;X11;X20;X24
True,Codex,Terra,revised,without_reviewed_families,B-C,U,9,-27.77777777777778,0.25,3,-31.25,-18.75,F01;F02;F04;F08;F17;F20;X11;X20;X24
True,Codex,Spark,original,all_13,C-N,F,4,0,1.0,0,0,0,F02;F17;X11;X20
True,Codex,Spark,original,all_13,C-N,S,4,-12.5,1.0,4,-33.33333333333333,16.666666666666664,F02;F17;X11;X20
True,Codex,Spark,original,all_13,C-N,U,4,12.5,1.0,4,-16.666666666666664,33.33333333333333,F02;F17;X11;X20
True,Codex,Spark,revised,all_13,C-N,F,4,0,1.0,0,0,0,F02;F17;X11;X20
True,Codex,Spark,revised,all_13,C-N,S,4,-12.5,1.0,4,-33.33333333333333,16.666666666666664,F02;F17;X11;X20
True,Codex,Spark,revised,all_13,C-N,U,4,12.5,1.0,4,-16.666666666666664,33.33333333333333,F02;F17;X11;X20
True,Codex,Spark,original,without_X06,C-N,F,4,0,1.0,0,0,0,F02;F17;X11;X20
True,Codex,Spark,original,without_X06,C-N,S,4,-12.5,1.0,4,-33.33333333333333,16.666666666666664,F02;F17;X11;X20
True,Codex,Spark,original,without_X06,C-N,U,4,12.5,1.0,4,-16.666666666666664,33.33333333333333,F02;F17;X11;X20
True,Codex,Spark,revised,without_X06,C-N,F,4,0,1.0,0,0,0,F02;F17;X11;X20
True,Codex,Spark,revised,without_X06,C-N,S,4,-12.5,1.0,4,-33.33333333333333,16.666666666666664,F02;F17;X11;X20
True,Codex,Spark,revised,without_X06,C-N,U,4,12.5,1.0,4,-16.666666666666664,33.33333333333333,F02;F17;X11;X20
True,Codex,Spark,original,without_reviewed_families,C-N,F,4,0,1.0,0,0,0,F02;F17;X11;X20
True,Codex,Spark,original,without_reviewed_families,C-N,S,4,-12.5,1.0,4,-33.33333333333333,16.666666666666664,F02;F17;X11;X20
True,Codex,Spark,original,without_reviewed_families,C-N,U,4,12.5,1.0,4,-16.666666666666664,33.33333333333333,F02;F17;X11;X20
True,Codex,Spark,revised,without_reviewed_families,C-N,F,4,0,1.0,0,0,0,F02;F17;X11;X20
True,Codex,Spark,revised,without_reviewed_families,C-N,S,4,-12.5,1.0,4,-33.33333333333333,16.666666666666664,F02;F17;X11;X20
True,Codex,Spark,revised,without_reviewed_families,C-N,U,4,12.5,1.0,4,-16.666666666666664,33.33333333333333,F02;F17;X11;X20
True,Codex,Spark,original,all_13,B-C,F,1,0,1.0,0,,,F02
True,Codex,Spark,original,all_13,B-C,S,1,0.0,1.0,0,,,F02
True,Codex,Spark,original,all_13,B-C,U,1,0.0,1.0,0,,,F02
True,Codex,Spark,revised,all_13,B-C,F,1,0,1.0,0,,,F02
True,Codex,Spark,revised,all_13,B-C,S,1,0.0,1.0,0,,,F02
True,Codex,Spark,revised,all_13,B-C,U,1,0.0,1.0,0,,,F02
True,Codex,Spark,original,without_X06,B-C,F,1,0,1.0,0,,,F02
True,Codex,Spark,original,without_X06,B-C,S,1,0.0,1.0,0,,,F02
True,Codex,Spark,original,without_X06,B-C,U,1,0.0,1.0,0,,,F02
True,Codex,Spark,revised,without_X06,B-C,F,1,0,1.0,0,,,F02
True,Codex,Spark,revised,without_X06,B-C,S,1,0.0,1.0,0,,,F02
True,Codex,Spark,revised,without_X06,B-C,U,1,0.0,1.0,0,,,F02
True,Codex,Spark,original,without_reviewed_families,B-C,F,1,0,1.0,0,,,F02
True,Codex,Spark,original,without_reviewed_families,B-C,S,1,0.0,1.0,0,,,F02
True,Codex,Spark,original,without_reviewed_families,B-C,U,1,0.0,1.0,0,,,F02
True,Codex,Spark,revised,without_reviewed_families,B-C,F,1,0,1.0,0,,,F02
True,Codex,Spark,revised,without_reviewed_families,B-C,S,1,0.0,1.0,0,,,F02
True,Codex,Spark,revised,without_reviewed_families,B-C,U,1,0.0,1.0,0,,,F02
