run_id,model,max_tokens,context_limit,temperature,top_p,top_k,native_tool_calls,step_limit,wall_time_limit_seconds
53fbbd206b08675a50dfa93e,Devstral,512,32768,0.15,,,True,30,900
5603743490b251ac0b14a826,Devstral,512,32768,0.15,,,True,30,900
57144ab08a8f7bc53a5c785f,Devstral,512,32768,0.15,,,True,30,900
5bf81b80301db5be3e0435ef,Devstral,512,32768,0.15,,,True,30,900
5c2907a10a9e37bae17ece23,Devstral,512,32768,0.15,,,True,30,900
60a5935e49ee26496694a16c,Devstral,512,32768,0.15,,,True,30,900
6739f245d4e46d4f790a6be3,Devstral,512,32768,0.15,,,True,30,900
679022bb88fb6b5e5175fab7,Devstral,512,32768,0.15,,,True,30,900
6af5546abe4442b43832ed66,Devstral,512,32768,0.15,,,True,30,900
70de93823377cb623180c23b,Devstral,512,32768,0.15,,,True,30,900
7195fba55a161c1d1a86cd5c,Devstral,512,32768,0.15,,,True,30,900
792d15fd71c1068c1d4b54f3,Devstral,512,32768,0.15,,,True,30,900
7e8114fb2c3730b5ef39a3b1,Devstral,512,32768,0.15,,,True,30,900
81169bc54fffe10589cbcdd6,Devstral,512,32768,0.15,,,True,30,900
83761e4688ea479d8269caa4,Devstral,512,32768,0.15,,,True,30,900
84235fb1e70a4a6dcdd719d1,Devstral,512,32768,0.15,,,True,30,900
878deac2a268f43cebee4c25,Devstral,512,32768,0.15,,,True,30,900
8b0f604f583318b537a74069,Devstral,512,32768,0.15,,,True,30,900
90e022450c4c730f8b80e0ea,Devstral,512,32768,0.15,,,True,30,900
91439f9d0a17bb5ae5b2f765,Devstral,512,32768,0.15,,,True,30,900
964f1956077ed505768a08a2,Devstral,512,32768,0.15,,,True,30,900
96531c12fefea3324d839d63,Devstral,512,32768,0.15,,,True,30,900
995e10e6cb525d94602cb32e,Devstral,512,32768,0.15,,,True,30,900
a076b1f1ca9a94422c2335d1,Devstral,512,32768,0.15,,,True,30,900
a242754031730382aeab1677,Devstral,512,32768,0.15,,,True,30,900
a2a030f8aa1b142a59fd9922,Devstral,512,32768,0.15,,,True,30,900
a8555a2063a2711232db4fc8,Devstral,512,32768,0.15,,,True,30,900
a9d05ec40a0f1ba37848722e,Devstral,512,32768,0.15,,,True,30,900
acb7bbead9ac064f5ab0e2f2,Devstral,512,32768,0.15,,,True,30,900
addbb2f7de8e19eb1c032acc,Devstral,512,32768,0.15,,,True,30,900
ae722ea7e1c86180bb3f1b95,Devstral,512,32768,0.15,,,True,30,900
b289c5c7b9a006bd6f06616d,Devstral,512,32768,0.15,,,True,30,900
b759c0205d0840667e6c3e9c,Devstral,512,32768,0.15,,,True,30,900
b940a02fb96c7f7b2d475ee1,Devstral,512,32768,0.15,,,True,30,900
ba787db81bb684b48a9cb0ac,Devstral,512,32768,0.15,,,True,30,900
bac018e2e4e924a60d65c8a1,Devstral,512,32768,0.15,,,True,30,900
bba4f3d5d232c6f3d19ee074,Devstral,512,32768,0.15,,,True,30,900
bc149d9033d52145d9dfb550,Devstral,512,32768,0.15,,,True,30,900
bc2d1d16fc6f01f576d4aefa,Devstral,512,32768,0.15,,,True,30,900
bcb2a9c3e0e4a135578eb022,Devstral,512,32768,0.15,,,True,30,900
bd0eae1bf3c932c30cbf4495,Devstral,512,32768,0.15,,,True,30,900
bd2ba4bad91e84dc00d2257d,Devstral,512,32768,0.15,,,True,30,900
bf325bb1311ac717f725c121,Devstral,512,32768,0.15,,,True,30,900
c7ba0c92098a0ba81323a46a,Devstral,512,32768,0.15,,,True,30,900
c9c4a5eeb23c85d1ed01bfa4,Devstral,512,32768,0.15,,,True,30,900
cb8e65d6cf6917e96f976912,Devstral,512,32768,0.15,,,True,30,900
cbee4c03356d7384b4c86e05,Devstral,512,32768,0.15,,,True,30,900
d28a06b22ddb709425bfbe83,Devstral,512,32768,0.15,,,True,30,900
d2a06ff9374dafc8711691bc,Devstral,512,32768,0.15,,,True,30,900
d2a64fecb6a3f219181071dd,Devstral,512,32768,0.15,,,True,30,900
d4fab97d4169bfa0b6baae88,Devstral,512,32768,0.15,,,True,30,900
d6a0bcdc66813f20453c0cc0,Devstral,512,32768,0.15,,,True,30,900
d73ba422fbbbb9656619419f,Devstral,512,32768,0.15,,,True,30,900
db4850165ec8c7856154415c,Devstral,512,32768,0.15,,,True,30,900
dc0351a09a8b91d51d52de73,Devstral,512,32768,0.15,,,True,30,900
dd3eed33e2b17a403986a96a,Devstral,512,32768,0.15,,,True,30,900
de94f3130f7d5640d3be66af,Devstral,512,32768,0.15,,,True,30,900
e10cd9cff002ce1007616447,Devstral,512,32768,0.15,,,True,30,900
e11c7ff18cc0e2efe05de180,Devstral,512,32768,0.15,,,True,30,900
e12e91401e8ba1d983f16c11,Devstral,512,32768,0.15,,,True,30,900
e4ae321724eb2d4cd181e9e2,Devstral,512,32768,0.15,,,True,30,900
e56241320a0689ad1b6a28e2,Devstral,512,32768,0.15,,,True,30,900
ed75e011f066fe4b14642e0d,Devstral,512,32768,0.15,,,True,30,900
edd58283e902cc63732f7e17,Devstral,512,32768,0.15,,,True,30,900
eddf7579e210694bd0755cfc,Devstral,512,32768,0.15,,,True,30,900
ef72751f188258e3e3356dc9,Devstral,512,32768,0.15,,,True,30,900
f0a5db1365415d0f51bb2f6d,Devstral,512,32768,0.15,,,True,30,900
f2fa7d4f9b3a739ef660e3fc,Devstral,512,32768,0.15,,,True,30,900
f70d9030c6d8782cd5b80478,Devstral,512,32768,0.15,,,True,30,900
