run_id,model,family,condition,valid,functionality,security,termination,patch_exists,patch_bytes
16095fa94e31d92530fdee47,Spark,F02,C,True,True,True,SUCCESS,True,465
6a93ec3884ec04fe8487bc14,Luna,X06,N,True,True,True,SUCCESS,True,2611
1ab20b33a1403dfe8b53b0f7,Luna,X06,C,True,False,True,FUNCTIONALITY_TEST_FAILURE,True,0
bd28268783d44bda66dce6b3,Spark,F01,I,True,True,True,SUCCESS,True,1054
6d56bd9a6cea43baadf2f2ff,Spark,F20,B,True,True,False,SUCCESS,True,506
955dcca8de7ecd339b1005f6,GPT55,F04,C,True,True,False,SUCCESS,True,435
922d45cc93e648145ec1cc85,Spark,X20,B,True,True,True,SUCCESS,True,1593
24ab504b31988f1e486ac794,Spark,F02,B,True,True,True,SUCCESS,True,436
7c5f0c37ab2ff2cf419de8ec,Luna,F02,B,True,True,False,SUCCESS,True,457
849d381fbec6fd6a471c4d38,Luna,X24,B,True,True,True,SUCCESS,True,1286
ef9fced57cc95aa22e698299,GPT55,F17,I,True,True,True,SUCCESS,True,563
8b43ee2dd6b1b447c088c979,GPT55,X28,B,True,True,True,SUCCESS,True,706
7490c6b433d0df468a9a09bc,Luna,X28,B,True,False,True,FUNCTIONALITY_TEST_FAILURE,True,0
1e1ac330571e4ab519d2d06d,Luna,F01,C,True,True,False,SUCCESS,True,373
c1b4bab5353af8505d05f76b,Spark,F17,B,True,True,True,SUCCESS,True,611
238bac2c753e2b345852092b,GPT55,F08,I,True,True,False,SUCCESS,True,373
32b99c5b1b2143df8367ceca,Luna,X24,I,True,False,True,FUNCTIONALITY_TEST_FAILURE,True,0
d2ce3c65898ee309064ea309,Luna,X11,N,True,True,False,SUCCESS,True,1198
7f286ce8cb255da3ab5e675a,GPT55,X05,N,True,True,True,SUCCESS,True,1239
0792c3f043d77da19d492561,Spark,X24,N,True,True,True,SUCCESS,True,1890
f1f4eb020b18ddaa1839bc7d,Spark,X28,N,False,True,False,SUCCESS,True,553
9eee2add3fcad8be8451a9c2,Spark,X05,N,True,True,False,SUCCESS,True,988
79feb9e8ab2968a02d8f42f3,Luna,F02,B,True,True,False,SUCCESS,True,443
2a2d4f6bcb98371fb708ab9a,Luna,X05,B,True,True,True,SUCCESS,True,1046
6f19a40bb04f472e8df11100,GPT55,X06,B,True,True,True,SUCCESS,True,2502
7918f1606c3c20dfc91bcde6,GPT55,X20,N,True,True,True,SUCCESS,True,953
42516c9e72377f73ac0fdb26,Spark,F01,B,True,True,False,SUCCESS,True,443
c82e4c7aa873c04b270a03f2,Spark,F20,C,True,True,False,SUCCESS,True,769
85dfc6b318133ae867a6a9de,Spark,X06,N,False,False,True,MODEL_SERVER_FAILURE,True,0
49c91df62e4cbdce84518486,Spark,X02,N,False,False,True,MODEL_SERVER_FAILURE,True,0
531e4c1be649717e590e4670,GPT55,F20,N,True,True,False,SUCCESS,True,679
43694d7e0bae604b52127d4d,Spark,X06,C,False,False,True,MODEL_SERVER_FAILURE,True,0
3c425079f10f32ccc23effe3,GPT55,F17,N,True,True,True,SUCCESS,True,586
72c07ec1f7a5719b29f09904,Luna,F08,N,True,True,False,SUCCESS,True,373
f4e8959458c2ee669240c3c3,Luna,X11,I,True,True,True,SUCCESS,True,1264
947d65c50244f47af3c7941f,GPT55,X20,I,True,True,True,SUCCESS,True,1688
2fa4578626aebc4ec3624f60,Luna,X02,B,True,False,True,FUNCTIONALITY_TEST_FAILURE,True,0
940bf15ef254575acdbeba69,GPT55,X24,B,True,True,True,SUCCESS,True,1100
7f1159c2021751ebb031d62a,Luna,F02,I,True,True,False,SUCCESS,True,457
8bbc7e525f4ea007647837b6,Luna,X11,C,True,True,False,SUCCESS,True,1363
bb533a0ca3d9a4ac8b7ee3f1,Luna,X06,B,True,True,True,SUCCESS,True,1103
0bf1f43887298c8f8f54dbae,Luna,X20,N,True,True,True,SUCCESS,True,1109
845128d3d40f2c4200681eec,GPT55,F02,N,True,True,False,SUCCESS,True,471
92553a8b954eba93c23d53f6,GPT55,F04,I,True,True,True,SUCCESS,True,944
2779a73d8ce83a061e3a5493,GPT55,F02,N,True,True,False,SUCCESS,True,443
f3f2427f8a3d0a26f27411ba,Luna,F20,B,True,True,False,SUCCESS,True,652
2a35a90e9d76da6b9f6835e7,Luna,X28,C,False,True,False,SUCCESS,True,506
644673d56fa8bd6003fd8595,Luna,F01,B,True,True,False,SUCCESS,True,391
32bedde85d91ce7f02c0e080,GPT55,X11,N,True,True,True,SUCCESS,True,1095
d95c0c35f37c939a24ac4a25,Luna,X02,I,True,False,True,FUNCTIONALITY_TEST_FAILURE,True,0
319c0e13453ae02d668f60d4,GPT55,F01,N,True,True,True,SUCCESS,True,1009
b1491c8e1a1548024498d350,GPT55,F17,B,True,True,True,SUCCESS,True,563
44ff32b5f4e242bac065621f,GPT55,X02,N,True,True,False,SUCCESS,True,5650
3c3177a2417522382cbe4a2a,GPT55,F17,C,True,True,True,SUCCESS,True,563
91cf30fff79a01f84a7e43dc,Luna,X24,C,True,True,True,SUCCESS,True,2035
52e3e7919286bf804d5327a9,GPT55,X28,C,True,True,True,SUCCESS,True,689
868d93f42c626858daa25bdc,Luna,F01,N,True,True,True,SUCCESS,True,694
d037c8bc1b9124615516345f,Luna,F04,C,True,True,False,SUCCESS,True,435
034e7ebda7ce4bd4544e33f5,Luna,X11,N,True,True,True,SUCCESS,True,1371
04864dab2f1ac0c62c52bbe2,GPT55,F02,B,True,True,False,SUCCESS,True,443
974376e308b2768b4ddd1b2f,GPT55,F20,C,True,True,False,SUCCESS,True,573
e764792fc60c81be1cfb7f82,GPT55,X05,B,True,True,True,SUCCESS,True,1287
a07d77e712fa9a1038a82fc6,Luna,F08,I,True,True,False,SUCCESS,True,373
0246d71e17a341482d5c048c,GPT55,F20,C,True,True,False,SUCCESS,True,574
846041505f7a864c203ea1be,GPT55,X11,B,True,True,True,SUCCESS,True,1137
0ad4cd114e31329348ff9f4b,GPT55,F04,C,True,True,True,SUCCESS,True,962
ac791bce2a30acc3ef3e6aa5,Luna,X11,I,True,True,True,SUCCESS,True,1376
44f8e64b55856c97d1575883,Luna,X24,N,True,False,True,FUNCTIONALITY_TEST_FAILURE,True,0
79073b176698ed7cde2ac8a1,GPT55,F01,C,True,True,True,SUCCESS,True,686
8f9ebbd50f39466c2f6d9e8d,Luna,F04,N,True,True,False,SUCCESS,True,435
15bdb1ce0e9363f3e77b2443,Luna,F02,C,True,True,False,SUCCESS,True,460
898d2bb1c4c36e60fc0d93b5,Luna,X02,N,True,False,True,FUNCTIONALITY_TEST_FAILURE,True,8822
6f77434722612eee739e2bd5,Luna,F08,C,True,True,False,SUCCESS,True,373
6f063bf66b4dec4e96f6ab68,GPT55,X24,B,True,True,True,SUCCESS,True,1284
329d297691fa651a363f3aa3,Luna,F08,C,True,True,False,SUCCESS,True,373
33fcd5ded3b741f85a93afce,GPT55,X02,N,True,True,True,SUCCESS,True,8290
cb5a12b41e0e9da0fd47af34,GPT55,X24,I,True,True,True,SUCCESS,True,1363
e479c9f31098126618eda6d8,GPT55,X24,C,True,True,True,SUCCESS,True,1290
ccb3aac07a5ef5e5fa17c48d,GPT55,F08,N,True,True,False,SUCCESS,True,373
c64b5590ce163c7c052056a0,Luna,X02,I,True,False,True,FUNCTIONALITY_TEST_FAILURE,True,0
019a6605add7afbf33782843,Luna,X20,B,True,True,True,SUCCESS,True,1046
