run_id,model,family,condition,valid,functionality,security,termination,patch_exists,patch_bytes
be4596f24720641740331e15,Luna,F17,I,True,True,True,SUCCESS,True,803
d2af94077df6d94644e5d5a2,Luna,X11,B,True,True,False,SUCCESS,True,1195
3076a16971bd5dce8c4b7c39,Luna,F08,B,True,True,True,SUCCESS,True,438
b798dc07320ef4857ecc6556,Luna,X20,C,True,True,True,SUCCESS,True,1046
3d6b2fd185889a524fdaccf5,GPT55,X28,N,True,True,True,SUCCESS,True,706
e742b1a2dddf683f05adb1f1,GPT55,X20,B,True,True,True,SUCCESS,True,1663
62e9590617e9309166dd63f8,Spark,F04,B,True,True,False,SUCCESS,True,435
af71f64ad0fc6fbac61bf89a,GPT55,X06,I,True,True,True,SUCCESS,True,2243
ac01cae3ce449fb3c54b6ffe,GPT55,X06,N,True,True,True,SUCCESS,True,2347
8c7635c3aad32d556833f7bb,Spark,X28,N,True,True,False,SUCCESS,True,589
500583488eb85761e7fd9a81,Spark,X28,I,False,True,False,SUCCESS,True,853
69725139b5576ba7571bbf30,GPT55,X11,I,True,True,True,SUCCESS,True,973
749626191b98cd27805f52b0,Luna,F01,I,True,True,True,SUCCESS,True,650
57d4959412735f1fe6ead3d8,Spark,F20,I,True,True,False,SUCCESS,True,679
f7c1100aace015bba7ddd8e3,Spark,X28,C,False,True,False,MODEL_SERVER_FAILURE,True,506
083fe7ba40659ca3080a17d0,Spark,F04,N,False,False,True,MODEL_SERVER_FAILURE,True,0
66461da56ca92de77cd122f3,Spark,X05,N,False,False,True,MODEL_SERVER_FAILURE,True,0
2f3aeb2fe45274cc64be4141,Luna,F20,I,True,True,False,SUCCESS,True,664
660873ed0132c8ebf161f15e,Luna,X20,I,True,True,True,SUCCESS,True,1046
8203305788376b039dff4ec9,Spark,X11,I,True,True,False,SUCCESS,True,1392
89358c88942b0fde5139b340,GPT55,F04,N,True,True,False,SUCCESS,True,435
54cefa0b0e0d8d3d40d9e49c,GPT55,F17,B,True,True,True,SUCCESS,True,586
3d9747f8778c050a9c89447b,Spark,X02,C,False,False,False,SUCCESS,True,11620
25921a6451652b9345ed330c,Spark,F17,C,True,True,False,SUCCESS,True,369
16b578e5aaf05fb79d187fd4,Luna,F04,I,True,True,False,SUCCESS,True,435
dd8e2180fbef3fa154019ede,GPT55,F02,C,True,True,False,SUCCESS,True,443
66a7ff9bb2ac359a7bbff365,Luna,X28,B,False,True,False,SUCCESS,True,646
289d603259e3eb9ac47d0355,GPT55,X20,N,True,True,True,SUCCESS,True,953
f92c4a2471e64628da6afc77,GPT55,X11,C,True,True,False,SUCCESS,True,1107
e569086a1c8b5f4f960f6c2d,GPT55,X28,B,False,True,False,SUCCESS,True,510
69d3462189be34f291f6f890,Spark,F01,C,True,True,False,SUCCESS,True,547
34fc1b221f11e18bdd8ef2d1,GPT55,F04,I,True,True,False,SUCCESS,True,435
b6e466800a7e91b56e7f9be0,GPT55,X20,C,True,True,True,SUCCESS,True,1577
419c834acdc0fae3b7630fc6,Spark,X20,I,True,True,True,SUCCESS,True,1303
367a83c193f546bdb0a91c26,GPT55,F04,B,True,True,True,SUCCESS,True,934
fca4138da29e6c5c16b036e6,GPT55,X24,C,True,True,True,SUCCESS,True,1410
9785cd57f0451aca2d54bf67,Luna,F20,C,True,True,False,SUCCESS,True,679
053b7d23da848fed73ce2174,Spark,F02,I,True,True,True,SUCCESS,True,465
82b017ae3c1f587dd27b9910,GPT55,X24,N,True,True,True,SUCCESS,True,1483
229b305cbd804a01db628e39,Spark,X20,I,True,True,True,SUCCESS,True,1723
536889f24e1a08ca295c9529,Luna,F17,B,True,True,True,SUCCESS,True,789
a9625a6feb61e76b45a1d38b,Spark,F02,N,True,True,False,SUCCESS,True,446
9d71bac986d15f15e8db3def,GPT55,F08,N,True,True,False,SUCCESS,True,373
792bfc0139c3daf285c65304,Luna,F02,C,True,True,False,SUCCESS,True,457
d6bd51a9fc7f2556ee4b3448,Luna,X02,C,True,True,True,SUCCESS,True,2424
7efebae8658b74de3309ce69,Spark,X28,B,False,True,False,SUCCESS,True,913
724d3646232fd1cf766c20b7,GPT55,F02,I,True,True,False,SUCCESS,True,469
b560a3eeb8b5d69bf49a86f9,Spark,X11,N,True,True,True,SUCCESS,True,1243
3d5b31a2aea30f92ddb3e7f5,Spark,X06,B,True,True,True,SUCCESS,True,964
b35fad166890b2a25a4b1bdc,Luna,F08,N,True,True,False,SUCCESS,True,373
c0b3380ddcfcd18a0bfe0a0a,Spark,X05,I,True,True,False,SUCCESS,True,994
56930bf46c595da6023b3e2d,Spark,X20,C,True,True,True,SUCCESS,True,1687
4dbdea3c1d9b933a6e657dcb,GPT55,X05,N,True,True,True,SUCCESS,True,1146
46fa998a13dde7fb55629305,Spark,F20,N,True,True,False,SUCCESS,True,679
7ac3d8c6821f5cd6e55499d2,GPT55,F01,B,True,True,True,SUCCESS,True,686
a09c2cf49599b8c6980414a3,Spark,X11,C,True,True,False,SUCCESS,True,1207
57cc5c45f83829abfe5fdcb8,Spark,X02,N,False,False,False,SUCCESS,True,16320
72b05f3c891f26cde8ec3e51,Spark,X02,B,False,False,False,SUCCESS,True,16129
19f19dbf221e54435f25c3fa,GPT55,X06,N,True,True,True,SUCCESS,True,1828
8070236bec7eb37e50ba545e,GPT55,F20,I,True,True,False,SUCCESS,True,679
21c83ee6e5b200d651278eae,Spark,X06,N,True,True,True,SUCCESS,True,2249
0b1cc8aa4e0e8a9ac96c90ae,Luna,F08,B,True,True,False,SUCCESS,True,373
20967a7942fedf4f0dfb683e,GPT55,X02,B,True,True,True,SUCCESS,True,10197
ed5ea84d2d032a36c90fd1d5,Luna,F17,C,True,True,True,SUCCESS,True,789
d498e7890a9a2e2e9fe19892,GPT55,X06,C,True,True,False,SUCCESS,True,1656
b872912a9ffc070c91094b0a,GPT55,F08,B,True,True,True,SUCCESS,True,436
87635e1bb0ece5bdf829ba1d,Luna,X06,I,True,True,True,SUCCESS,True,2931
80f1574517620204a265446b,Spark,X28,B,False,True,False,SUCCESS,True,489
f6587a0d3e65abcf820b9b4b,GPT55,X24,I,True,True,True,SUCCESS,True,1398
f767d8b50486bfe95067c88e,Spark,F01,N,True,True,True,SUCCESS,True,942
9ca5621109e9d2f74d7654b2,Spark,F04,B,True,True,False,SUCCESS,True,435
6c89163b615d698f3f38b8a4,GPT55,F04,N,True,True,False,SUCCESS,True,435
0927baeab33c5f8d6253e73c,Luna,X28,C,True,False,True,FUNCTIONALITY_TEST_FAILURE,True,0
a767fb4bc8404685909eb93f,Luna,F20,N,True,True,False,SUCCESS,True,664
7d95a888a8d55c0131161129,Luna,X05,I,True,True,True,SUCCESS,True,628
a1c6d61ac2724042e33def8f,Spark,F02,B,True,True,False,SUCCESS,True,453
4ead78b61cb1daaa1b1c3be3,Luna,F17,C,True,True,True,SUCCESS,True,779
60031b5b8a44b670d6f57b88,GPT55,X11,I,True,True,True,SUCCESS,True,997
58c90e03447565432ffae239,Spark,F02,I,True,True,False,SUCCESS,True,451
a7270e70517078ba50d0bb24,Luna,X28,N,True,True,False,SUCCESS,True,851
c792f4eda80f50db431d4f54,Luna,X24,B,True,False,True,FUNCTIONALITY_TEST_FAILURE,True,0
c6b4b3654020c9f2d3da55ea,GPT55,F08,I,True,True,False,SUCCESS,True,373
7363f493537a60ccef9f72aa,Spark,X05,C,True,True,True,SUCCESS,True,722
bd439ccc02d016d3831e21a4,Luna,F02,I,True,True,False,SUCCESS,True,457
5504a48368ca70664f4895b6,Spark,F04,N,True,True,False,SUCCESS,True,435
727b30b5c9e01bb32800fe66,Luna,F02,N,True,True,False,SUCCESS,True,457
346343e52d5686821d663729,GPT55,X02,I,False,False,True,TIMEOUT,True,7435
56c5479e52f4d92ae5fd577f,GPT55,X02,B,True,True,True,SUCCESS,True,11690
97a1688ab0e10880b5709a17,Spark,F04,C,True,True,False,SUCCESS,True,435
e4d8a962f015968d1d8c6027,GPT55,F20,I,True,True,False,SUCCESS,True,574
93701a7d253fd1ce394ee7d8,GPT55,X02,C,True,True,False,SUCCESS,True,4959
db2949d7a9ee125de72a3d8b,Spark,X24,C,True,True,True,SUCCESS,True,952
3d5303ef85b1febeb762ac7b,Luna,F04,B,True,True,True,SUCCESS,True,856
6e416f463d05143e8ffbcd6a,Luna,X05,N,True,True,True,SUCCESS,True,694
d494a6c81385527934dfc202,GPT55,F08,C,True,True,True,SUCCESS,True,438
1ecbbd5d5b742e02175b1cbf,Spark,F17,I,True,True,True,SUCCESS,True,563
28d21fb572e3d4b36cf757ae,Luna,F01,B,True,True,False,SUCCESS,True,373
a56e7aa12e6f8153924d009e,Luna,F04,B,True,True,True,SUCCESS,True,854
c8b877bd155a815da193ce31,GPT55,F20,B,True,True,False,SUCCESS,True,679
5c8c00e9076e557fd70e5654,Luna,X05,N,True,True,True,SUCCESS,True,893
d0d6eec491c1feca2ab34c65,GPT55,X11,N,True,True,True,SUCCESS,True,1086
541450949261dcd40391b534,GPT55,X06,C,True,True,False,SUCCESS,True,1707
