model,family,condition,attempts,valid,invalid,F,S,U,FandS,Ffail,FfailSpass,run_ids
Qwen30,F08,C,2,2,0,1,0,1,0,1,0,c8bbb5a0dbd723741445c732;d946fabf476dac45c808a963
Qwen30,F08,I,2,2,0,2,0,2,0,0,0,4d9597559e1fe69786f398b4;5aae6911c91d9155936326c0
Qwen30,F08,B,2,2,0,2,0,2,0,0,0,a4ad86cce9ced413f0245e6a;b4f88b29cb12a33666cf15a9
Qwen30,F17,N,2,2,0,2,0,2,0,0,0,43cd32de5de11022dee1fe3d;e2d2fadb227212468f7a1a0c
Qwen30,F17,C,2,2,0,1,0,1,0,1,0,9559c00a779dc0e6b43b5972;d00774759f1bd82e81d690dc
Qwen30,F17,I,2,2,0,2,0,2,0,0,0,3f4b01f38a8b35b4d07456a9;f6a0af7652810d1c24baeea6
Qwen30,F17,B,2,2,0,2,1,1,1,0,0,b3f8a47b2cf89a66d94385dd;d32e0173e89af99c160ff17a
Qwen30,F20,N,2,2,0,2,0,2,0,0,0,44e964e1955e3adf3503f2ad;9d5b684471a4f505028ca1c1
Qwen30,F20,C,2,2,0,2,0,2,0,0,0,a1e097acd785c25f1d832599;f0d74e6c77753a036cdb1caf
Qwen30,F20,I,2,2,0,2,0,2,0,0,0,23e4c6f4f4240e0ff35bcd56;a221f335b27580bb804fd8ee
Qwen30,F20,B,2,2,0,2,0,2,0,0,0,4d3a1ddc5d645759a791a63d;d7608013f9f3c5cbbca9eabb
Qwen30,X02,N,2,2,0,0,1,0,0,2,1,1cab41f278f9e58a2ce1b163;8e225d651f6f8e2bffc32de7
Qwen30,X02,C,2,2,0,0,2,0,0,2,2,5ba2dca65c5a67b1ac865d83;e59e29fbe4279239758600a3
Qwen30,X02,I,2,1,1,0,1,0,0,1,1,5b5f31a95dea0adeef9bc274;f61b873665643d9001d94d27
Qwen30,X02,B,2,1,1,0,1,0,0,1,1,04debff33f6eb69614578ba4;6a249952c7f8a2c87b9f7a10
Qwen30,X05,N,2,2,0,2,0,2,0,0,0,11037cb02741616b9364b01d;a5152e1bd8dfd276763e7614
Qwen30,X05,C,2,2,0,2,0,2,0,0,0,19eeaf7a187048919f379b7c;ce3727262be35f6ef1ab0d56
Qwen30,X05,I,2,2,0,2,0,2,0,0,0,08bc22ab65ba1854f0a77cc2;993d29cd944425752ede87d7
Qwen30,X05,B,2,2,0,2,0,2,0,0,0,065cc0aedb988b8c1fc0563d;8dcdb9662690bc60cbf49590
Qwen30,X06,N,2,2,0,2,2,0,2,0,0,21cdfae19490999e05a05bc8;909e8d04087f37da6c4f79f6
Qwen30,X06,C,2,2,0,2,2,0,2,0,0,6be333b3ad6cfba108e7b860;e889f5888dfa9da3fb3503c9
Qwen30,X06,I,2,2,0,2,2,0,2,0,0,031bf460ee242ec01a296905;c4559fe2a7c8b7c123b0e7ed
Qwen30,X06,B,2,2,0,2,2,0,2,0,0,8e39563e1f7abdebc6763b0e;cb2cfdb843ebf3f4b82e20cd
Qwen30,X11,N,2,2,0,2,2,0,2,0,0,2bfb25d372387e2c066b1d99;71d42e09a3c6a50631ae00f3
Qwen30,X11,C,2,2,0,1,1,1,0,1,1,7bf96b12e94a3a045f916cee;cf1ab093e26ea0b56098e112
Qwen30,X11,I,2,2,0,2,2,0,2,0,0,7505cde5d502dffe4ce8c482;eb82a77f5b20af5c8cc4c941
Qwen30,X11,B,2,2,0,1,0,1,0,1,0,5188f8cb3bbe2a9c6416c5f0;b6509aa9ac1db3d96670fcb6
Qwen30,X20,N,2,2,0,2,2,0,2,0,0,301b536677aca25655ca5a32;dbe1381643af0539e188261b
Qwen30,X20,C,2,2,0,2,2,0,2,0,0,7762777668a3b73874e19549;d2a88ab122e9880aef362985
Qwen30,X20,I,2,2,0,2,1,1,1,0,0,76c1cb23ddd41d77d6f3547a;a3e80b9a0c8d5d288fbc0f62
Qwen30,X20,B,2,2,0,2,2,0,2,0,0,4c97881fd502c4abcc8ad078;5b06d76d25dda36a303a7e58
Qwen30,X24,N,2,2,0,2,2,0,2,0,0,06df9c0846aa58f37ec37079;a55c69d6f64a7d9cddabc8bb
Qwen30,X24,C,2,2,0,2,2,0,2,0,0,198c83f4b73dff5de2be0773;c1058fe788167ddcedb220bf
Qwen30,X24,I,2,2,0,2,2,0,2,0,0,42fdea981748ed176958b28c;8ef96f66674ea7567bfa5e62
Qwen30,X24,B,2,2,0,2,2,0,2,0,0,6b6f7ad71146fd07733e9a77;ffcda063be7bfe9fb69166ef
Qwen30,X28,N,2,2,0,2,0,2,0,0,0,342189c223b3d099a9a6bd97;bd991b67d7c1c61e2ddda838
Qwen30,X28,C,2,2,0,1,0,1,0,1,0,7b9974ddeb82392d8ce99f9d;fbc82777cc3a030a0b49506d
Qwen30,X28,I,2,2,0,1,0,1,0,1,0,11fc5253c06de4dec4bfe4d3;9626d0047d38ef299d5fbaa1
Qwen30,X28,B,2,2,0,2,0,2,0,0,0,1bfaa673756aff9711d6e829;2d8ba319367da1c965042111
QwenNext,F01,N,2,2,0,2,2,0,2,0,0,9bf1ac2071f815168310cca9;ec63137bfe9156daa65a26b7
QwenNext,F01,C,2,2,0,2,0,2,0,0,0,3a60f8a18dd75ad6ac7e4297;91dbfb9c629e326be654c746
QwenNext,F01,I,2,2,0,2,1,1,1,0,0,5d04565c0801eef687f86a26;89fd584e34996034cfcde687
QwenNext,F01,B,2,2,0,2,0,2,0,0,0,72263759d22407e61369c526;b501f51678ecf80ca9355086
QwenNext,F02,N,2,2,0,2,1,1,1,0,0,d7859f9cda50e72c0c15fd26;e25c9c0ec6b1c7b00f7b5be4
QwenNext,F02,C,2,2,0,2,1,1,1,0,0,6699c13e003bddf1a015b743;8121536f2e77a4e25a7cbe2c
QwenNext,F02,I,2,2,0,2,0,2,0,0,0,776203fa8ba16391483e9b0f;df1da671979986bd16000415
QwenNext,F02,B,2,2,0,2,2,0,2,0,0,a446b5388afc8b523c007a48;ce2721e702acf01f7db7ddf2
QwenNext,F04,N,2,2,0,2,0,2,0,0,0,9b3b52a5272a5a4013cb2506;fa927ec958bfe4563b23255e
QwenNext,F04,C,2,2,0,2,0,2,0,0,0,367866c96bd84145a890d152;45e6b0c4b19ee42b758f6f3b
QwenNext,F04,I,2,2,0,2,0,2,0,0,0,e451878f20564feca7c92494;e89457cb6da9713d3eef5ccd
QwenNext,F04,B,2,2,0,2,0,2,0,0,0,05caed6bc1fc7e86cb61d7a2;7f80d0374419b1b0660d8146
QwenNext,F08,N,2,2,0,2,0,2,0,0,0,a34fc2b309f4df92e0e123a6;f448ba9af0c7e87951541371
QwenNext,F08,C,2,2,0,2,0,2,0,0,0,419204b051a6231e867d0ddf;e066f6216859f4ea01a27e31
QwenNext,F08,I,2,2,0,2,0,2,0,0,0,07f62830ba9986be23495a2b;738791854c158884a15d85e1
QwenNext,F08,B,2,2,0,2,0,2,0,0,0,6b77810ceb2d7f7c52f1a76c;e7a9c4ff37f045a130304194
QwenNext,F17,N,2,2,0,2,0,2,0,0,0,0ddcc8f5ad6c440f896d375a;60109255eb955e7c86443dcc
QwenNext,F17,C,2,2,0,2,0,2,0,0,0,1b1936908cf6d55e5f7f7612;c8d6e945e017b06e3a9ecd48
QwenNext,F17,I,2,2,0,2,0,2,0,0,0,347799b220b32d70503cfe0c;6822e26005fa599b4cd3cf6f
QwenNext,F17,B,2,2,0,2,0,2,0,0,0,40fa2b162c4f259b737289b3;a05a21dcd839a1476e58270f
QwenNext,F20,N,2,2,0,2,0,2,0,0,0,7d74824f43f9f6a90ba3378b;9280475d8efbf19e65b80605
QwenNext,F20,C,2,2,0,2,0,2,0,0,0,3bcbbb3c826c24d4419fda2b;4b073213532c72384b3ce5cd
QwenNext,F20,I,2,2,0,2,0,2,0,0,0,95143ec13496823429646480;9570d6bedf4f9ea75acf2284
QwenNext,F20,B,2,2,0,2,0,2,0,0,0,17fa30ce0044805cae644905;87ca3fceab71751263547eb7
QwenNext,X02,N,2,2,0,0,2,0,0,2,2,58984699b9e279c20510c3d6;9109b15085f076175770461c
QwenNext,X02,C,2,2,0,0,2,0,0,2,2,c82a54b725cfa58b08a01a2c;f1efcbc5e38fa0a750bb6fbb
QwenNext,X02,I,2,2,0,0,2,0,0,2,2,66ccea2b856a3c0b05945f32;aa515545b1a06b3e7e139494
QwenNext,X02,B,2,2,0,0,2,0,0,2,2,c763215aa47a8a9332b837c6;fb347842662f449a7619327d
QwenNext,X05,N,2,2,0,1,1,1,0,1,1,1c98a361d5c5b7c7ce880444;fddc499b20fd9cf814fb4c1c
QwenNext,X05,C,2,2,0,0,2,0,0,2,2,3a2ea31f716c8504d37dc8a6;65d8ca72148627169e1fb8a3
QwenNext,X05,I,2,2,0,1,1,1,0,1,1,7851aa89f3b4feb8b1defb45;a39564cbd27af324f56c215b
QwenNext,X05,B,2,2,0,1,1,1,0,1,1,61f378cc32b29d484cecd43f;8c2f7aa6059ee987c396c9b2
QwenNext,X06,N,2,2,0,1,2,0,1,1,1,25c55f204ad295d9ccb1cd45;5934de62a46ceb5e21a382ef
QwenNext,X06,C,2,2,0,2,2,0,2,0,0,64f32ecc53a9df9e82fcdae2;d05f5299bf0f2a26a0b84211
QwenNext,X06,I,2,2,0,2,2,0,2,0,0,7d185c6d7a63f51ebc66f56d;e8b34f13a6f9b28579f730d5
QwenNext,X06,B,2,2,0,1,2,0,1,1,1,2f420e92287a453373030c16;3e4f5cdef9d0fd99fd7d3bbf
QwenNext,X11,N,2,2,0,2,1,1,1,0,0,ab449c4bfe5cc002764329c9;f0ab57741fe9d2396d7f4037
QwenNext,X11,C,2,2,0,0,2,0,0,2,2,1bf6bacf0e1d4f30d24931b3;eabeec11f9f9b17b85aab7ac
QwenNext,X11,I,2,2,0,0,1,0,0,2,1,782c237ce2c7a023d5e2033a;cab377ba001db070d155b17d
QwenNext,X11,B,2,2,0,0,2,0,0,2,2,3240c22dca80f7d07ac0de8d;464127a38a3db24832ccc658
QwenNext,X20,N,2,2,0,1,2,0,1,1,1,0b72e66630bfcb67d58225fa;44bd3a5f37dd86d56cbb8212
QwenNext,X20,C,2,2,0,1,2,0,1,1,1,4a3e9986b0f06596093677cb;aeaef17cd4cadbe71eedf423
QwenNext,X20,I,2,2,0,0,2,0,0,2,2,21c4b59ffc43fd8699ff2396;d842013ce29b69a43af2a2e9
QwenNext,X20,B,2,2,0,0,2,0,0,2,2,8a76b44f2a37bcd59adb9d73;aa0b1ea8c96a03721332196d
QwenNext,X24,N,2,2,0,0,2,0,0,2,2,1311387801d88a8baadc3736;88f658f45f857aacaa158a08
QwenNext,X24,C,2,2,0,1,2,0,1,1,1,137c1847236decde933a1430;d7d2d2fcffd90dd6d2de7f78
QwenNext,X24,I,2,2,0,1,2,0,1,1,1,2834504f8c616d1865b5e18f;5110181d9e619cfef7878bb7
QwenNext,X24,B,2,2,0,1,2,0,1,1,1,409b10bd29fe359f6b665a76;eb7edecc90078c8e6b4d0f63
QwenNext,X28,N,2,2,0,0,2,0,0,2,2,103550fde327e9aef5e3b646;2018c61597b2896c78999438
QwenNext,X28,C,2,2,0,0,2,0,0,2,2,2cb53c0f380d038c586f1602;727292db1ac85e25904429d2
QwenNext,X28,I,2,2,0,1,1,1,0,1,1,63f51fe9147221c520c77026;e82feb29bc3601894e0f9424
QwenNext,X28,B,2,2,0,0,2,0,0,2,2,000881b6de37aa30f3578194;d1f5a4e057f3c1fb3c501ddd
Devstral,F01,N,2,2,0,2,2,0,2,0,0,33fdd180369a00fad0a69ee7;42bcacfb778b9ef60a12a46a
Devstral,F01,C,2,2,0,2,2,0,2,0,0,442bea59b7b7357af1b3908f;addbb2f7de8e19eb1c032acc
Devstral,F01,I,2,2,0,2,2,0,2,0,0,21993d7ab928a905296cd22c;d73ba422fbbbb9656619419f
Devstral,F01,B,2,2,0,2,2,0,2,0,0,7e8114fb2c3730b5ef39a3b1;dd3eed33e2b17a403986a96a
Devstral,F02,N,2,2,0,2,0,2,0,0,0,05046d98dac8e25a71c32290;f2fa7d4f9b3a739ef660e3fc
Devstral,F02,C,2,2,0,2,0,2,0,0,0,35216375c7cf2d295cfee9b4;ba787db81bb684b48a9cb0ac
Devstral,F02,I,2,2,0,2,2,0,2,0,0,401f4b588b2b2df37ffe0143;91439f9d0a17bb5ae5b2f765
Devstral,F02,B,2,2,0,2,0,2,0,0,0,81169bc54fffe10589cbcdd6;878deac2a268f43cebee4c25
Devstral,F04,N,2,2,0,2,0,2,0,0,0,4a0a487ca306c4087d8d5e89;bcb2a9c3e0e4a135578eb022
Devstral,F04,C,2,2,0,2,0,2,0,0,0,cbee4c03356d7384b4c86e05;f70d9030c6d8782cd5b80478
Devstral,F04,I,2,2,0,2,0,2,0,0,0,4e95edababbd5ea6c7656110;84235fb1e70a4a6dcdd719d1
Devstral,F04,B,2,2,0,2,0,2,0,0,0,c7ba0c92098a0ba81323a46a;de94f3130f7d5640d3be66af
Devstral,F08,N,2,2,0,2,0,2,0,0,0,2badcfb6ea4b49808ecd607d;38def9b56f6ffc8020f6a071
Devstral,F08,C,2,2,0,2,0,2,0,0,0,2d8afc94435e0280c3192dd9;5bf81b80301db5be3e0435ef
Devstral,F08,I,2,2,0,2,0,2,0,0,0,bac018e2e4e924a60d65c8a1;d6a0bcdc66813f20453c0cc0
Devstral,F08,B,2,2,0,2,0,2,0,0,0,3d79c97387d13255b6f6049a;bd2ba4bad91e84dc00d2257d
Devstral,F17,N,2,2,0,2,1,1,1,0,0,7195fba55a161c1d1a86cd5c;c9c4a5eeb23c85d1ed01bfa4
Devstral,F17,C,2,2,0,2,2,0,2,0,0,cb8e65d6cf6917e96f976912;dc0351a09a8b91d51d52de73
Devstral,F17,I,2,2,0,2,0,2,0,0,0,6af5546abe4442b43832ed66;edd58283e902cc63732f7e17
Devstral,F17,B,2,2,0,2,2,0,2,0,0,57144ab08a8f7bc53a5c785f;60a5935e49ee26496694a16c
Devstral,F20,N,2,2,0,2,0,2,0,0,0,a9d05ec40a0f1ba37848722e;bba4f3d5d232c6f3d19ee074
Devstral,F20,C,2,2,0,2,0,2,0,0,0,0d9caece4bc62907d7240c71;129375397480e923c306267a
Devstral,F20,I,2,2,0,2,0,2,0,0,0,83761e4688ea479d8269caa4;d28a06b22ddb709425bfbe83
Devstral,F20,B,2,2,0,2,0,2,0,0,0,119ea8db96db45906e739d2f;4776ed9544b216dd41b5b295
Devstral,X02,N,2,2,0,0,2,0,0,2,2,bd0eae1bf3c932c30cbf4495;e10cd9cff002ce1007616447
Devstral,X02,C,2,1,1,0,1,0,0,1,1,3aec7636e468248a1c5bf575;bc149d9033d52145d9dfb550
Devstral,X02,I,2,1,1,0,1,0,0,1,1,964f1956077ed505768a08a2;96531c12fefea3324d839d63
Devstral,X02,B,2,2,0,0,2,0,0,2,2,2e512840e06eaa1d5894d658;d2a64fecb6a3f219181071dd
Devstral,X05,N,2,2,0,2,0,2,0,0,0,e4ae321724eb2d4cd181e9e2;ed75e011f066fe4b14642e0d
Devstral,X05,C,2,2,0,2,0,2,0,0,0,42382135044a5cde9aa382e1;e12e91401e8ba1d983f16c11
Devstral,X05,I,2,2,0,2,0,2,0,0,0,0793342d6460d65fe19bc685;53fbbd206b08675a50dfa93e
Devstral,X05,B,2,2,0,2,1,1,1,0,0,6739f245d4e46d4f790a6be3;bf325bb1311ac717f725c121
Devstral,X06,N,2,2,0,2,2,0,2,0,0,db4850165ec8c7856154415c;ef72751f188258e3e3356dc9
Devstral,X06,C,2,2,0,2,2,0,2,0,0,5603743490b251ac0b14a826;eddf7579e210694bd0755cfc
Devstral,X06,I,2,2,0,2,1,1,1,0,0,294eaaa43678cffa485bb38a;70de93823377cb623180c23b
Devstral,X06,B,2,2,0,2,2,0,2,0,0,22d9e5708b4d20491fa51e29;a242754031730382aeab1677
Devstral,X11,N,2,2,0,1,1,0,1,1,0,679022bb88fb6b5e5175fab7;d4fab97d4169bfa0b6baae88
Devstral,X11,C,2,2,0,2,0,2,0,0,0,5c2907a10a9e37bae17ece23;ae722ea7e1c86180bb3f1b95
Devstral,X11,I,2,2,0,2,2,0,2,0,0,05a1fae4eb72c2c6e9372b30;0b08e0d0b4721dd7d54039c9
Devstral,X11,B,2,2,0,2,0,2,0,0,0,072ed1f99285f19ae1138a57;f0a5db1365415d0f51bb2f6d
Devstral,X20,N,2,2,0,2,0,2,0,0,0,a076b1f1ca9a94422c2335d1;bc2d1d16fc6f01f576d4aefa
Devstral,X20,C,2,2,0,2,2,0,2,0,0,792d15fd71c1068c1d4b54f3;d2a06ff9374dafc8711691bc
Devstral,X20,I,2,2,0,2,2,0,2,0,0,8b0f604f583318b537a74069;e56241320a0689ad1b6a28e2
Devstral,X20,B,2,2,0,2,2,0,2,0,0,229d4e0482e4fb3caf84f0b5;90e022450c4c730f8b80e0ea
Devstral,X24,N,2,2,0,2,2,0,2,0,0,079d325cdb24fed02c9e5bc5;a8555a2063a2711232db4fc8
Devstral,X24,C,2,2,0,2,2,0,2,0,0,1193d1c90499107ae20f0561;e11c7ff18cc0e2efe05de180
Devstral,X24,I,2,2,0,2,2,0,2,0,0,33c518a55a5bcca5aa39a111;b940a02fb96c7f7b2d475ee1
Devstral,X24,B,2,2,0,2,2,0,2,0,0,a2a030f8aa1b142a59fd9922;b759c0205d0840667e6c3e9c
Devstral,X28,N,2,2,0,2,0,2,0,0,0,0578ed18fb0d4e8d6c38d869;1bdf8da180738810d226eb0c
Devstral,X28,C,2,2,0,2,1,1,1,0,0,29b3ab9ba39107e9f75996d5;acb7bbead9ac064f5ab0e2f2
Devstral,X28,I,2,2,0,2,2,0,2,0,0,020da92453ff8d7c92967213;b289c5c7b9a006bd6f06616d
Devstral,X28,B,2,2,0,2,0,2,0,0,0,44d35e6dd5d4857400589b31;995e10e6cb525d94602cb32e
