version,scope,model,contrast,family,F,S,U,records,original_run_ids
revised,omitX06,Qwen30,C-I,X20,0.0,0.5,-0.5,R0499;R0500;R0501;R0502,7762777668a3b73874e19549;d2a88ab122e9880aef362985;a3e80b9a0c8d5d288fbc0f62;76c1cb23ddd41d77d6f3547a
revised,omitX06,Qwen30,C-I,X24,0.0,0.0,0.0,R0507;R0508;R0509;R0510,198c83f4b73dff5de2be0773;c1058fe788167ddcedb220bf;8ef96f66674ea7567bfa5e62;42fdea981748ed176958b28c
revised,omitX06,Qwen30,C-I,X28,0.0,0.0,0.0,R0515;R0516;R0517;R0518,fbc82777cc3a030a0b49506d;7b9974ddeb82392d8ce99f9d;9626d0047d38ef299d5fbaa1;11fc5253c06de4dec4bfe4d3
revised,omitX06,Devstral,C-N,F01,0.0,0.0,0.0,R0315;R0316;R0319;R0320,addbb2f7de8e19eb1c032acc;442bea59b7b7357af1b3908f;33fdd180369a00fad0a69ee7;42bcacfb778b9ef60a12a46a
revised,omitX06,Devstral,C-N,F02,0.0,0.0,0.0,R0323;R0324;R0327;R0328,35216375c7cf2d295cfee9b4;ba787db81bb684b48a9cb0ac;05046d98dac8e25a71c32290;f2fa7d4f9b3a739ef660e3fc
revised,omitX06,Devstral,C-N,F04,0.0,0.0,0.0,R0331;R0332;R0335;R0336,cbee4c03356d7384b4c86e05;f70d9030c6d8782cd5b80478;bcb2a9c3e0e4a135578eb022;4a0a487ca306c4087d8d5e89
revised,omitX06,Devstral,C-N,F08,0.0,0.0,0.0,R0339;R0340;R0343;R0344,5bf81b80301db5be3e0435ef;2d8afc94435e0280c3192dd9;2badcfb6ea4b49808ecd607d;38def9b56f6ffc8020f6a071
revised,omitX06,Devstral,C-N,F17,0.0,0.5,-0.5,R0347;R0348;R0351;R0352,dc0351a09a8b91d51d52de73;cb8e65d6cf6917e96f976912;c9c4a5eeb23c85d1ed01bfa4;7195fba55a161c1d1a86cd5c
revised,omitX06,Devstral,C-N,F20,0.0,0.0,0.0,R0355;R0356;R0359;R0360,0d9caece4bc62907d7240c71;129375397480e923c306267a;a9d05ec40a0f1ba37848722e;bba4f3d5d232c6f3d19ee074
revised,omitX06,Devstral,C-N,X05,0.0,0.0,0.0,R0371;R0372;R0375;R0376,42382135044a5cde9aa382e1;e12e91401e8ba1d983f16c11;e4ae321724eb2d4cd181e9e2;ed75e011f066fe4b14642e0d
revised,omitX06,Devstral,C-N,X11,0.5,-0.5,1.0,R0387;R0388;R0391;R0392,5c2907a10a9e37bae17ece23;ae722ea7e1c86180bb3f1b95;d4fab97d4169bfa0b6baae88;679022bb88fb6b5e5175fab7
revised,omitX06,Devstral,C-N,X20,0.0,1.0,-1.0,R0395;R0396;R0399;R0400,792d15fd71c1068c1d4b54f3;d2a06ff9374dafc8711691bc;a076b1f1ca9a94422c2335d1;bc2d1d16fc6f01f576d4aefa
revised,omitX06,Devstral,C-N,X24,0.0,0.0,0.0,R0403;R0404;R0407;R0408,1193d1c90499107ae20f0561;e11c7ff18cc0e2efe05de180;a8555a2063a2711232db4fc8;079d325cdb24fed02c9e5bc5
revised,omitX06,Devstral,C-N,X28,0.0,0.0,0.0,R0411;R0412;R0415;R0416,acb7bbead9ac064f5ab0e2f2;29b3ab9ba39107e9f75996d5;1bdf8da180738810d226eb0c;0578ed18fb0d4e8d6c38d869
revised,omitX06,Devstral,I-N,F01,0.0,0.0,0.0,R0317;R0318;R0319;R0320,d73ba422fbbbb9656619419f;21993d7ab928a905296cd22c;33fdd180369a00fad0a69ee7;42bcacfb778b9ef60a12a46a
revised,omitX06,Devstral,I-N,F02,0.0,1.0,-1.0,R0325;R0326;R0327;R0328,91439f9d0a17bb5ae5b2f765;401f4b588b2b2df37ffe0143;05046d98dac8e25a71c32290;f2fa7d4f9b3a739ef660e3fc
revised,omitX06,Devstral,I-N,F04,0.0,0.0,0.0,R0333;R0334;R0335;R0336,4e95edababbd5ea6c7656110;84235fb1e70a4a6dcdd719d1;bcb2a9c3e0e4a135578eb022;4a0a487ca306c4087d8d5e89
revised,omitX06,Devstral,I-N,F08,0.0,0.0,0.0,R0341;R0342;R0343;R0344,bac018e2e4e924a60d65c8a1;d6a0bcdc66813f20453c0cc0;2badcfb6ea4b49808ecd607d;38def9b56f6ffc8020f6a071
revised,omitX06,Devstral,I-N,F17,0.0,-0.5,0.5,R0349;R0350;R0351;R0352,6af5546abe4442b43832ed66;edd58283e902cc63732f7e17;c9c4a5eeb23c85d1ed01bfa4;7195fba55a161c1d1a86cd5c
revised,omitX06,Devstral,I-N,F20,0.0,0.0,0.0,R0357;R0358;R0359;R0360,d28a06b22ddb709425bfbe83;83761e4688ea479d8269caa4;a9d05ec40a0f1ba37848722e;bba4f3d5d232c6f3d19ee074
revised,omitX06,Devstral,I-N,X05,0.0,0.0,0.0,R0373;R0374;R0375;R0376,53fbbd206b08675a50dfa93e;0793342d6460d65fe19bc685;e4ae321724eb2d4cd181e9e2;ed75e011f066fe4b14642e0d
revised,omitX06,Devstral,I-N,X11,0.5,0.5,0.0,R0389;R0390;R0391;R0392,05a1fae4eb72c2c6e9372b30;0b08e0d0b4721dd7d54039c9;d4fab97d4169bfa0b6baae88;679022bb88fb6b5e5175fab7
revised,omitX06,Devstral,I-N,X20,0.0,1.0,-1.0,R0397;R0398;R0399;R0400,8b0f604f583318b537a74069;e56241320a0689ad1b6a28e2;a076b1f1ca9a94422c2335d1;bc2d1d16fc6f01f576d4aefa
revised,omitX06,Devstral,I-N,X24,0.0,0.0,0.0,R0405;R0406;R0407;R0408,33c518a55a5bcca5aa39a111;b940a02fb96c7f7b2d475ee1;a8555a2063a2711232db4fc8;079d325cdb24fed02c9e5bc5
revised,omitX06,Devstral,I-N,X28,0.0,0.0,0.0,R0413;R0414;R0415;R0416,020da92453ff8d7c92967213;b289c5c7b9a006bd6f06616d;1bdf8da180738810d226eb0c;0578ed18fb0d4e8d6c38d869
revised,omitX06,Devstral,B-C,F01,0.0,0.0,0.0,R0313;R0314;R0315;R0316,7e8114fb2c3730b5ef39a3b1;dd3eed33e2b17a403986a96a;addbb2f7de8e19eb1c032acc;442bea59b7b7357af1b3908f
revised,omitX06,Devstral,B-C,F02,0.0,0.0,0.0,R0321;R0322;R0323;R0324,878deac2a268f43cebee4c25;81169bc54fffe10589cbcdd6;35216375c7cf2d295cfee9b4;ba787db81bb684b48a9cb0ac
revised,omitX06,Devstral,B-C,F04,0.0,0.0,0.0,R0329;R0330;R0331;R0332,de94f3130f7d5640d3be66af;c7ba0c92098a0ba81323a46a;cbee4c03356d7384b4c86e05;f70d9030c6d8782cd5b80478
revised,omitX06,Devstral,B-C,F08,0.0,0.0,0.0,R0337;R0338;R0339;R0340,3d79c97387d13255b6f6049a;bd2ba4bad91e84dc00d2257d;5bf81b80301db5be3e0435ef;2d8afc94435e0280c3192dd9
revised,omitX06,Devstral,B-C,F17,0.0,0.0,0.0,R0345;R0346;R0347;R0348,60a5935e49ee26496694a16c;57144ab08a8f7bc53a5c785f;dc0351a09a8b91d51d52de73;cb8e65d6cf6917e96f976912
revised,omitX06,Devstral,B-C,F20,0.0,0.0,0.0,R0353;R0354;R0355;R0356,4776ed9544b216dd41b5b295;119ea8db96db45906e739d2f;0d9caece4bc62907d7240c71;129375397480e923c306267a
revised,omitX06,Devstral,B-C,X05,0.0,0.0,0.0,R0369;R0370;R0371;R0372,6739f245d4e46d4f790a6be3;bf325bb1311ac717f725c121;42382135044a5cde9aa382e1;e12e91401e8ba1d983f16c11
revised,omitX06,Devstral,B-C,X11,0.0,0.0,0.0,R0385;R0386;R0387;R0388,072ed1f99285f19ae1138a57;f0a5db1365415d0f51bb2f6d;5c2907a10a9e37bae17ece23;ae722ea7e1c86180bb3f1b95
revised,omitX06,Devstral,B-C,X20,0.0,0.0,0.0,R0393;R0394;R0395;R0396,90e022450c4c730f8b80e0ea;229d4e0482e4fb3caf84f0b5;792d15fd71c1068c1d4b54f3;d2a06ff9374dafc8711691bc
revised,omitX06,Devstral,B-C,X24,0.0,0.0,0.0,R0401;R0402;R0403;R0404,a2a030f8aa1b142a59fd9922;b759c0205d0840667e6c3e9c;1193d1c90499107ae20f0561;e11c7ff18cc0e2efe05de180
revised,omitX06,Devstral,B-C,X28,0.0,0.0,0.0,R0409;R0410;R0411;R0412,995e10e6cb525d94602cb32e;44d35e6dd5d4857400589b31;acb7bbead9ac064f5ab0e2f2;29b3ab9ba39107e9f75996d5
revised,omitX06,Devstral,C-I,F01,0.0,0.0,0.0,R0315;R0316;R0317;R0318,addbb2f7de8e19eb1c032acc;442bea59b7b7357af1b3908f;d73ba422fbbbb9656619419f;21993d7ab928a905296cd22c
revised,omitX06,Devstral,C-I,F02,0.0,-1.0,1.0,R0323;R0324;R0325;R0326,35216375c7cf2d295cfee9b4;ba787db81bb684b48a9cb0ac;91439f9d0a17bb5ae5b2f765;401f4b588b2b2df37ffe0143
revised,omitX06,Devstral,C-I,F04,0.0,0.0,0.0,R0331;R0332;R0333;R0334,cbee4c03356d7384b4c86e05;f70d9030c6d8782cd5b80478;4e95edababbd5ea6c7656110;84235fb1e70a4a6dcdd719d1
revised,omitX06,Devstral,C-I,F08,0.0,0.0,0.0,R0339;R0340;R0341;R0342,5bf81b80301db5be3e0435ef;2d8afc94435e0280c3192dd9;bac018e2e4e924a60d65c8a1;d6a0bcdc66813f20453c0cc0
revised,omitX06,Devstral,C-I,F17,0.0,1.0,-1.0,R0347;R0348;R0349;R0350,dc0351a09a8b91d51d52de73;cb8e65d6cf6917e96f976912;6af5546abe4442b43832ed66;edd58283e902cc63732f7e17
revised,omitX06,Devstral,C-I,F20,0.0,0.0,0.0,R0355;R0356;R0357;R0358,0d9caece4bc62907d7240c71;129375397480e923c306267a;d28a06b22ddb709425bfbe83;83761e4688ea479d8269caa4
revised,omitX06,Devstral,C-I,X05,0.0,0.0,0.0,R0371;R0372;R0373;R0374,42382135044a5cde9aa382e1;e12e91401e8ba1d983f16c11;53fbbd206b08675a50dfa93e;0793342d6460d65fe19bc685
revised,omitX06,Devstral,C-I,X11,0.0,-1.0,1.0,R0387;R0388;R0389;R0390,5c2907a10a9e37bae17ece23;ae722ea7e1c86180bb3f1b95;05a1fae4eb72c2c6e9372b30;0b08e0d0b4721dd7d54039c9
revised,omitX06,Devstral,C-I,X20,0.0,0.0,0.0,R0395;R0396;R0397;R0398,792d15fd71c1068c1d4b54f3;d2a06ff9374dafc8711691bc;8b0f604f583318b537a74069;e56241320a0689ad1b6a28e2
revised,omitX06,Devstral,C-I,X24,0.0,0.0,0.0,R0403;R0404;R0405;R0406,1193d1c90499107ae20f0561;e11c7ff18cc0e2efe05de180;33c518a55a5bcca5aa39a111;b940a02fb96c7f7b2d475ee1
revised,omitX06,Devstral,C-I,X28,0.0,0.0,0.0,R0411;R0412;R0413;R0414,acb7bbead9ac064f5ab0e2f2;29b3ab9ba39107e9f75996d5;020da92453ff8d7c92967213;b289c5c7b9a006bd6f06616d
revised,omitReviewed,GPT55,C-N,F01,0.0,-0.5,0.5,R0003;R0004;R0007;R0008,79073b176698ed7cde2ac8a1;ea2f98d7628c2ebfea01b894;319c0e13453ae02d668f60d4;7120031c6885fa1df002f72c
revised,omitReviewed,GPT55,C-N,F02,0.0,0.0,0.0,R0011;R0012;R0015;R0016,9d67b5c0eef200a07c2cf08f;dd8e2180fbef3fa154019ede;2779a73d8ce83a061e3a5493;845128d3d40f2c4200681eec
revised,omitReviewed,GPT55,C-N,F04,0.0,0.5,-0.5,R0019;R0020;R0023;R0024,0ad4cd114e31329348ff9f4b;955dcca8de7ecd339b1005f6;6c89163b615d698f3f38b8a4;89358c88942b0fde5139b340
revised,omitReviewed,GPT55,C-N,F08,0.0,1.0,-1.0,R0027;R0028;R0031;R0032,cb73939607414dd5286f1b9c;d494a6c81385527934dfc202;9d71bac986d15f15e8db3def;ccb3aac07a5ef5e5fa17c48d
revised,omitReviewed,GPT55,C-N,F17,0.0,0.0,0.0,R0035;R0036;R0039;R0040,3c3177a2417522382cbe4a2a;90a4e08ac3793d52c8a48430;c1b743c5d03ec2de78df8213;3c425079f10f32ccc23effe3
revised,omitReviewed,GPT55,C-N,F20,0.0,0.0,0.0,R0043;R0044;R0047;R0048,0246d71e17a341482d5c048c;974376e308b2768b4ddd1b2f;ab945638ac56cd7a3f536592;531e4c1be649717e590e4670
revised,omitReviewed,GPT55,C-N,X11,0.0,-1.0,1.0,R0075;R0076;R0079;R0080,f92c4a2471e64628da6afc77;afc514ac8bba0bccf906861f;d0d6eec491c1feca2ab34c65;32bedde85d91ce7f02c0e080
revised,omitReviewed,GPT55,C-N,X20,0.0,0.0,0.0,R0083;R0084;R0087;R0088,b6e466800a7e91b56e7f9be0;169fb58374da74bd21996f4c;289d603259e3eb9ac47d0355;7918f1606c3c20dfc91bcde6
revised,omitReviewed,GPT55,C-N,X24,0.0,0.0,0.0,R0091;R0092;R0095;R0096,fca4138da29e6c5c16b036e6;e479c9f31098126618eda6d8;82b017ae3c1f587dd27b9910;891b0e811fca4420b6c9498f
revised,omitReviewed,GPT55,I-N,F01,0.0,0.0,0.0,R0005;R0006;R0007;R0008,99dcdadfc4694bb6e17dfc57;fca9a3bc6ef123aaac891d53;319c0e13453ae02d668f60d4;7120031c6885fa1df002f72c
revised,omitReviewed,GPT55,I-N,F02,0.0,0.0,0.0,R0013;R0014;R0015;R0016,9a9d27b7402d11faf3cc8ca4;724d3646232fd1cf766c20b7;2779a73d8ce83a061e3a5493;845128d3d40f2c4200681eec
revised,omitReviewed,GPT55,I-N,F04,0.0,0.5,-0.5,R0021;R0022;R0023;R0024,34fc1b221f11e18bdd8ef2d1;92553a8b954eba93c23d53f6;6c89163b615d698f3f38b8a4;89358c88942b0fde5139b340
revised,omitReviewed,GPT55,I-N,F08,0.0,0.0,0.0,R0029;R0030;R0031;R0032,c6b4b3654020c9f2d3da55ea;238bac2c753e2b345852092b;9d71bac986d15f15e8db3def;ccb3aac07a5ef5e5fa17c48d
revised,omitReviewed,GPT55,I-N,F17,0.0,0.0,0.0,R0037;R0038;R0039;R0040,ef9fced57cc95aa22e698299;b25530d90387b0ff6c82c489;c1b743c5d03ec2de78df8213;3c425079f10f32ccc23effe3
revised,omitReviewed,GPT55,I-N,F20,0.0,0.0,0.0,R0045;R0046;R0047;R0048,8070236bec7eb37e50ba545e;e4d8a962f015968d1d8c6027;ab945638ac56cd7a3f536592;531e4c1be649717e590e4670
revised,omitReviewed,GPT55,I-N,X11,0.0,0.0,0.0,R0077;R0078;R0079;R0080,69725139b5576ba7571bbf30;60031b5b8a44b670d6f57b88;d0d6eec491c1feca2ab34c65;32bedde85d91ce7f02c0e080
revised,omitReviewed,GPT55,I-N,X20,0.0,0.0,0.0,R0085;R0086;R0087;R0088,8ffc5babf5fed378ff37e6d6;947d65c50244f47af3c7941f;289d603259e3eb9ac47d0355;7918f1606c3c20dfc91bcde6
revised,omitReviewed,GPT55,I-N,X24,0.0,0.0,0.0,R0093;R0094;R0095;R0096,f6587a0d3e65abcf820b9b4b;cb5a12b41e0e9da0fd47af34;82b017ae3c1f587dd27b9910;891b0e811fca4420b6c9498f
revised,omitReviewed,GPT55,B-C,F01,0.0,0.5,-0.5,R0001;R0002;R0003;R0004,dddd3fb81280fad928176982;7ac3d8c6821f5cd6e55499d2;79073b176698ed7cde2ac8a1;ea2f98d7628c2ebfea01b894
revised,omitReviewed,GPT55,B-C,F02,0.0,0.0,0.0,R0009;R0010;R0011;R0012,b470995ae2293f0384257bc3;04864dab2f1ac0c62c52bbe2;9d67b5c0eef200a07c2cf08f;dd8e2180fbef3fa154019ede
revised,omitReviewed,GPT55,B-C,F04,0.0,0.5,-0.5,R0017;R0018;R0019;R0020,367a83c193f546bdb0a91c26;572f52f2a1b6c8381f3553a6;0ad4cd114e31329348ff9f4b;955dcca8de7ecd339b1005f6
revised,omitReviewed,GPT55,B-C,F08,0.0,0.0,0.0,R0025;R0026;R0027;R0028,91f5cee460f362f2f2c9b0ab;b872912a9ffc070c91094b0a;cb73939607414dd5286f1b9c;d494a6c81385527934dfc202
revised,omitReviewed,GPT55,B-C,F17,0.0,0.0,0.0,R0033;R0034;R0035;R0036,54cefa0b0e0d8d3d40d9e49c;b1491c8e1a1548024498d350;3c3177a2417522382cbe4a2a;90a4e08ac3793d52c8a48430
revised,omitReviewed,GPT55,B-C,X11,0.0,1.0,-1.0,R0073;R0074;R0075;R0076,1c8028543822ef40880d5f36;846041505f7a864c203ea1be;f92c4a2471e64628da6afc77;afc514ac8bba0bccf906861f
revised,omitReviewed,GPT55,B-C,X20,0.0,0.0,0.0,R0081;R0082;R0083;R0084,e742b1a2dddf683f05adb1f1;458b3e1e2b11bf313b1e3c52;b6e466800a7e91b56e7f9be0;169fb58374da74bd21996f4c
revised,omitReviewed,GPT55,B-C,X24,0.0,0.0,0.0,R0089;R0090;R0091;R0092,6f063bf66b4dec4e96f6ab68;940bf15ef254575acdbeba69;fca4138da29e6c5c16b036e6;e479c9f31098126618eda6d8
revised,omitReviewed,GPT55,C-I,F01,0.0,-0.5,0.5,R0003;R0004;R0005;R0006,79073b176698ed7cde2ac8a1;ea2f98d7628c2ebfea01b894;99dcdadfc4694bb6e17dfc57;fca9a3bc6ef123aaac891d53
revised,omitReviewed,GPT55,C-I,F02,0.0,0.0,0.0,R0011;R0012;R0013;R0014,9d67b5c0eef200a07c2cf08f;dd8e2180fbef3fa154019ede;9a9d27b7402d11faf3cc8ca4;724d3646232fd1cf766c20b7
revised,omitReviewed,GPT55,C-I,F04,0.0,0.0,0.0,R0019;R0020;R0021;R0022,0ad4cd114e31329348ff9f4b;955dcca8de7ecd339b1005f6;34fc1b221f11e18bdd8ef2d1;92553a8b954eba93c23d53f6
revised,omitReviewed,GPT55,C-I,F08,0.0,1.0,-1.0,R0027;R0028;R0029;R0030,cb73939607414dd5286f1b9c;d494a6c81385527934dfc202;c6b4b3654020c9f2d3da55ea;238bac2c753e2b345852092b
revised,omitReviewed,GPT55,C-I,F17,0.0,0.0,0.0,R0035;R0036;R0037;R0038,3c3177a2417522382cbe4a2a;90a4e08ac3793d52c8a48430;ef9fced57cc95aa22e698299;b25530d90387b0ff6c82c489
revised,omitReviewed,GPT55,C-I,F20,0.0,0.0,0.0,R0043;R0044;R0045;R0046,0246d71e17a341482d5c048c;974376e308b2768b4ddd1b2f;8070236bec7eb37e50ba545e;e4d8a962f015968d1d8c6027
revised,omitReviewed,GPT55,C-I,X11,0.0,-1.0,1.0,R0075;R0076;R0077;R0078,f92c4a2471e64628da6afc77;afc514ac8bba0bccf906861f;69725139b5576ba7571bbf30;60031b5b8a44b670d6f57b88
revised,omitReviewed,GPT55,C-I,X20,0.0,0.0,0.0,R0083;R0084;R0085;R0086,b6e466800a7e91b56e7f9be0;169fb58374da74bd21996f4c;8ffc5babf5fed378ff37e6d6;947d65c50244f47af3c7941f
revised,omitReviewed,GPT55,C-I,X24,0.0,0.0,0.0,R0091;R0092;R0093;R0094,fca4138da29e6c5c16b036e6;e479c9f31098126618eda6d8;f6587a0d3e65abcf820b9b4b;cb5a12b41e0e9da0fd47af34
revised,omitReviewed,Luna,C-N,F01,0.0,-1.0,1.0,R0107;R0108;R0111;R0112,1e1ac330571e4ab519d2d06d;85ce1c665275ecc6aee3d88c;868d93f42c626858daa25bdc;81c25197515e22d5ce8b2a38
revised,omitReviewed,Luna,C-N,F02,0.0,0.0,0.0,R0115;R0116;R0119;R0120,15bdb1ce0e9363f3e77b2443;792bfc0139c3daf285c65304;985144b6456aa9b15f3e46b3;727b30b5c9e01bb32800fe66
revised,omitReviewed,Luna,C-N,F04,0.0,0.0,0.0,R0123;R0124;R0127;R0128,1b8e40cefb62ff78b3a044da;d037c8bc1b9124615516345f;8f9ebbd50f39466c2f6d9e8d;8c00a937f921cc6bc13152ec
revised,omitReviewed,Luna,C-N,F08,0.0,0.0,0.0,R0131;R0132;R0135;R0136,329d297691fa651a363f3aa3;6f77434722612eee739e2bd5;b35fad166890b2a25a4b1bdc;72c07ec1f7a5719b29f09904
revised,omitReviewed,Luna,C-N,F20,0.0,0.0,0.0,R0147;R0148;R0151;R0152,6d6ac87107f7369dee9a3b4f;9785cd57f0451aca2d54bf67;a767fb4bc8404685909eb93f;ffc60298bc7e5a4f3eb9aa3d
revised,omitReviewed,Luna,C-N,X02,0.5,0.5,0.0,R0155;R0156;R0159;R0160,d6bd51a9fc7f2556ee4b3448;8dfe5ebf607c6a93fe88298c;1393011d0876b090a0e676f2;898d2bb1c4c36e60fc0d93b5
revised,omitReviewed,Luna,C-N,X11,0.0,-0.5,0.5,R0179;R0180;R0183;R0184,8bbc7e525f4ea007647837b6;6048690adc45fa68c0bd8e48;d2ce3c65898ee309064ea309;034e7ebda7ce4bd4544e33f5
revised,omitReviewed,Luna,C-N,X20,-0.5,0.0,0.0,R0187;R0188;R0191;R0192,b798dc07320ef4857ecc6556;515f2c81dbd5894ad961216b;0bf1f43887298c8f8f54dbae;a522949217d2369b4f488221
revised,omitReviewed,Luna,C-N,X24,0.5,0.0,0.0,R0195;R0196;R0199;R0200,89b02f40e7e1c551b2e01fad;91cf30fff79a01f84a7e43dc;c8c3c5323d7fe52dc49acdbe;44f8e64b55856c97d1575883
revised,omitReviewed,Luna,I-N,F01,0.0,0.0,0.0,R0109;R0110;R0111;R0112,749626191b98cd27805f52b0;7bf1a3b8dad2b0465f543282;868d93f42c626858daa25bdc;81c25197515e22d5ce8b2a38
revised,omitReviewed,Luna,I-N,F02,0.0,0.0,0.0,R0117;R0118;R0119;R0120,7f1159c2021751ebb031d62a;bd439ccc02d016d3831e21a4;985144b6456aa9b15f3e46b3;727b30b5c9e01bb32800fe66
revised,omitReviewed,Luna,I-N,F04,0.0,0.0,0.0,R0125;R0126;R0127;R0128,16b578e5aaf05fb79d187fd4;f0e5b95cf76e5b6c57de864d;8f9ebbd50f39466c2f6d9e8d;8c00a937f921cc6bc13152ec
revised,omitReviewed,Luna,I-N,F08,0.0,0.0,0.0,R0133;R0134;R0135;R0136,a07d77e712fa9a1038a82fc6;3fd87da47fa63ec6d13eab79;b35fad166890b2a25a4b1bdc;72c07ec1f7a5719b29f09904
revised,omitReviewed,Luna,I-N,F20,0.0,0.0,0.0,R0149;R0150;R0151;R0152,2f3aeb2fe45274cc64be4141;2f11f9fcbad2aa2d048c50f2;a767fb4bc8404685909eb93f;ffc60298bc7e5a4f3eb9aa3d
revised,omitReviewed,Luna,I-N,X02,0.0,0.5,0.0,R0157;R0158;R0159;R0160,c64b5590ce163c7c052056a0;d95c0c35f37c939a24ac4a25;1393011d0876b090a0e676f2;898d2bb1c4c36e60fc0d93b5
revised,omitReviewed,Luna,I-N,X11,0.0,0.5,-0.5,R0181;R0182;R0183;R0184,ac791bce2a30acc3ef3e6aa5;f4e8959458c2ee669240c3c3;d2ce3c65898ee309064ea309;034e7ebda7ce4bd4544e33f5
revised,omitReviewed,Luna,I-N,X20,0.0,0.0,0.0,R0189;R0190;R0191;R0192,660873ed0132c8ebf161f15e;47d9a552e1db59df25f34b79;0bf1f43887298c8f8f54dbae;a522949217d2369b4f488221
revised,omitReviewed,Luna,I-N,X24,0.0,0.0,0.0,R0197;R0198;R0199;R0200,32b99c5b1b2143df8367ceca;e6d110e649584901537e831a;c8c3c5323d7fe52dc49acdbe;44f8e64b55856c97d1575883
revised,omitReviewed,Luna,B-C,F01,0.0,0.0,0.0,R0105;R0106;R0107;R0108,28d21fb572e3d4b36cf757ae;644673d56fa8bd6003fd8595;1e1ac330571e4ab519d2d06d;85ce1c665275ecc6aee3d88c
revised,omitReviewed,Luna,B-C,F02,0.0,0.0,0.0,R0113;R0114;R0115;R0116,79feb9e8ab2968a02d8f42f3;7c5f0c37ab2ff2cf419de8ec;15bdb1ce0e9363f3e77b2443;792bfc0139c3daf285c65304
revised,omitReviewed,Luna,B-C,F04,0.0,1.0,-1.0,R0121;R0122;R0123;R0124,3d5303ef85b1febeb762ac7b;a56e7aa12e6f8153924d009e;1b8e40cefb62ff78b3a044da;d037c8bc1b9124615516345f
revised,omitReviewed,Luna,B-C,F08,0.0,0.5,-0.5,R0129;R0130;R0131;R0132,0b1cc8aa4e0e8a9ac96c90ae;3076a16971bd5dce8c4b7c39;329d297691fa651a363f3aa3;6f77434722612eee739e2bd5
revised,omitReviewed,Luna,B-C,F20,0.0,0.0,0.0,R0145;R0146;R0147;R0148,f3f2427f8a3d0a26f27411ba;f790d4f8082af746e1bb7b68;6d6ac87107f7369dee9a3b4f;9785cd57f0451aca2d54bf67
revised,omitReviewed,Luna,B-C,X02,-0.5,0.0,0.0,R0153;R0154;R0155;R0156,0fbed357d4a65f10287f1933;2fa4578626aebc4ec3624f60;d6bd51a9fc7f2556ee4b3448;8dfe5ebf607c6a93fe88298c
revised,omitReviewed,Luna,B-C,X11,0.0,0.5,-0.5,R0177;R0178;R0179;R0180,aeda47e032710cf852327775;d2af94077df6d94644e5d5a2;8bbc7e525f4ea007647837b6;6048690adc45fa68c0bd8e48
revised,omitReviewed,Luna,B-C,X20,0.0,0.0,0.0,R0185;R0186;R0187;R0188,e9ac397387c132ff72bec285;019a6605add7afbf33782843;b798dc07320ef4857ecc6556;515f2c81dbd5894ad961216b
revised,omitReviewed,Luna,B-C,X24,-0.5,0.0,0.0,R0193;R0194;R0195;R0196,849d381fbec6fd6a471c4d38;c792f4eda80f50db431d4f54;89b02f40e7e1c551b2e01fad;91cf30fff79a01f84a7e43dc
revised,omitReviewed,Luna,C-I,F01,0.0,-1.0,1.0,R0107;R0108;R0109;R0110,1e1ac330571e4ab519d2d06d;85ce1c665275ecc6aee3d88c;749626191b98cd27805f52b0;7bf1a3b8dad2b0465f543282
revised,omitReviewed,Luna,C-I,F02,0.0,0.0,0.0,R0115;R0116;R0117;R0118,15bdb1ce0e9363f3e77b2443;792bfc0139c3daf285c65304;7f1159c2021751ebb031d62a;bd439ccc02d016d3831e21a4
revised,omitReviewed,Luna,C-I,F04,0.0,0.0,0.0,R0123;R0124;R0125;R0126,1b8e40cefb62ff78b3a044da;d037c8bc1b9124615516345f;16b578e5aaf05fb79d187fd4;f0e5b95cf76e5b6c57de864d
revised,omitReviewed,Luna,C-I,F08,0.0,0.0,0.0,R0131;R0132;R0133;R0134,329d297691fa651a363f3aa3;6f77434722612eee739e2bd5;a07d77e712fa9a1038a82fc6;3fd87da47fa63ec6d13eab79
revised,omitReviewed,Luna,C-I,F17,0.0,0.0,0.0,R0139;R0140;R0141;R0142,ed5ea84d2d032a36c90fd1d5;4ead78b61cb1daaa1b1c3be3;1436d480f7353b811f2241f6;be4596f24720641740331e15
revised,omitReviewed,Luna,C-I,F20,0.0,0.0,0.0,R0147;R0148;R0149;R0150,6d6ac87107f7369dee9a3b4f;9785cd57f0451aca2d54bf67;2f3aeb2fe45274cc64be4141;2f11f9fcbad2aa2d048c50f2
revised,omitReviewed,Luna,C-I,X02,0.5,0.0,0.0,R0155;R0156;R0157;R0158,d6bd51a9fc7f2556ee4b3448;8dfe5ebf607c6a93fe88298c;c64b5590ce163c7c052056a0;d95c0c35f37c939a24ac4a25
revised,omitReviewed,Luna,C-I,X11,0.0,-1.0,1.0,R0179;R0180;R0181;R0182,8bbc7e525f4ea007647837b6;6048690adc45fa68c0bd8e48;ac791bce2a30acc3ef3e6aa5;f4e8959458c2ee669240c3c3
revised,omitReviewed,Luna,C-I,X20,-0.5,0.0,0.0,R0187;R0188;R0189;R0190,b798dc07320ef4857ecc6556;515f2c81dbd5894ad961216b;660873ed0132c8ebf161f15e;47d9a552e1db59df25f34b79
