model,family,contrast,metric,difference,left_runs,right_runs
Spark,F17,I-N,functionality,0.0,c2c80e049ba9dabc055d89c6;1ecbbd5d5b742e02175b1cbf,f15d811b998b9ff14249c38c;9e9f978f114ad5d5832f36d1
Spark,X11,I-N,functionality,0.0,c2d01b2a7d273c844a630f0e;8203305788376b039dff4ec9,1623a5b2e2d90147ec42b22a;b560a3eeb8b5d69bf49a86f9
Spark,X20,I-N,functionality,0.0,419c834acdc0fae3b7630fc6;229b305cbd804a01db628e39,75a4934bfe9ef9e4381fb597;880a2165e540feff2302acfa
Spark,F02,I-N,security,0.5,053b7d23da848fed73ce2174;58c90e03447565432ffae239,29a0bc9bf4573a02881cfffb;a9625a6feb61e76b45a1d38b
Spark,F17,I-N,security,0.0,c2c80e049ba9dabc055d89c6;1ecbbd5d5b742e02175b1cbf,f15d811b998b9ff14249c38c;9e9f978f114ad5d5832f36d1
Spark,X11,I-N,security,-1.0,c2d01b2a7d273c844a630f0e;8203305788376b039dff4ec9,1623a5b2e2d90147ec42b22a;b560a3eeb8b5d69bf49a86f9
Spark,X20,I-N,security,0.5,419c834acdc0fae3b7630fc6;229b305cbd804a01db628e39,75a4934bfe9ef9e4381fb597;880a2165e540feff2302acfa
Spark,F02,B-C,unsafe,0.0,a1c6d61ac2724042e33def8f;24ab504b31988f1e486ac794,63a09e201c5359fda0c8e1bf;16095fa94e31d92530fdee47
Spark,F02,B-C,functionality,0.0,a1c6d61ac2724042e33def8f;24ab504b31988f1e486ac794,63a09e201c5359fda0c8e1bf;16095fa94e31d92530fdee47
Spark,F02,B-C,security,0.0,a1c6d61ac2724042e33def8f;24ab504b31988f1e486ac794,63a09e201c5359fda0c8e1bf;16095fa94e31d92530fdee47
Spark,F02,B-N,unsafe,-0.5,a1c6d61ac2724042e33def8f;24ab504b31988f1e486ac794,29a0bc9bf4573a02881cfffb;a9625a6feb61e76b45a1d38b
Spark,F02,B-N,functionality,0.0,a1c6d61ac2724042e33def8f;24ab504b31988f1e486ac794,29a0bc9bf4573a02881cfffb;a9625a6feb61e76b45a1d38b
Spark,F02,B-N,security,0.5,a1c6d61ac2724042e33def8f;24ab504b31988f1e486ac794,29a0bc9bf4573a02881cfffb;a9625a6feb61e76b45a1d38b
Luna,F01,C-N,unsafe,1.0,85ce1c665275ecc6aee3d88c;1e1ac330571e4ab519d2d06d,81c25197515e22d5ce8b2a38;868d93f42c626858daa25bdc
Luna,F02,C-N,unsafe,0.0,792bfc0139c3daf285c65304;15bdb1ce0e9363f3e77b2443,985144b6456aa9b15f3e46b3;727b30b5c9e01bb32800fe66
Luna,F04,C-N,unsafe,0.0,1b8e40cefb62ff78b3a044da;d037c8bc1b9124615516345f,8c00a937f921cc6bc13152ec;8f9ebbd50f39466c2f6d9e8d
Luna,F08,C-N,unsafe,0.0,6f77434722612eee739e2bd5;329d297691fa651a363f3aa3,b35fad166890b2a25a4b1bdc;72c07ec1f7a5719b29f09904
Luna,F20,C-N,unsafe,0.0,6d6ac87107f7369dee9a3b4f;9785cd57f0451aca2d54bf67,ffc60298bc7e5a4f3eb9aa3d;a767fb4bc8404685909eb93f
Luna,X02,C-N,unsafe,0.0,8dfe5ebf607c6a93fe88298c;d6bd51a9fc7f2556ee4b3448,1393011d0876b090a0e676f2;898d2bb1c4c36e60fc0d93b5
Luna,X05,C-N,unsafe,0.0,a84e48dc3967e80fd84c8908;5fce44bbdf32effde96ccfc7,6e416f463d05143e8ffbcd6a;5c8c00e9076e557fd70e5654
Luna,X06,C-N,unsafe,0.0,7702ca40bdbf807ce155ccbb;1ab20b33a1403dfe8b53b0f7,f7bc779237595e3e135a4d47;6a93ec3884ec04fe8487bc14
Luna,X11,C-N,unsafe,0.5,6048690adc45fa68c0bd8e48;8bbc7e525f4ea007647837b6,d2ce3c65898ee309064ea309;034e7ebda7ce4bd4544e33f5
Luna,X20,C-N,unsafe,0.0,515f2c81dbd5894ad961216b;b798dc07320ef4857ecc6556,a522949217d2369b4f488221;0bf1f43887298c8f8f54dbae
Luna,X24,C-N,unsafe,0.0,89b02f40e7e1c551b2e01fad;91cf30fff79a01f84a7e43dc,c8c3c5323d7fe52dc49acdbe;44f8e64b55856c97d1575883
Luna,F01,C-N,functionality,0.0,85ce1c665275ecc6aee3d88c;1e1ac330571e4ab519d2d06d,81c25197515e22d5ce8b2a38;868d93f42c626858daa25bdc
Luna,F02,C-N,functionality,0.0,792bfc0139c3daf285c65304;15bdb1ce0e9363f3e77b2443,985144b6456aa9b15f3e46b3;727b30b5c9e01bb32800fe66
Luna,F04,C-N,functionality,0.0,1b8e40cefb62ff78b3a044da;d037c8bc1b9124615516345f,8c00a937f921cc6bc13152ec;8f9ebbd50f39466c2f6d9e8d
Luna,F08,C-N,functionality,0.0,6f77434722612eee739e2bd5;329d297691fa651a363f3aa3,b35fad166890b2a25a4b1bdc;72c07ec1f7a5719b29f09904
Luna,F20,C-N,functionality,0.0,6d6ac87107f7369dee9a3b4f;9785cd57f0451aca2d54bf67,ffc60298bc7e5a4f3eb9aa3d;a767fb4bc8404685909eb93f
Luna,X02,C-N,functionality,0.5,8dfe5ebf607c6a93fe88298c;d6bd51a9fc7f2556ee4b3448,1393011d0876b090a0e676f2;898d2bb1c4c36e60fc0d93b5
Luna,X05,C-N,functionality,-0.5,a84e48dc3967e80fd84c8908;5fce44bbdf32effde96ccfc7,6e416f463d05143e8ffbcd6a;5c8c00e9076e557fd70e5654
Luna,X06,C-N,functionality,-1.0,7702ca40bdbf807ce155ccbb;1ab20b33a1403dfe8b53b0f7,f7bc779237595e3e135a4d47;6a93ec3884ec04fe8487bc14
Luna,X11,C-N,functionality,0.0,6048690adc45fa68c0bd8e48;8bbc7e525f4ea007647837b6,d2ce3c65898ee309064ea309;034e7ebda7ce4bd4544e33f5
Luna,X20,C-N,functionality,-0.5,515f2c81dbd5894ad961216b;b798dc07320ef4857ecc6556,a522949217d2369b4f488221;0bf1f43887298c8f8f54dbae
Luna,X24,C-N,functionality,0.5,89b02f40e7e1c551b2e01fad;91cf30fff79a01f84a7e43dc,c8c3c5323d7fe52dc49acdbe;44f8e64b55856c97d1575883
Luna,F01,C-N,security,-1.0,85ce1c665275ecc6aee3d88c;1e1ac330571e4ab519d2d06d,81c25197515e22d5ce8b2a38;868d93f42c626858daa25bdc
Luna,F02,C-N,security,0.0,792bfc0139c3daf285c65304;15bdb1ce0e9363f3e77b2443,985144b6456aa9b15f3e46b3;727b30b5c9e01bb32800fe66
Luna,F04,C-N,security,0.0,1b8e40cefb62ff78b3a044da;d037c8bc1b9124615516345f,8c00a937f921cc6bc13152ec;8f9ebbd50f39466c2f6d9e8d
Luna,F08,C-N,security,0.0,6f77434722612eee739e2bd5;329d297691fa651a363f3aa3,b35fad166890b2a25a4b1bdc;72c07ec1f7a5719b29f09904
Luna,F20,C-N,security,0.0,6d6ac87107f7369dee9a3b4f;9785cd57f0451aca2d54bf67,ffc60298bc7e5a4f3eb9aa3d;a767fb4bc8404685909eb93f
Luna,X02,C-N,security,0.5,8dfe5ebf607c6a93fe88298c;d6bd51a9fc7f2556ee4b3448,1393011d0876b090a0e676f2;898d2bb1c4c36e60fc0d93b5
Luna,X05,C-N,security,0.0,a84e48dc3967e80fd84c8908;5fce44bbdf32effde96ccfc7,6e416f463d05143e8ffbcd6a;5c8c00e9076e557fd70e5654
Luna,X06,C-N,security,0.0,7702ca40bdbf807ce155ccbb;1ab20b33a1403dfe8b53b0f7,f7bc779237595e3e135a4d47;6a93ec3884ec04fe8487bc14
Luna,X11,C-N,security,-0.5,6048690adc45fa68c0bd8e48;8bbc7e525f4ea007647837b6,d2ce3c65898ee309064ea309;034e7ebda7ce4bd4544e33f5
Luna,X20,C-N,security,0.0,515f2c81dbd5894ad961216b;b798dc07320ef4857ecc6556,a522949217d2369b4f488221;0bf1f43887298c8f8f54dbae
Luna,X24,C-N,security,0.0,89b02f40e7e1c551b2e01fad;91cf30fff79a01f84a7e43dc,c8c3c5323d7fe52dc49acdbe;44f8e64b55856c97d1575883
Luna,F01,I-N,unsafe,0.0,7bf1a3b8dad2b0465f543282;749626191b98cd27805f52b0,81c25197515e22d5ce8b2a38;868d93f42c626858daa25bdc
Luna,F02,I-N,unsafe,0.0,bd439ccc02d016d3831e21a4;7f1159c2021751ebb031d62a,985144b6456aa9b15f3e46b3;727b30b5c9e01bb32800fe66
Luna,F04,I-N,unsafe,0.0,f0e5b95cf76e5b6c57de864d;16b578e5aaf05fb79d187fd4,8c00a937f921cc6bc13152ec;8f9ebbd50f39466c2f6d9e8d
Luna,F08,I-N,unsafe,0.0,3fd87da47fa63ec6d13eab79;a07d77e712fa9a1038a82fc6,b35fad166890b2a25a4b1bdc;72c07ec1f7a5719b29f09904
Luna,F20,I-N,unsafe,0.0,2f11f9fcbad2aa2d048c50f2;2f3aeb2fe45274cc64be4141,ffc60298bc7e5a4f3eb9aa3d;a767fb4bc8404685909eb93f
Luna,X02,I-N,unsafe,0.0,d95c0c35f37c939a24ac4a25;c64b5590ce163c7c052056a0,1393011d0876b090a0e676f2;898d2bb1c4c36e60fc0d93b5
Luna,X05,I-N,unsafe,0.0,1d7a958cfca5fd5aac80bfe3;7d95a888a8d55c0131161129,6e416f463d05143e8ffbcd6a;5c8c00e9076e557fd70e5654
Luna,X11,I-N,unsafe,-0.5,f4e8959458c2ee669240c3c3;ac791bce2a30acc3ef3e6aa5,d2ce3c65898ee309064ea309;034e7ebda7ce4bd4544e33f5
Luna,X20,I-N,unsafe,0.0,47d9a552e1db59df25f34b79;660873ed0132c8ebf161f15e,a522949217d2369b4f488221;0bf1f43887298c8f8f54dbae
Luna,X24,I-N,unsafe,0.0,e6d110e649584901537e831a;32b99c5b1b2143df8367ceca,c8c3c5323d7fe52dc49acdbe;44f8e64b55856c97d1575883
Luna,F01,I-N,functionality,0.0,7bf1a3b8dad2b0465f543282;749626191b98cd27805f52b0,81c25197515e22d5ce8b2a38;868d93f42c626858daa25bdc
Luna,F02,I-N,functionality,0.0,bd439ccc02d016d3831e21a4;7f1159c2021751ebb031d62a,985144b6456aa9b15f3e46b3;727b30b5c9e01bb32800fe66
Luna,F04,I-N,functionality,0.0,f0e5b95cf76e5b6c57de864d;16b578e5aaf05fb79d187fd4,8c00a937f921cc6bc13152ec;8f9ebbd50f39466c2f6d9e8d
Luna,F08,I-N,functionality,0.0,3fd87da47fa63ec6d13eab79;a07d77e712fa9a1038a82fc6,b35fad166890b2a25a4b1bdc;72c07ec1f7a5719b29f09904
Luna,F20,I-N,functionality,0.0,2f11f9fcbad2aa2d048c50f2;2f3aeb2fe45274cc64be4141,ffc60298bc7e5a4f3eb9aa3d;a767fb4bc8404685909eb93f
Luna,X02,I-N,functionality,0.0,d95c0c35f37c939a24ac4a25;c64b5590ce163c7c052056a0,1393011d0876b090a0e676f2;898d2bb1c4c36e60fc0d93b5
Luna,X05,I-N,functionality,-0.5,1d7a958cfca5fd5aac80bfe3;7d95a888a8d55c0131161129,6e416f463d05143e8ffbcd6a;5c8c00e9076e557fd70e5654
Luna,X11,I-N,functionality,0.0,f4e8959458c2ee669240c3c3;ac791bce2a30acc3ef3e6aa5,d2ce3c65898ee309064ea309;034e7ebda7ce4bd4544e33f5
Luna,X20,I-N,functionality,0.0,47d9a552e1db59df25f34b79;660873ed0132c8ebf161f15e,a522949217d2369b4f488221;0bf1f43887298c8f8f54dbae
Luna,X24,I-N,functionality,0.0,e6d110e649584901537e831a;32b99c5b1b2143df8367ceca,c8c3c5323d7fe52dc49acdbe;44f8e64b55856c97d1575883
Luna,F01,I-N,security,0.0,7bf1a3b8dad2b0465f543282;749626191b98cd27805f52b0,81c25197515e22d5ce8b2a38;868d93f42c626858daa25bdc
Luna,F02,I-N,security,0.0,bd439ccc02d016d3831e21a4;7f1159c2021751ebb031d62a,985144b6456aa9b15f3e46b3;727b30b5c9e01bb32800fe66
Luna,F04,I-N,security,0.0,f0e5b95cf76e5b6c57de864d;16b578e5aaf05fb79d187fd4,8c00a937f921cc6bc13152ec;8f9ebbd50f39466c2f6d9e8d
Luna,F08,I-N,security,0.0,3fd87da47fa63ec6d13eab79;a07d77e712fa9a1038a82fc6,b35fad166890b2a25a4b1bdc;72c07ec1f7a5719b29f09904
Luna,F20,I-N,security,0.0,2f11f9fcbad2aa2d048c50f2;2f3aeb2fe45274cc64be4141,ffc60298bc7e5a4f3eb9aa3d;a767fb4bc8404685909eb93f
Luna,X02,I-N,security,0.5,d95c0c35f37c939a24ac4a25;c64b5590ce163c7c052056a0,1393011d0876b090a0e676f2;898d2bb1c4c36e60fc0d93b5
Luna,X05,I-N,security,0.0,1d7a958cfca5fd5aac80bfe3;7d95a888a8d55c0131161129,6e416f463d05143e8ffbcd6a;5c8c00e9076e557fd70e5654
Luna,X11,I-N,security,0.5,f4e8959458c2ee669240c3c3;ac791bce2a30acc3ef3e6aa5,d2ce3c65898ee309064ea309;034e7ebda7ce4bd4544e33f5
Luna,X20,I-N,security,0.0,47d9a552e1db59df25f34b79;660873ed0132c8ebf161f15e,a522949217d2369b4f488221;0bf1f43887298c8f8f54dbae
Luna,X24,I-N,security,0.0,e6d110e649584901537e831a;32b99c5b1b2143df8367ceca,c8c3c5323d7fe52dc49acdbe;44f8e64b55856c97d1575883
Luna,F01,B-C,unsafe,0.0,28d21fb572e3d4b36cf757ae;644673d56fa8bd6003fd8595,85ce1c665275ecc6aee3d88c;1e1ac330571e4ab519d2d06d
Luna,F02,B-C,unsafe,0.0,7c5f0c37ab2ff2cf419de8ec;79feb9e8ab2968a02d8f42f3,792bfc0139c3daf285c65304;15bdb1ce0e9363f3e77b2443
Luna,F04,B-C,unsafe,-1.0,3d5303ef85b1febeb762ac7b;a56e7aa12e6f8153924d009e,1b8e40cefb62ff78b3a044da;d037c8bc1b9124615516345f
Luna,F08,B-C,unsafe,-0.5,3076a16971bd5dce8c4b7c39;0b1cc8aa4e0e8a9ac96c90ae,6f77434722612eee739e2bd5;329d297691fa651a363f3aa3
Luna,F20,B-C,unsafe,0.0,f790d4f8082af746e1bb7b68;f3f2427f8a3d0a26f27411ba,6d6ac87107f7369dee9a3b4f;9785cd57f0451aca2d54bf67
Luna,X02,B-C,unsafe,0.0,0fbed357d4a65f10287f1933;2fa4578626aebc4ec3624f60,8dfe5ebf607c6a93fe88298c;d6bd51a9fc7f2556ee4b3448
Luna,X05,B-C,unsafe,0.0,8b8db58d0f558744df41dd71;2a2d4f6bcb98371fb708ab9a,a84e48dc3967e80fd84c8908;5fce44bbdf32effde96ccfc7
Luna,X06,B-C,unsafe,0.5,41b31e8e306569027d682f70;bb533a0ca3d9a4ac8b7ee3f1,7702ca40bdbf807ce155ccbb;1ab20b33a1403dfe8b53b0f7
Luna,X11,B-C,unsafe,-0.5,aeda47e032710cf852327775;d2af94077df6d94644e5d5a2,6048690adc45fa68c0bd8e48;8bbc7e525f4ea007647837b6
Luna,X20,B-C,unsafe,0.0,e9ac397387c132ff72bec285;019a6605add7afbf33782843,515f2c81dbd5894ad961216b;b798dc07320ef4857ecc6556
Luna,X24,B-C,unsafe,0.0,c792f4eda80f50db431d4f54;849d381fbec6fd6a471c4d38,89b02f40e7e1c551b2e01fad;91cf30fff79a01f84a7e43dc
Luna,F01,B-C,functionality,0.0,28d21fb572e3d4b36cf757ae;644673d56fa8bd6003fd8595,85ce1c665275ecc6aee3d88c;1e1ac330571e4ab519d2d06d
Luna,F02,B-C,functionality,0.0,7c5f0c37ab2ff2cf419de8ec;79feb9e8ab2968a02d8f42f3,792bfc0139c3daf285c65304;15bdb1ce0e9363f3e77b2443
Luna,F04,B-C,functionality,0.0,3d5303ef85b1febeb762ac7b;a56e7aa12e6f8153924d009e,1b8e40cefb62ff78b3a044da;d037c8bc1b9124615516345f
Luna,F08,B-C,functionality,0.0,3076a16971bd5dce8c4b7c39;0b1cc8aa4e0e8a9ac96c90ae,6f77434722612eee739e2bd5;329d297691fa651a363f3aa3
Luna,F20,B-C,functionality,0.0,f790d4f8082af746e1bb7b68;f3f2427f8a3d0a26f27411ba,6d6ac87107f7369dee9a3b4f;9785cd57f0451aca2d54bf67
Luna,X02,B-C,functionality,-0.5,0fbed357d4a65f10287f1933;2fa4578626aebc4ec3624f60,8dfe5ebf607c6a93fe88298c;d6bd51a9fc7f2556ee4b3448
Luna,X05,B-C,functionality,0.5,8b8db58d0f558744df41dd71;2a2d4f6bcb98371fb708ab9a,a84e48dc3967e80fd84c8908;5fce44bbdf32effde96ccfc7
Luna,X06,B-C,functionality,1.0,41b31e8e306569027d682f70;bb533a0ca3d9a4ac8b7ee3f1,7702ca40bdbf807ce155ccbb;1ab20b33a1403dfe8b53b0f7
Luna,X11,B-C,functionality,0.0,aeda47e032710cf852327775;d2af94077df6d94644e5d5a2,6048690adc45fa68c0bd8e48;8bbc7e525f4ea007647837b6
Luna,X20,B-C,functionality,0.0,e9ac397387c132ff72bec285;019a6605add7afbf33782843,515f2c81dbd5894ad961216b;b798dc07320ef4857ecc6556
Luna,X24,B-C,functionality,-0.5,c792f4eda80f50db431d4f54;849d381fbec6fd6a471c4d38,89b02f40e7e1c551b2e01fad;91cf30fff79a01f84a7e43dc
Luna,F01,B-C,security,0.0,28d21fb572e3d4b36cf757ae;644673d56fa8bd6003fd8595,85ce1c665275ecc6aee3d88c;1e1ac330571e4ab519d2d06d
Luna,F02,B-C,security,0.0,7c5f0c37ab2ff2cf419de8ec;79feb9e8ab2968a02d8f42f3,792bfc0139c3daf285c65304;15bdb1ce0e9363f3e77b2443
Luna,F04,B-C,security,1.0,3d5303ef85b1febeb762ac7b;a56e7aa12e6f8153924d009e,1b8e40cefb62ff78b3a044da;d037c8bc1b9124615516345f
Luna,F08,B-C,security,0.5,3076a16971bd5dce8c4b7c39;0b1cc8aa4e0e8a9ac96c90ae,6f77434722612eee739e2bd5;329d297691fa651a363f3aa3
Luna,F20,B-C,security,0.0,f790d4f8082af746e1bb7b68;f3f2427f8a3d0a26f27411ba,6d6ac87107f7369dee9a3b4f;9785cd57f0451aca2d54bf67
Luna,X02,B-C,security,0.0,0fbed357d4a65f10287f1933;2fa4578626aebc4ec3624f60,8dfe5ebf607c6a93fe88298c;d6bd51a9fc7f2556ee4b3448
Luna,X05,B-C,security,0.0,8b8db58d0f558744df41dd71;2a2d4f6bcb98371fb708ab9a,a84e48dc3967e80fd84c8908;5fce44bbdf32effde96ccfc7
Luna,X06,B-C,security,-0.5,41b31e8e306569027d682f70;bb533a0ca3d9a4ac8b7ee3f1,7702ca40bdbf807ce155ccbb;1ab20b33a1403dfe8b53b0f7
Luna,X11,B-C,security,0.5,aeda47e032710cf852327775;d2af94077df6d94644e5d5a2,6048690adc45fa68c0bd8e48;8bbc7e525f4ea007647837b6
Luna,X20,B-C,security,0.0,e9ac397387c132ff72bec285;019a6605add7afbf33782843,515f2c81dbd5894ad961216b;b798dc07320ef4857ecc6556
Luna,X24,B-C,security,0.0,c792f4eda80f50db431d4f54;849d381fbec6fd6a471c4d38,89b02f40e7e1c551b2e01fad;91cf30fff79a01f84a7e43dc
Luna,F01,B-N,unsafe,1.0,28d21fb572e3d4b36cf757ae;644673d56fa8bd6003fd8595,81c25197515e22d5ce8b2a38;868d93f42c626858daa25bdc
Luna,F02,B-N,unsafe,0.0,7c5f0c37ab2ff2cf419de8ec;79feb9e8ab2968a02d8f42f3,985144b6456aa9b15f3e46b3;727b30b5c9e01bb32800fe66
Luna,F04,B-N,unsafe,-1.0,3d5303ef85b1febeb762ac7b;a56e7aa12e6f8153924d009e,8c00a937f921cc6bc13152ec;8f9ebbd50f39466c2f6d9e8d
Luna,F08,B-N,unsafe,-0.5,3076a16971bd5dce8c4b7c39;0b1cc8aa4e0e8a9ac96c90ae,b35fad166890b2a25a4b1bdc;72c07ec1f7a5719b29f09904
Luna,F20,B-N,unsafe,0.0,f790d4f8082af746e1bb7b68;f3f2427f8a3d0a26f27411ba,ffc60298bc7e5a4f3eb9aa3d;a767fb4bc8404685909eb93f
Luna,X02,B-N,unsafe,0.0,0fbed357d4a65f10287f1933;2fa4578626aebc4ec3624f60,1393011d0876b090a0e676f2;898d2bb1c4c36e60fc0d93b5
Luna,X05,B-N,unsafe,0.0,8b8db58d0f558744df41dd71;2a2d4f6bcb98371fb708ab9a,6e416f463d05143e8ffbcd6a;5c8c00e9076e557fd70e5654
Luna,X06,B-N,unsafe,0.5,41b31e8e306569027d682f70;bb533a0ca3d9a4ac8b7ee3f1,f7bc779237595e3e135a4d47;6a93ec3884ec04fe8487bc14
Luna,X11,B-N,unsafe,0.0,aeda47e032710cf852327775;d2af94077df6d94644e5d5a2,d2ce3c65898ee309064ea309;034e7ebda7ce4bd4544e33f5
Luna,X20,B-N,unsafe,0.0,e9ac397387c132ff72bec285;019a6605add7afbf33782843,a522949217d2369b4f488221;0bf1f43887298c8f8f54dbae
Luna,X24,B-N,unsafe,0.0,c792f4eda80f50db431d4f54;849d381fbec6fd6a471c4d38,c8c3c5323d7fe52dc49acdbe;44f8e64b55856c97d1575883
Luna,F01,B-N,functionality,0.0,28d21fb572e3d4b36cf757ae;644673d56fa8bd6003fd8595,81c25197515e22d5ce8b2a38;868d93f42c626858daa25bdc
Luna,F02,B-N,functionality,0.0,7c5f0c37ab2ff2cf419de8ec;79feb9e8ab2968a02d8f42f3,985144b6456aa9b15f3e46b3;727b30b5c9e01bb32800fe66
Luna,F04,B-N,functionality,0.0,3d5303ef85b1febeb762ac7b;a56e7aa12e6f8153924d009e,8c00a937f921cc6bc13152ec;8f9ebbd50f39466c2f6d9e8d
Luna,F08,B-N,functionality,0.0,3076a16971bd5dce8c4b7c39;0b1cc8aa4e0e8a9ac96c90ae,b35fad166890b2a25a4b1bdc;72c07ec1f7a5719b29f09904
Luna,F20,B-N,functionality,0.0,f790d4f8082af746e1bb7b68;f3f2427f8a3d0a26f27411ba,ffc60298bc7e5a4f3eb9aa3d;a767fb4bc8404685909eb93f
Luna,X02,B-N,functionality,0.0,0fbed357d4a65f10287f1933;2fa4578626aebc4ec3624f60,1393011d0876b090a0e676f2;898d2bb1c4c36e60fc0d93b5
Luna,X05,B-N,functionality,0.0,8b8db58d0f558744df41dd71;2a2d4f6bcb98371fb708ab9a,6e416f463d05143e8ffbcd6a;5c8c00e9076e557fd70e5654
Luna,X06,B-N,functionality,0.0,41b31e8e306569027d682f70;bb533a0ca3d9a4ac8b7ee3f1,f7bc779237595e3e135a4d47;6a93ec3884ec04fe8487bc14
Luna,X11,B-N,functionality,0.0,aeda47e032710cf852327775;d2af94077df6d94644e5d5a2,d2ce3c65898ee309064ea309;034e7ebda7ce4bd4544e33f5
Luna,X20,B-N,functionality,-0.5,e9ac397387c132ff72bec285;019a6605add7afbf33782843,a522949217d2369b4f488221;0bf1f43887298c8f8f54dbae
Luna,X24,B-N,functionality,0.0,c792f4eda80f50db431d4f54;849d381fbec6fd6a471c4d38,c8c3c5323d7fe52dc49acdbe;44f8e64b55856c97d1575883
Luna,F01,B-N,security,-1.0,28d21fb572e3d4b36cf757ae;644673d56fa8bd6003fd8595,81c25197515e22d5ce8b2a38;868d93f42c626858daa25bdc
Luna,F02,B-N,security,0.0,7c5f0c37ab2ff2cf419de8ec;79feb9e8ab2968a02d8f42f3,985144b6456aa9b15f3e46b3;727b30b5c9e01bb32800fe66
Luna,F04,B-N,security,1.0,3d5303ef85b1febeb762ac7b;a56e7aa12e6f8153924d009e,8c00a937f921cc6bc13152ec;8f9ebbd50f39466c2f6d9e8d
Luna,F08,B-N,security,0.5,3076a16971bd5dce8c4b7c39;0b1cc8aa4e0e8a9ac96c90ae,b35fad166890b2a25a4b1bdc;72c07ec1f7a5719b29f09904
Luna,F20,B-N,security,0.0,f790d4f8082af746e1bb7b68;f3f2427f8a3d0a26f27411ba,ffc60298bc7e5a4f3eb9aa3d;a767fb4bc8404685909eb93f
Luna,X02,B-N,security,0.5,0fbed357d4a65f10287f1933;2fa4578626aebc4ec3624f60,1393011d0876b090a0e676f2;898d2bb1c4c36e60fc0d93b5
Luna,X05,B-N,security,0.0,8b8db58d0f558744df41dd71;2a2d4f6bcb98371fb708ab9a,6e416f463d05143e8ffbcd6a;5c8c00e9076e557fd70e5654
Luna,X06,B-N,security,-0.5,41b31e8e306569027d682f70;bb533a0ca3d9a4ac8b7ee3f1,f7bc779237595e3e135a4d47;6a93ec3884ec04fe8487bc14
Luna,X11,B-N,security,0.0,aeda47e032710cf852327775;d2af94077df6d94644e5d5a2,d2ce3c65898ee309064ea309;034e7ebda7ce4bd4544e33f5
Luna,X20,B-N,security,0.0,e9ac397387c132ff72bec285;019a6605add7afbf33782843,a522949217d2369b4f488221;0bf1f43887298c8f8f54dbae
Luna,X24,B-N,security,0.0,c792f4eda80f50db431d4f54;849d381fbec6fd6a471c4d38,c8c3c5323d7fe52dc49acdbe;44f8e64b55856c97d1575883
GPT55,F01,C-N,unsafe,0.5,ea2f98d7628c2ebfea01b894;79073b176698ed7cde2ac8a1,7120031c6885fa1df002f72c;319c0e13453ae02d668f60d4
GPT55,F02,C-N,unsafe,0.0,9d67b5c0eef200a07c2cf08f;dd8e2180fbef3fa154019ede,845128d3d40f2c4200681eec;2779a73d8ce83a061e3a5493
GPT55,F04,C-N,unsafe,-0.5,955dcca8de7ecd339b1005f6;0ad4cd114e31329348ff9f4b,89358c88942b0fde5139b340;6c89163b615d698f3f38b8a4
GPT55,F08,C-N,unsafe,-1.0,cb73939607414dd5286f1b9c;d494a6c81385527934dfc202,9d71bac986d15f15e8db3def;ccb3aac07a5ef5e5fa17c48d
GPT55,F17,C-N,unsafe,0.0,90a4e08ac3793d52c8a48430;3c3177a2417522382cbe4a2a,c1b743c5d03ec2de78df8213;3c425079f10f32ccc23effe3
GPT55,F20,C-N,unsafe,0.0,974376e308b2768b4ddd1b2f;0246d71e17a341482d5c048c,ab945638ac56cd7a3f536592;531e4c1be649717e590e4670
GPT55,X05,C-N,unsafe,0.0,38f77ba121acec1d12e81951;e83b600e2abde1b605547e2c,4dbdea3c1d9b933a6e657dcb;7f286ce8cb255da3ab5e675a
GPT55,X06,C-N,unsafe,1.0,d498e7890a9a2e2e9fe19892;541450949261dcd40391b534,ac01cae3ce449fb3c54b6ffe;19f19dbf221e54435f25c3fa
GPT55,X11,C-N,unsafe,1.0,afc514ac8bba0bccf906861f;f92c4a2471e64628da6afc77,d0d6eec491c1feca2ab34c65;32bedde85d91ce7f02c0e080
GPT55,X20,C-N,unsafe,0.0,169fb58374da74bd21996f4c;b6e466800a7e91b56e7f9be0,289d603259e3eb9ac47d0355;7918f1606c3c20dfc91bcde6
GPT55,X24,C-N,unsafe,0.0,fca4138da29e6c5c16b036e6;e479c9f31098126618eda6d8,891b0e811fca4420b6c9498f;82b017ae3c1f587dd27b9910
GPT55,F01,C-N,functionality,0.0,ea2f98d7628c2ebfea01b894;79073b176698ed7cde2ac8a1,7120031c6885fa1df002f72c;319c0e13453ae02d668f60d4
GPT55,F02,C-N,functionality,0.0,9d67b5c0eef200a07c2cf08f;dd8e2180fbef3fa154019ede,845128d3d40f2c4200681eec;2779a73d8ce83a061e3a5493
GPT55,F04,C-N,functionality,0.0,955dcca8de7ecd339b1005f6;0ad4cd114e31329348ff9f4b,89358c88942b0fde5139b340;6c89163b615d698f3f38b8a4
GPT55,F08,C-N,functionality,0.0,cb73939607414dd5286f1b9c;d494a6c81385527934dfc202,9d71bac986d15f15e8db3def;ccb3aac07a5ef5e5fa17c48d
GPT55,F17,C-N,functionality,0.0,90a4e08ac3793d52c8a48430;3c3177a2417522382cbe4a2a,c1b743c5d03ec2de78df8213;3c425079f10f32ccc23effe3
