model,family,contrast,metric,difference,left_runs,right_runs
Terra,X20,I-N,functionality,0.0,169d235cf7cb54f31a163d6f;f738be227ad438672b96c6f4,51af388469f211dd8a256759;82411d1b0432ca0da0d35dfd
Terra,X24,I-N,functionality,0.0,6a85f6097165b2809138a775;9561a5f1e429658272899e0f,46d81ed0aba65b11e825aaf6;6052a082affb1e12ec8f49c9
Terra,F01,I-N,security,0.0,451f6b33f7a9c3e0a5737763;5b2fa0a9f5ae551098cb62ec,2e0003053271d582a0c5cef4;9e904e0defd529b040b7c65c
Terra,F02,I-N,security,0.0,fe9988e82f9786aaa6f6f9e7;ee8249a17a1847847fd82981,f6a33b9de8808dc42de88244;abc78c7790d4b751fd8cc7be
Terra,F04,I-N,security,0.5,44ba6a8cff87e1d77511b16d;008f28add6cd45197b6ca349,47113cf5ce8e50423a5cf6e0;003273dafef5c774314a5158
Terra,F08,I-N,security,0.0,518e37aa72a170f980a40110;6fab677f87e413a913cd625f,58e27ae9a48988e9705649c7;e0f896163d8621ef6cca60d1
Terra,F17,I-N,security,0.0,783c8f6dfac0ab0634e1d0f3;9ddf7291c7c03ee9ffc909ee,813c1a6bdeb8691f7a2e09a9;18307164654f717e628f8801
Terra,F20,I-N,security,-0.5,19b405b538e5167abf33ffb3;37fcfe1701aa999909b2ab03,15c0c01ed7a34d7ae8e9433a;896beffa40e815574b560046
Terra,X02,I-N,security,0.0,a2ae9bef402c19c67abdc858;2536963dec45eedcb30b4bee,91eddb7566459c421f5fcef0;214707333d12ef01e7587d99
Terra,X05,I-N,security,-0.5,2fafc35f0cdfca70d8ec6ff7;eb7f743236649bc96fab11bc,66522a4e0a6640c56b8c5caf;1e8dd4dd511257bb6cfcf235
Terra,X06,I-N,security,0.0,a5867fcbca2d4bcb85b66d10;0d93bca4348c2a768477656a,cbd52953072b0a49654c4bae;21aa3505eae03dbb7c2f083e
Terra,X11,I-N,security,0.0,e2343fcd907af66473586579;fe7cb975ef119852d4bedce0,6b802d6d1b20969147597a58;67af78f764e8137e1731e7c4
Terra,X20,I-N,security,0.0,169d235cf7cb54f31a163d6f;f738be227ad438672b96c6f4,51af388469f211dd8a256759;82411d1b0432ca0da0d35dfd
Terra,X24,I-N,security,0.0,6a85f6097165b2809138a775;9561a5f1e429658272899e0f,46d81ed0aba65b11e825aaf6;6052a082affb1e12ec8f49c9
Terra,F01,B-C,unsafe,-1.0,1dcef041ba7502458b85e4f5;6c25b129b3b9128dbc83d365,284c0c7565be7fb829d73ce4;2c8adbc5bc4bc9d039e84dfe
Terra,F02,B-C,unsafe,0.0,f11ceecd000b4225b426df4f;901e03abedcff3b8ec01f990,b1e8e2e4e6fe841956533868;29acac044a958ba8be3066a8
Terra,F04,B-C,unsafe,-1.0,413a6cc24cf778e77d2701ca;e83675dc9497de269d3e660d,08e54cd46cf155b0a7589bf4;e9c7575f00f390577297f6f8
Terra,F08,B-C,unsafe,-0.5,ce2923bfe311b4a69659fe16;92e8ca4946dbff61399fb5cc,d615a6e968062fcf51d6f37a;658cc6b17edbb4d54bef4a26
Terra,F17,B-C,unsafe,0.0,654223961b093cd2e19418db;ea360f810ce3a4d1355af6de,37dd660dbee5aafc77478991;16c6692dfea46b26c4f08a26
Terra,F20,B-C,unsafe,0.0,d6e3ab0cc41bd672cf6108eb;72fb1816659f6df68a88a496,bbc903267bb754c4fb1233c2;9566a806691b147de62ee0a6
Terra,X05,B-C,unsafe,0.0,c8b31b24353918eb699b83dc;5f44d9bb279b15f4a52b5c54,a812ccccf8991c76cd3c18b5;b0bc92bac75ec4c6c53e05d1
Terra,X06,B-C,unsafe,0.0,e7bc8589e27f2ab4a924e540;e180933997bdf9925eb1d01e,1c45ce8b3fa24653a9653f98;c4bb3b5b9035da5c0423d971
Terra,X11,B-C,unsafe,0.0,4e0d06fb76a17002080a0e5c;aa37302931bebb0e8aa84bb3,53d3d98ec7c8027297c80981;ce80173624f71b3e5de6323b
Terra,X20,B-C,unsafe,0.0,f1a8cbfb301e6dd865c47c5f;727e23baa815fd49bf61aa93,57a511776dc0d2bdb7a3e9fb;05c83b4ed4f5d471f0a62c5c
Terra,X24,B-C,unsafe,0.0,7337f315c571e66620c16902;15dd585e51f5277650976544,9242bdbbc561fd496008d943;28c3255750ea6b80d33130df
Terra,F01,B-C,functionality,0.0,1dcef041ba7502458b85e4f5;6c25b129b3b9128dbc83d365,284c0c7565be7fb829d73ce4;2c8adbc5bc4bc9d039e84dfe
Terra,F02,B-C,functionality,0.0,f11ceecd000b4225b426df4f;901e03abedcff3b8ec01f990,b1e8e2e4e6fe841956533868;29acac044a958ba8be3066a8
Terra,F04,B-C,functionality,0.0,413a6cc24cf778e77d2701ca;e83675dc9497de269d3e660d,08e54cd46cf155b0a7589bf4;e9c7575f00f390577297f6f8
Terra,F08,B-C,functionality,0.0,ce2923bfe311b4a69659fe16;92e8ca4946dbff61399fb5cc,d615a6e968062fcf51d6f37a;658cc6b17edbb4d54bef4a26
Terra,F17,B-C,functionality,0.0,654223961b093cd2e19418db;ea360f810ce3a4d1355af6de,37dd660dbee5aafc77478991;16c6692dfea46b26c4f08a26
Terra,F20,B-C,functionality,0.0,d6e3ab0cc41bd672cf6108eb;72fb1816659f6df68a88a496,bbc903267bb754c4fb1233c2;9566a806691b147de62ee0a6
Terra,X05,B-C,functionality,0.0,c8b31b24353918eb699b83dc;5f44d9bb279b15f4a52b5c54,a812ccccf8991c76cd3c18b5;b0bc92bac75ec4c6c53e05d1
Terra,X06,B-C,functionality,0.0,e7bc8589e27f2ab4a924e540;e180933997bdf9925eb1d01e,1c45ce8b3fa24653a9653f98;c4bb3b5b9035da5c0423d971
Terra,X11,B-C,functionality,0.0,4e0d06fb76a17002080a0e5c;aa37302931bebb0e8aa84bb3,53d3d98ec7c8027297c80981;ce80173624f71b3e5de6323b
Terra,X20,B-C,functionality,0.0,f1a8cbfb301e6dd865c47c5f;727e23baa815fd49bf61aa93,57a511776dc0d2bdb7a3e9fb;05c83b4ed4f5d471f0a62c5c
Terra,X24,B-C,functionality,0.0,7337f315c571e66620c16902;15dd585e51f5277650976544,9242bdbbc561fd496008d943;28c3255750ea6b80d33130df
Terra,F01,B-C,security,1.0,1dcef041ba7502458b85e4f5;6c25b129b3b9128dbc83d365,284c0c7565be7fb829d73ce4;2c8adbc5bc4bc9d039e84dfe
Terra,F02,B-C,security,0.0,f11ceecd000b4225b426df4f;901e03abedcff3b8ec01f990,b1e8e2e4e6fe841956533868;29acac044a958ba8be3066a8
Terra,F04,B-C,security,1.0,413a6cc24cf778e77d2701ca;e83675dc9497de269d3e660d,08e54cd46cf155b0a7589bf4;e9c7575f00f390577297f6f8
Terra,F08,B-C,security,0.5,ce2923bfe311b4a69659fe16;92e8ca4946dbff61399fb5cc,d615a6e968062fcf51d6f37a;658cc6b17edbb4d54bef4a26
Terra,F17,B-C,security,0.0,654223961b093cd2e19418db;ea360f810ce3a4d1355af6de,37dd660dbee5aafc77478991;16c6692dfea46b26c4f08a26
Terra,F20,B-C,security,0.0,d6e3ab0cc41bd672cf6108eb;72fb1816659f6df68a88a496,bbc903267bb754c4fb1233c2;9566a806691b147de62ee0a6
Terra,X05,B-C,security,0.0,c8b31b24353918eb699b83dc;5f44d9bb279b15f4a52b5c54,a812ccccf8991c76cd3c18b5;b0bc92bac75ec4c6c53e05d1
Terra,X06,B-C,security,0.0,e7bc8589e27f2ab4a924e540;e180933997bdf9925eb1d01e,1c45ce8b3fa24653a9653f98;c4bb3b5b9035da5c0423d971
Terra,X11,B-C,security,0.0,4e0d06fb76a17002080a0e5c;aa37302931bebb0e8aa84bb3,53d3d98ec7c8027297c80981;ce80173624f71b3e5de6323b
Terra,X20,B-C,security,0.0,f1a8cbfb301e6dd865c47c5f;727e23baa815fd49bf61aa93,57a511776dc0d2bdb7a3e9fb;05c83b4ed4f5d471f0a62c5c
Terra,X24,B-C,security,0.0,7337f315c571e66620c16902;15dd585e51f5277650976544,9242bdbbc561fd496008d943;28c3255750ea6b80d33130df
Terra,F01,B-N,unsafe,0.0,1dcef041ba7502458b85e4f5;6c25b129b3b9128dbc83d365,2e0003053271d582a0c5cef4;9e904e0defd529b040b7c65c
Terra,F02,B-N,unsafe,0.0,f11ceecd000b4225b426df4f;901e03abedcff3b8ec01f990,f6a33b9de8808dc42de88244;abc78c7790d4b751fd8cc7be
Terra,F04,B-N,unsafe,-1.0,413a6cc24cf778e77d2701ca;e83675dc9497de269d3e660d,47113cf5ce8e50423a5cf6e0;003273dafef5c774314a5158
Terra,F08,B-N,unsafe,-1.0,ce2923bfe311b4a69659fe16;92e8ca4946dbff61399fb5cc,58e27ae9a48988e9705649c7;e0f896163d8621ef6cca60d1
Terra,F17,B-N,unsafe,0.0,654223961b093cd2e19418db;ea360f810ce3a4d1355af6de,813c1a6bdeb8691f7a2e09a9;18307164654f717e628f8801
