version,scope,model,contrast,n,families,p_signflip_U,loo_min_U,loo_max_U,F,F_lo,F_hi,S,S_lo,S_hi,U,U_lo,U_hi
revised,omitX06,QwenNext,B-C,12,F01;F02;F04;F08;F17;F20;X02;X05;X11;X20;X24;X28,1.0,-4.545454545454546,4.545454545454546,0.0,-12.5,12.5,0.0,-12.5,12.5,0.0,-12.5,12.5
revised,omitX06,QwenNext,C-I,12,F01;F02;F04;F08;F17;F20;X02;X05;X11;X20;X24;X28,0.625,-13.636363636363635,-4.545454545454546,-4.166666666666666,-16.666666666666664,8.333333333333332,12.5,-4.166666666666666,29.166666666666668,-8.333333333333332,-25.0,8.333333333333332
revised,omitX06,Qwen30,C-N,12,F01;F02;F04;F08;F17;F20;X02;X05;X11;X20;X24;X28,0.375,-18.181818181818183,-9.090909090909092,-16.666666666666664,-29.166666666666668,-4.166666666666666,4.166666666666666,-8.333333333333332,16.666666666666664,-12.5,-29.166666666666668,4.166666666666666
revised,omitX06,Qwen30,I-N,11,F01;F02;F04;F08;F17;F20;X05;X11;X20;X24;X28,1.0,-10.0,0.0,-4.545454545454546,-13.636363636363635,0.0,0.0,-13.636363636363635,13.636363636363635,-4.545454545454546,-18.181818181818183,9.090909090909092
revised,omitX06,Qwen30,B-C,11,F01;F02;F04;F08;F17;F20;X05;X11;X20;X24;X28,1.0,0.0,10.0,13.636363636363635,0.0,27.27272727272727,4.545454545454546,-9.090909090909092,18.181818181818183,4.545454545454546,-9.090909090909092,18.181818181818183
revised,omitX06,Qwen30,C-I,11,F01;F02;F04;F08;F17;F20;X05;X11;X20;X24;X28,0.625,-15.0,-5.0,-13.636363636363635,-27.27272727272727,0.0,0.0,-13.636363636363635,13.636363636363635,-9.090909090909092,-27.27272727272727,9.090909090909092
revised,omitX06,Devstral,C-N,11,F01;F02;F04;F08;F17;F20;X05;X11;X20;X24;X28,1.0,-15.0,5.0,4.545454545454546,0.0,13.636363636363635,9.090909090909092,-9.090909090909092,31.818181818181817,-4.545454545454546,-31.818181818181817,22.727272727272727
revised,omitX06,Devstral,I-N,11,F01;F02;F04;F08;F17;F20;X05;X11;X20;X24;X28,0.5,-20.0,-5.0,4.545454545454546,0.0,13.636363636363635,18.181818181818183,-4.545454545454546,45.45454545454545,-13.636363636363635,-40.909090909090914,9.090909090909092
revised,omitX06,Devstral,B-C,11,F01;F02;F04;F08;F17;F20;X05;X11;X20;X24;X28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revised,omitX06,Devstral,C-I,11,F01;F02;F04;F08;F17;F20;X05;X11;X20;X24;X28,1.0,0.0,20.0,0.0,0.0,0.0,-9.090909090909092,-36.36363636363637,18.181818181818183,9.090909090909092,-18.181818181818183,36.36363636363637
revised,omitReviewed,GPT55,C-N,9,F01;F02;F04;F08;F17;F20;X11;X20;X24,1.0,-12.5,12.5,0.0,0.0,0.0,0.0,-33.33333333333333,33.33333333333333,0.0,-33.33333333333333,33.33333333333333
revised,omitReviewed,GPT55,I-N,9,F01;F02;F04;F08;F17;F20;X11;X20;X24,1.0,-6.25,0.0,0.0,0.0,0.0,5.555555555555555,0.0,16.666666666666664,-5.555555555555555,-16.666666666666664,0.0
revised,omitReviewed,GPT55,B-C,8,F01;F02;F04;F08;F17;X11;X20;X24,0.25,-28.57142857142857,-14.285714285714285,0.0,0.0,0.0,25.0,6.25,50.0,-25.0,-50.0,-6.25
revised,omitReviewed,GPT55,C-I,9,F01;F02;F04;F08;F17;F20;X11;X20;X24,1.0,-6.25,18.75,0.0,0.0,0.0,-5.555555555555555,-38.88888888888889,27.77777777777778,5.555555555555555,-27.77777777777778,38.88888888888889
revised,omitReviewed,Luna,C-N,9,F01;F02;F04;F08;F20;X02;X11;X20;X24,0.5,6.25,18.75,5.555555555555555,-11.11111111111111,22.22222222222222,-11.11111111111111,-38.88888888888889,11.11111111111111,16.666666666666664,0.0,38.88888888888889
revised,omitReviewed,Luna,I-N,9,F01;F02;F04;F08;F20;X02;X11;X20;X24,1.0,-6.25,0.0,0.0,0.0,0.0,11.11111111111111,0.0,27.77777777777778,-5.555555555555555,-16.666666666666664,0.0
revised,omitReviewed,Luna,B-C,9,F01;F02;F04;F08;F20;X02;X11;X20;X24,0.25,-25.0,-12.5,-11.11111111111111,-27.77777777777778,0.0,22.22222222222222,5.416666666666793,44.44444444444444,-22.22222222222222,-44.44444444444444,-5.416666666678793
revised,omitReviewed,Luna,C-I,10,F01;F02;F04;F08;F17;F20;X02;X11;X20;X24,0.5,11.11111111111111,22.22222222222222,5.0,-10.0,20.0,-20.0,-50.0,0.0,20.0,0.0,50.0
revised,omitReviewed,Terra,C-N,10,F01;F02;F04;F08;F17;F20;X02;X11;X20;X24,0.75,0.0,16.666666666666664,-5.0,-15.0,0.0,-10.0,-35.0,10.0,10.0,-10.0,35.0
revised,omitReviewed,Terra,I-N,10,F01;F02;F04;F08;F17;F20;X02;X11;X20;X24,1.0,-5.555555555555555,5.555555555555555,0.0,0.0,0.0,0.0,-15.0,15.0,0.0,-15.0,15.0
revised,omitReviewed,Terra,B-C,9,F01;F02;F04;F08;F17;F20;X11;X20;X24,0.25,-31.25,-18.75,0.0,0.0,0.0,27.77777777777778,0.0,55.55555555555556,-27.77777777777778,-55.55555555555556,0.0
revised,omitReviewed,Terra,C-I,10,F01;F02;F04;F08;F17;F20;X02;X11;X20;X24,0.75,0.0,16.666666666666664,-5.0,-15.0,0.0,-10.0,-35.0,10.0,10.0,-10.0,35.0
revised,omitReviewed,QwenNext,C-N,10,F01;F02;F04;F08;F17;F20;X02;X11;X20;X24,1.0,-5.555555555555555,11.11111111111111,-5.0,-30.0,15.0,-5.0,-30.0,15.0,5.0,-15.0,30.0
revised,omitReviewed,QwenNext,I-N,10,F01;F02;F04;F08;F17;F20;X02;X11;X20;X24,1.0,0.0,11.11111111111111,-10.0,-35.0,10.0,-10.0,-25.0,0.0,5.0,-10.0,20.0
revised,omitReviewed,QwenNext,B-C,10,F01;F02;F04;F08;F17;F20;X02;X11;X20;X24,1.0,-5.555555555555555,0.0,-5.0,-15.0,0.0,5.0,0.0,15.0,-5.0,-15.0,0.0
revised,omitReviewed,QwenNext,C-I,10,F01;F02;F04;F08;F17;F20;X02;X11;X20;X24,1.0,-5.555555555555555,5.555555555555555,5.0,0.0,15.0,5.0,-10.0,20.0,0.0,-15.0,15.0
revised,omitReviewed,Qwen30,C-N,10,F01;F02;F04;F08;F17;F20;X02;X11;X20;X24,0.625,-16.666666666666664,-5.555555555555555,-15.0,-30.0,0.0,5.0,-10.0,20.0,-10.0,-30.0,10.0
revised,omitReviewed,Qwen30,I-N,9,F01;F02;F04;F08;F17;F20;X11;X20;X24,1.0,-6.25,6.25,0.0,0.0,0.0,0.0,-16.666666666666664,16.666666666666664,0.0,-16.666666666666664,16.666666666666664
revised,omitReviewed,Qwen30,B-C,9,F01;F02;F04;F08;F17;F20;X11;X20;X24,1.0,-6.25,6.25,11.11111111111111,0.0,27.77777777777778,5.555555555555555,-11.11111111111111,22.22222222222222,0.0,-16.666666666666664,16.666666666666664
revised,omitReviewed,Qwen30,C-I,9,F01;F02;F04;F08;F17;F20;X11;X20;X24,0.625,-18.75,-6.25,-16.666666666666664,-33.33333333333333,-5.555555555555555,0.0,-16.666666666666664,16.666666666666664,-11.11111111111111,-33.33333333333333,11.11111111111111
revised,omitReviewed,Devstral,C-N,9,F01;F02;F04;F08;F17;F20;X11;X20;X24,1.0,-18.75,6.25,5.555555555555555,0.0,16.666666666666664,11.11111111111111,-11.11111111111111,38.88888888888889,-5.555555555555555,-38.88888888888889,27.77777777777778
revised,omitReviewed,Devstral,I-N,9,F01;F02;F04;F08;F17;F20;X11;X20;X24,0.5,-25.0,-6.25,5.555555555555555,0.0,16.666666666666664,22.22222222222222,-5.555555555555555,55.55555555555556,-16.666666666666664,-50.0,11.11111111111111
revised,omitReviewed,Devstral,B-C,9,F01;F02;F04;F08;F17;F20;X11;X20;X24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revised,omitReviewed,Devstral,C-I,9,F01;F02;F04;F08;F17;F20;X11;X20;X24,1.0,0.0,25.0,0.0,0.0,0.0,-11.11111111111111,-44.44444444444444,22.22222222222222,11.11111111111111,-22.22222222222222,44.44444444444444
