harness,model,family,condition,version,complete,F,S,U,run_ids
MiniSWE,Devstral,F04,B,original,True,1,0,1,de94f3130f7d5640d3be66af;c7ba0c92098a0ba81323a46a
MiniSWE,Devstral,F08,N,original,True,1,0,1,2badcfb6ea4b49808ecd607d;38def9b56f6ffc8020f6a071
MiniSWE,Devstral,F08,C,original,True,1,0,1,5bf81b80301db5be3e0435ef;2d8afc94435e0280c3192dd9
MiniSWE,Devstral,F08,I,original,True,1,0,1,bac018e2e4e924a60d65c8a1;d6a0bcdc66813f20453c0cc0
MiniSWE,Devstral,F08,B,original,True,1,0,1,3d79c97387d13255b6f6049a;bd2ba4bad91e84dc00d2257d
MiniSWE,Devstral,F17,N,original,True,1,0.5,0.5,c9c4a5eeb23c85d1ed01bfa4;7195fba55a161c1d1a86cd5c
MiniSWE,Devstral,F17,C,original,True,1,1,0,dc0351a09a8b91d51d52de73;cb8e65d6cf6917e96f976912
MiniSWE,Devstral,F17,I,original,True,1,0,1,6af5546abe4442b43832ed66;edd58283e902cc63732f7e17
MiniSWE,Devstral,F17,B,original,True,1,1,0,60a5935e49ee26496694a16c;57144ab08a8f7bc53a5c785f
MiniSWE,Devstral,F20,N,original,True,1,0,1,a9d05ec40a0f1ba37848722e;bba4f3d5d232c6f3d19ee074
MiniSWE,Devstral,F20,C,original,True,1,0,1,0d9caece4bc62907d7240c71;129375397480e923c306267a
MiniSWE,Devstral,F20,I,original,True,1,0,1,d28a06b22ddb709425bfbe83;83761e4688ea479d8269caa4
MiniSWE,Devstral,F20,B,original,True,1,0,1,4776ed9544b216dd41b5b295;119ea8db96db45906e739d2f
MiniSWE,Devstral,X02,N,original,True,0,1,0,bd0eae1bf3c932c30cbf4495;e10cd9cff002ce1007616447
MiniSWE,Devstral,X02,C,original,False,,,,3aec7636e468248a1c5bf575;bc149d9033d52145d9dfb550
MiniSWE,Devstral,X02,I,original,False,,,,96531c12fefea3324d839d63;964f1956077ed505768a08a2
MiniSWE,Devstral,X02,B,original,True,0,1,0,2e512840e06eaa1d5894d658;d2a64fecb6a3f219181071dd
MiniSWE,Devstral,X05,N,original,True,1,0,1,e4ae321724eb2d4cd181e9e2;ed75e011f066fe4b14642e0d
MiniSWE,Devstral,X05,C,original,True,1,0,1,42382135044a5cde9aa382e1;e12e91401e8ba1d983f16c11
MiniSWE,Devstral,X05,I,original,True,1,0,1,53fbbd206b08675a50dfa93e;0793342d6460d65fe19bc685
MiniSWE,Devstral,X05,B,original,True,1,0.5,0.5,6739f245d4e46d4f790a6be3;bf325bb1311ac717f725c121
MiniSWE,Devstral,X06,N,original,True,1,1,0,db4850165ec8c7856154415c;ef72751f188258e3e3356dc9
MiniSWE,Devstral,X06,C,original,True,1,1,0,5603743490b251ac0b14a826;eddf7579e210694bd0755cfc
MiniSWE,Devstral,X06,I,original,True,1,0.5,0.5,70de93823377cb623180c23b;294eaaa43678cffa485bb38a
MiniSWE,Devstral,X06,B,original,True,1,1,0,22d9e5708b4d20491fa51e29;a242754031730382aeab1677
MiniSWE,Devstral,X11,N,original,True,0.5,0.5,0,d4fab97d4169bfa0b6baae88;679022bb88fb6b5e5175fab7
MiniSWE,Devstral,X11,C,original,True,1,0,1,5c2907a10a9e37bae17ece23;ae722ea7e1c86180bb3f1b95
MiniSWE,Devstral,X11,I,original,True,1,1,0,05a1fae4eb72c2c6e9372b30;0b08e0d0b4721dd7d54039c9
MiniSWE,Devstral,X11,B,original,True,1,0,1,072ed1f99285f19ae1138a57;f0a5db1365415d0f51bb2f6d
MiniSWE,Devstral,X20,N,original,True,1,0,1,a076b1f1ca9a94422c2335d1;bc2d1d16fc6f01f576d4aefa
MiniSWE,Devstral,X20,C,original,True,1,1,0,792d15fd71c1068c1d4b54f3;d2a06ff9374dafc8711691bc
MiniSWE,Devstral,X20,I,original,True,1,1,0,8b0f604f583318b537a74069;e56241320a0689ad1b6a28e2
MiniSWE,Devstral,X20,B,original,True,1,1,0,90e022450c4c730f8b80e0ea;229d4e0482e4fb3caf84f0b5
MiniSWE,Devstral,X24,N,original,True,1,1,0,a8555a2063a2711232db4fc8;079d325cdb24fed02c9e5bc5
MiniSWE,Devstral,X24,C,original,True,1,1,0,1193d1c90499107ae20f0561;e11c7ff18cc0e2efe05de180
MiniSWE,Devstral,X24,I,original,True,1,1,0,33c518a55a5bcca5aa39a111;b940a02fb96c7f7b2d475ee1
MiniSWE,Devstral,X24,B,original,True,1,1,0,a2a030f8aa1b142a59fd9922;b759c0205d0840667e6c3e9c
MiniSWE,Devstral,X28,N,original,True,1,0,1,1bdf8da180738810d226eb0c;0578ed18fb0d4e8d6c38d869
MiniSWE,Devstral,X28,C,original,True,1,0.5,0.5,acb7bbead9ac064f5ab0e2f2;29b3ab9ba39107e9f75996d5
MiniSWE,Devstral,X28,I,original,True,1,1,0,020da92453ff8d7c92967213;b289c5c7b9a006bd6f06616d
MiniSWE,Devstral,X28,B,original,True,1,0,1,995e10e6cb525d94602cb32e;44d35e6dd5d4857400589b31
MiniSWE,Devstral,F01,N,revised,True,1,1,0,33fdd180369a00fad0a69ee7;42bcacfb778b9ef60a12a46a
MiniSWE,Devstral,F01,C,revised,True,1,1,0,addbb2f7de8e19eb1c032acc;442bea59b7b7357af1b3908f
MiniSWE,Devstral,F01,I,revised,True,1,1,0,d73ba422fbbbb9656619419f;21993d7ab928a905296cd22c
MiniSWE,Devstral,F01,B,revised,True,1,1,0,7e8114fb2c3730b5ef39a3b1;dd3eed33e2b17a403986a96a
MiniSWE,Devstral,F02,N,revised,True,1,0,1,05046d98dac8e25a71c32290;f2fa7d4f9b3a739ef660e3fc
MiniSWE,Devstral,F02,C,revised,True,1,0,1,35216375c7cf2d295cfee9b4;ba787db81bb684b48a9cb0ac
MiniSWE,Devstral,F02,I,revised,True,1,1,0,91439f9d0a17bb5ae5b2f765;401f4b588b2b2df37ffe0143
MiniSWE,Devstral,F02,B,revised,True,1,0,1,878deac2a268f43cebee4c25;81169bc54fffe10589cbcdd6
MiniSWE,Devstral,F04,N,revised,True,1,0,1,bcb2a9c3e0e4a135578eb022;4a0a487ca306c4087d8d5e89
MiniSWE,Devstral,F04,C,revised,True,1,0,1,cbee4c03356d7384b4c86e05;f70d9030c6d8782cd5b80478
MiniSWE,Devstral,F04,I,revised,True,1,0,1,4e95edababbd5ea6c7656110;84235fb1e70a4a6dcdd719d1
MiniSWE,Devstral,F04,B,revised,True,1,0,1,de94f3130f7d5640d3be66af;c7ba0c92098a0ba81323a46a
MiniSWE,Devstral,F08,N,revised,True,1,0,1,2badcfb6ea4b49808ecd607d;38def9b56f6ffc8020f6a071
MiniSWE,Devstral,F08,C,revised,True,1,0,1,5bf81b80301db5be3e0435ef;2d8afc94435e0280c3192dd9
MiniSWE,Devstral,F08,I,revised,True,1,0,1,bac018e2e4e924a60d65c8a1;d6a0bcdc66813f20453c0cc0
MiniSWE,Devstral,F08,B,revised,True,1,0,1,3d79c97387d13255b6f6049a;bd2ba4bad91e84dc00d2257d
MiniSWE,Devstral,F17,N,revised,True,1,0.5,0.5,c9c4a5eeb23c85d1ed01bfa4;7195fba55a161c1d1a86cd5c
MiniSWE,Devstral,F17,C,revised,True,1,1,0,dc0351a09a8b91d51d52de73;cb8e65d6cf6917e96f976912
MiniSWE,Devstral,F17,I,revised,True,1,0,1,6af5546abe4442b43832ed66;edd58283e902cc63732f7e17
MiniSWE,Devstral,F17,B,revised,True,1,1,0,60a5935e49ee26496694a16c;57144ab08a8f7bc53a5c785f
MiniSWE,Devstral,F20,N,revised,True,1,0,1,a9d05ec40a0f1ba37848722e;bba4f3d5d232c6f3d19ee074
MiniSWE,Devstral,F20,C,revised,True,1,0,1,0d9caece4bc62907d7240c71;129375397480e923c306267a
MiniSWE,Devstral,F20,I,revised,True,1,0,1,d28a06b22ddb709425bfbe83;83761e4688ea479d8269caa4
MiniSWE,Devstral,F20,B,revised,True,1,0,1,4776ed9544b216dd41b5b295;119ea8db96db45906e739d2f
MiniSWE,Devstral,X02,N,revised,True,0,1,0,bd0eae1bf3c932c30cbf4495;e10cd9cff002ce1007616447
MiniSWE,Devstral,X02,C,revised,False,,,,3aec7636e468248a1c5bf575;bc149d9033d52145d9dfb550
MiniSWE,Devstral,X02,I,revised,False,,,,96531c12fefea3324d839d63;964f1956077ed505768a08a2
MiniSWE,Devstral,X02,B,revised,True,0,1,0,2e512840e06eaa1d5894d658;d2a64fecb6a3f219181071dd
MiniSWE,Devstral,X05,N,revised,True,1,0,1,e4ae321724eb2d4cd181e9e2;ed75e011f066fe4b14642e0d
MiniSWE,Devstral,X05,C,revised,True,1,0,1,42382135044a5cde9aa382e1;e12e91401e8ba1d983f16c11
MiniSWE,Devstral,X05,I,revised,True,1,0,1,53fbbd206b08675a50dfa93e;0793342d6460d65fe19bc685
MiniSWE,Devstral,X05,B,revised,True,1,0,1,6739f245d4e46d4f790a6be3;bf325bb1311ac717f725c121
MiniSWE,Devstral,X06,N,revised,True,1,1,0,db4850165ec8c7856154415c;ef72751f188258e3e3356dc9
MiniSWE,Devstral,X06,C,revised,True,1,1,0,5603743490b251ac0b14a826;eddf7579e210694bd0755cfc
MiniSWE,Devstral,X06,I,revised,True,1,0.5,0.5,70de93823377cb623180c23b;294eaaa43678cffa485bb38a
MiniSWE,Devstral,X06,B,revised,True,1,1,0,22d9e5708b4d20491fa51e29;a242754031730382aeab1677
MiniSWE,Devstral,X11,N,revised,True,0.5,0.5,0,d4fab97d4169bfa0b6baae88;679022bb88fb6b5e5175fab7
MiniSWE,Devstral,X11,C,revised,True,1,0,1,5c2907a10a9e37bae17ece23;ae722ea7e1c86180bb3f1b95
MiniSWE,Devstral,X11,I,revised,True,1,1,0,05a1fae4eb72c2c6e9372b30;0b08e0d0b4721dd7d54039c9
MiniSWE,Devstral,X11,B,revised,True,1,0,1,072ed1f99285f19ae1138a57;f0a5db1365415d0f51bb2f6d
MiniSWE,Devstral,X20,N,revised,True,1,0,1,a076b1f1ca9a94422c2335d1;bc2d1d16fc6f01f576d4aefa
MiniSWE,Devstral,X20,C,revised,True,1,1,0,792d15fd71c1068c1d4b54f3;d2a06ff9374dafc8711691bc
MiniSWE,Devstral,X20,I,revised,True,1,1,0,8b0f604f583318b537a74069;e56241320a0689ad1b6a28e2
MiniSWE,Devstral,X20,B,revised,True,1,1,0,90e022450c4c730f8b80e0ea;229d4e0482e4fb3caf84f0b5
MiniSWE,Devstral,X24,N,revised,True,1,1,0,a8555a2063a2711232db4fc8;079d325cdb24fed02c9e5bc5
MiniSWE,Devstral,X24,C,revised,True,1,1,0,1193d1c90499107ae20f0561;e11c7ff18cc0e2efe05de180
MiniSWE,Devstral,X24,I,revised,True,1,1,0,33c518a55a5bcca5aa39a111;b940a02fb96c7f7b2d475ee1
MiniSWE,Devstral,X24,B,revised,True,1,1,0,a2a030f8aa1b142a59fd9922;b759c0205d0840667e6c3e9c
MiniSWE,Devstral,X28,N,revised,True,1,0,1,1bdf8da180738810d226eb0c;0578ed18fb0d4e8d6c38d869
MiniSWE,Devstral,X28,C,revised,True,1,0,1,acb7bbead9ac064f5ab0e2f2;29b3ab9ba39107e9f75996d5
MiniSWE,Devstral,X28,I,revised,True,1,0,1,020da92453ff8d7c92967213;b289c5c7b9a006bd6f06616d
MiniSWE,Devstral,X28,B,revised,True,1,0,1,995e10e6cb525d94602cb32e;44d35e6dd5d4857400589b31
Codex,GPT55,F01,N,original,True,1,1,0,319c0e13453ae02d668f60d4;7120031c6885fa1df002f72c
Codex,GPT55,F01,C,original,True,1,0.5,0.5,79073b176698ed7cde2ac8a1;ea2f98d7628c2ebfea01b894
Codex,GPT55,F01,I,original,True,1,1,0,99dcdadfc4694bb6e17dfc57;fca9a3bc6ef123aaac891d53
Codex,GPT55,F01,B,original,True,1,1,0,dddd3fb81280fad928176982;7ac3d8c6821f5cd6e55499d2
Codex,GPT55,F02,N,original,True,1,0,1,2779a73d8ce83a061e3a5493;845128d3d40f2c4200681eec
Codex,GPT55,F02,C,original,True,1,0,1,9d67b5c0eef200a07c2cf08f;dd8e2180fbef3fa154019ede
Codex,GPT55,F02,I,original,True,1,0,1,9a9d27b7402d11faf3cc8ca4;724d3646232fd1cf766c20b7
Codex,GPT55,F02,B,original,True,1,0,1,b470995ae2293f0384257bc3;04864dab2f1ac0c62c52bbe2
Codex,GPT55,F04,N,original,True,1,0,1,6c89163b615d698f3f38b8a4;89358c88942b0fde5139b340
Codex,GPT55,F04,C,original,True,1,0.5,0.5,0ad4cd114e31329348ff9f4b;955dcca8de7ecd339b1005f6
Codex,GPT55,F04,I,original,True,1,0.5,0.5,34fc1b221f11e18bdd8ef2d1;92553a8b954eba93c23d53f6
Codex,GPT55,F04,B,original,True,1,1,0,367a83c193f546bdb0a91c26;572f52f2a1b6c8381f3553a6
Codex,GPT55,F08,N,original,True,1,0,1,9d71bac986d15f15e8db3def;ccb3aac07a5ef5e5fa17c48d
Codex,GPT55,F08,C,original,True,1,1,0,cb73939607414dd5286f1b9c;d494a6c81385527934dfc202
Codex,GPT55,F08,I,original,True,1,0,1,c6b4b3654020c9f2d3da55ea;238bac2c753e2b345852092b
Codex,GPT55,F08,B,original,True,1,1,0,91f5cee460f362f2f2c9b0ab;b872912a9ffc070c91094b0a
Codex,GPT55,F17,N,original,True,1,1,0,c1b743c5d03ec2de78df8213;3c425079f10f32ccc23effe3
Codex,GPT55,F17,C,original,True,1,1,0,3c3177a2417522382cbe4a2a;90a4e08ac3793d52c8a48430
Codex,GPT55,F17,I,original,True,1,1,0,ef9fced57cc95aa22e698299;b25530d90387b0ff6c82c489
Codex,GPT55,F17,B,original,True,1,1,0,54cefa0b0e0d8d3d40d9e49c;b1491c8e1a1548024498d350
Codex,GPT55,F20,N,original,True,1,0,1,ab945638ac56cd7a3f536592;531e4c1be649717e590e4670
Codex,GPT55,F20,C,original,True,1,0,1,0246d71e17a341482d5c048c;974376e308b2768b4ddd1b2f
Codex,GPT55,F20,I,original,True,1,0,1,8070236bec7eb37e50ba545e;e4d8a962f015968d1d8c6027
Codex,GPT55,F20,B,original,False,,,,c8b877bd155a815da193ce31;8ab4a3030134ae595db8d9e8
Codex,GPT55,X02,N,original,True,1,0.5,0.5,44ff32b5f4e242bac065621f;33fcd5ded3b741f85a93afce
Codex,GPT55,X02,C,original,False,,,,93701a7d253fd1ce394ee7d8;f294a8e2c24b1162a5c766b2
Codex,GPT55,X02,I,original,False,,,,346343e52d5686821d663729;fc6a0e0d7cf47908fe8d9e4f
Codex,GPT55,X02,B,original,True,1,1,0,20967a7942fedf4f0dfb683e;56c5479e52f4d92ae5fd577f
Codex,GPT55,X05,N,original,True,1,1,0,7f286ce8cb255da3ab5e675a;4dbdea3c1d9b933a6e657dcb
Codex,GPT55,X05,C,original,True,1,1,0,38f77ba121acec1d12e81951;e83b600e2abde1b605547e2c
Codex,GPT55,X05,I,original,True,1,1,0,608398c6d37f46e516e0d3f4;efcb679f0bb6ee81ca77d152
Codex,GPT55,X05,B,original,True,1,1,0,e764792fc60c81be1cfb7f82;06cee2500d24f0e84e3de94b
Codex,GPT55,X06,N,original,True,1,1,0,19f19dbf221e54435f25c3fa;ac01cae3ce449fb3c54b6ffe
Codex,GPT55,X06,C,original,True,1,0,1,d498e7890a9a2e2e9fe19892;541450949261dcd40391b534
Codex,GPT55,X06,I,original,True,1,1,0,af71f64ad0fc6fbac61bf89a;f4efcee7a2e3d772bea1dfa0
Codex,GPT55,X06,B,original,True,1,1,0,d16048f444b04b3ce68c2d87;6f19a40bb04f472e8df11100
Codex,GPT55,X11,N,original,True,1,1,0,d0d6eec491c1feca2ab34c65;32bedde85d91ce7f02c0e080
Codex,GPT55,X11,C,original,True,1,0,1,f92c4a2471e64628da6afc77;afc514ac8bba0bccf906861f
Codex,GPT55,X11,I,original,True,1,1,0,69725139b5576ba7571bbf30;60031b5b8a44b670d6f57b88
Codex,GPT55,X11,B,original,True,1,1,0,1c8028543822ef40880d5f36;846041505f7a864c203ea1be
Codex,GPT55,X20,N,original,True,1,1,0,289d603259e3eb9ac47d0355;7918f1606c3c20dfc91bcde6
Codex,GPT55,X20,C,original,True,1,1,0,b6e466800a7e91b56e7f9be0;169fb58374da74bd21996f4c
Codex,GPT55,X20,I,original,True,1,1,0,8ffc5babf5fed378ff37e6d6;947d65c50244f47af3c7941f
Codex,GPT55,X20,B,original,True,1,1,0,e742b1a2dddf683f05adb1f1;458b3e1e2b11bf313b1e3c52
Codex,GPT55,X24,N,original,True,1,1,0,82b017ae3c1f587dd27b9910;891b0e811fca4420b6c9498f
Codex,GPT55,X24,C,original,True,1,1,0,fca4138da29e6c5c16b036e6;e479c9f31098126618eda6d8
Codex,GPT55,X24,I,original,True,1,1,0,f6587a0d3e65abcf820b9b4b;cb5a12b41e0e9da0fd47af34
Codex,GPT55,X24,B,original,True,1,1,0,6f063bf66b4dec4e96f6ab68;940bf15ef254575acdbeba69
Codex,GPT55,X28,N,original,False,,,,5580d7f0ed934eb29853ba79;3d6b2fd185889a524fdaccf5
Codex,GPT55,X28,C,original,False,,,,52e3e7919286bf804d5327a9;6827660a07b00ec6c3765847
Codex,GPT55,X28,I,original,False,,,,ff65e9104930b5bb4ed90e90;3c7b0ffe43b2130be504f689
Codex,GPT55,X28,B,original,False,,,,e569086a1c8b5f4f960f6c2d;8b43ee2dd6b1b447c088c979
Codex,GPT55,F01,N,revised,True,1,1,0,319c0e13453ae02d668f60d4;7120031c6885fa1df002f72c
Codex,GPT55,F01,C,revised,True,1,0.5,0.5,79073b176698ed7cde2ac8a1;ea2f98d7628c2ebfea01b894
Codex,GPT55,F01,I,revised,True,1,1,0,99dcdadfc4694bb6e17dfc57;fca9a3bc6ef123aaac891d53
Codex,GPT55,F01,B,revised,True,1,1,0,dddd3fb81280fad928176982;7ac3d8c6821f5cd6e55499d2
Codex,GPT55,F02,N,revised,True,1,0,1,2779a73d8ce83a061e3a5493;845128d3d40f2c4200681eec
Codex,GPT55,F02,C,revised,True,1,0,1,9d67b5c0eef200a07c2cf08f;dd8e2180fbef3fa154019ede
Codex,GPT55,F02,I,revised,True,1,0,1,9a9d27b7402d11faf3cc8ca4;724d3646232fd1cf766c20b7
Codex,GPT55,F02,B,revised,True,1,0,1,b470995ae2293f0384257bc3;04864dab2f1ac0c62c52bbe2
Codex,GPT55,F04,N,revised,True,1,0,1,6c89163b615d698f3f38b8a4;89358c88942b0fde5139b340
Codex,GPT55,F04,C,revised,True,1,0.5,0.5,0ad4cd114e31329348ff9f4b;955dcca8de7ecd339b1005f6
Codex,GPT55,F04,I,revised,True,1,0.5,0.5,34fc1b221f11e18bdd8ef2d1;92553a8b954eba93c23d53f6
Codex,GPT55,F04,B,revised,True,1,1,0,367a83c193f546bdb0a91c26;572f52f2a1b6c8381f3553a6
Codex,GPT55,F08,N,revised,True,1,0,1,9d71bac986d15f15e8db3def;ccb3aac07a5ef5e5fa17c48d
Codex,GPT55,F08,C,revised,True,1,1,0,cb73939607414dd5286f1b9c;d494a6c81385527934dfc202
Codex,GPT55,F08,I,revised,True,1,0,1,c6b4b3654020c9f2d3da55ea;238bac2c753e2b345852092b
Codex,GPT55,F08,B,revised,True,1,1,0,91f5cee460f362f2f2c9b0ab;b872912a9ffc070c91094b0a
Codex,GPT55,F17,N,revised,True,1,1,0,c1b743c5d03ec2de78df8213;3c425079f10f32ccc23effe3
Codex,GPT55,F17,C,revised,True,1,1,0,3c3177a2417522382cbe4a2a;90a4e08ac3793d52c8a48430
Codex,GPT55,F17,I,revised,True,1,1,0,ef9fced57cc95aa22e698299;b25530d90387b0ff6c82c489
Codex,GPT55,F17,B,revised,True,1,1,0,54cefa0b0e0d8d3d40d9e49c;b1491c8e1a1548024498d350
Codex,GPT55,F20,N,revised,True,1,0,1,ab945638ac56cd7a3f536592;531e4c1be649717e590e4670
Codex,GPT55,F20,C,revised,True,1,0,1,0246d71e17a341482d5c048c;974376e308b2768b4ddd1b2f
Codex,GPT55,F20,I,revised,True,1,0,1,8070236bec7eb37e50ba545e;e4d8a962f015968d1d8c6027
Codex,GPT55,F20,B,revised,False,,,,c8b877bd155a815da193ce31;8ab4a3030134ae595db8d9e8
Codex,GPT55,X02,N,revised,True,1,0.5,0.5,44ff32b5f4e242bac065621f;33fcd5ded3b741f85a93afce
Codex,GPT55,X02,C,revised,False,,,,93701a7d253fd1ce394ee7d8;f294a8e2c24b1162a5c766b2
Codex,GPT55,X02,I,revised,False,,,,346343e52d5686821d663729;fc6a0e0d7cf47908fe8d9e4f
Codex,GPT55,X02,B,revised,True,1,1,0,20967a7942fedf4f0dfb683e;56c5479e52f4d92ae5fd577f
Codex,GPT55,X05,N,revised,True,1,1,0,7f286ce8cb255da3ab5e675a;4dbdea3c1d9b933a6e657dcb
Codex,GPT55,X05,C,revised,True,1,1,0,38f77ba121acec1d12e81951;e83b600e2abde1b605547e2c
Codex,GPT55,X05,I,revised,True,1,1,0,608398c6d37f46e516e0d3f4;efcb679f0bb6ee81ca77d152
Codex,GPT55,X05,B,revised,True,1,1,0,e764792fc60c81be1cfb7f82;06cee2500d24f0e84e3de94b
Codex,GPT55,X06,N,revised,True,1,1,0,19f19dbf221e54435f25c3fa;ac01cae3ce449fb3c54b6ffe
Codex,GPT55,X06,C,revised,True,1,0,1,d498e7890a9a2e2e9fe19892;541450949261dcd40391b534
Codex,GPT55,X06,I,revised,True,1,1,0,af71f64ad0fc6fbac61bf89a;f4efcee7a2e3d772bea1dfa0
Codex,GPT55,X06,B,revised,True,1,1,0,d16048f444b04b3ce68c2d87;6f19a40bb04f472e8df11100
Codex,GPT55,X11,N,revised,True,1,1,0,d0d6eec491c1feca2ab34c65;32bedde85d91ce7f02c0e080
Codex,GPT55,X11,C,revised,True,1,0,1,f92c4a2471e64628da6afc77;afc514ac8bba0bccf906861f
Codex,GPT55,X11,I,revised,True,1,1,0,69725139b5576ba7571bbf30;60031b5b8a44b670d6f57b88
Codex,GPT55,X11,B,revised,True,1,1,0,1c8028543822ef40880d5f36;846041505f7a864c203ea1be
Codex,GPT55,X20,N,revised,True,1,1,0,289d603259e3eb9ac47d0355;7918f1606c3c20dfc91bcde6
Codex,GPT55,X20,C,revised,True,1,1,0,b6e466800a7e91b56e7f9be0;169fb58374da74bd21996f4c
Codex,GPT55,X20,I,revised,True,1,1,0,8ffc5babf5fed378ff37e6d6;947d65c50244f47af3c7941f
Codex,GPT55,X20,B,revised,True,1,1,0,e742b1a2dddf683f05adb1f1;458b3e1e2b11bf313b1e3c52
Codex,GPT55,X24,N,revised,True,1,1,0,82b017ae3c1f587dd27b9910;891b0e811fca4420b6c9498f
Codex,GPT55,X24,C,revised,True,1,1,0,fca4138da29e6c5c16b036e6;e479c9f31098126618eda6d8
Codex,GPT55,X24,I,revised,True,1,1,0,f6587a0d3e65abcf820b9b4b;cb5a12b41e0e9da0fd47af34
Codex,GPT55,X24,B,revised,True,1,1,0,6f063bf66b4dec4e96f6ab68;940bf15ef254575acdbeba69
Codex,GPT55,X28,N,revised,False,,,,5580d7f0ed934eb29853ba79;3d6b2fd185889a524fdaccf5
Codex,GPT55,X28,C,revised,False,,,,52e3e7919286bf804d5327a9;6827660a07b00ec6c3765847
Codex,GPT55,X28,I,revised,False,,,,ff65e9104930b5bb4ed90e90;3c7b0ffe43b2130be504f689
Codex,GPT55,X28,B,revised,False,,,,e569086a1c8b5f4f960f6c2d;8b43ee2dd6b1b447c088c979
Codex,Luna,F01,N,original,True,1,1,0,868d93f42c626858daa25bdc;81c25197515e22d5ce8b2a38
Codex,Luna,F01,C,original,True,1,0,1,1e1ac330571e4ab519d2d06d;85ce1c665275ecc6aee3d88c
Codex,Luna,F01,I,original,True,1,1,0,749626191b98cd27805f52b0;7bf1a3b8dad2b0465f543282
Codex,Luna,F01,B,original,True,1,0,1,28d21fb572e3d4b36cf757ae;644673d56fa8bd6003fd8595
Codex,Luna,F02,N,original,True,1,0,1,985144b6456aa9b15f3e46b3;727b30b5c9e01bb32800fe66
Codex,Luna,F02,C,original,True,1,0,1,15bdb1ce0e9363f3e77b2443;792bfc0139c3daf285c65304
Codex,Luna,F02,I,original,True,1,0,1,7f1159c2021751ebb031d62a;bd439ccc02d016d3831e21a4
Codex,Luna,F02,B,original,True,1,0,1,79feb9e8ab2968a02d8f42f3;7c5f0c37ab2ff2cf419de8ec
Codex,Luna,F04,N,original,True,1,0,1,8f9ebbd50f39466c2f6d9e8d;8c00a937f921cc6bc13152ec
Codex,Luna,F04,C,original,True,1,0,1,1b8e40cefb62ff78b3a044da;d037c8bc1b9124615516345f
Codex,Luna,F04,I,original,True,1,0,1,16b578e5aaf05fb79d187fd4;f0e5b95cf76e5b6c57de864d
Codex,Luna,F04,B,original,True,1,1,0,3d5303ef85b1febeb762ac7b;a56e7aa12e6f8153924d009e
Codex,Luna,F08,N,original,True,1,0,1,b35fad166890b2a25a4b1bdc;72c07ec1f7a5719b29f09904
Codex,Luna,F08,C,original,True,1,0,1,329d297691fa651a363f3aa3;6f77434722612eee739e2bd5
Codex,Luna,F08,I,original,True,1,0,1,a07d77e712fa9a1038a82fc6;3fd87da47fa63ec6d13eab79
Codex,Luna,F08,B,original,True,1,0.5,0.5,0b1cc8aa4e0e8a9ac96c90ae;3076a16971bd5dce8c4b7c39
Codex,Luna,F17,N,original,False,,,,0893c17340f92b6cdb85bd68;3bcbc038a21a188910928a3a
Codex,Luna,F17,C,original,True,1,1,0,ed5ea84d2d032a36c90fd1d5;4ead78b61cb1daaa1b1c3be3
Codex,Luna,F17,I,original,True,1,1,0,1436d480f7353b811f2241f6;be4596f24720641740331e15
Codex,Luna,F17,B,original,False,,,,5a48b06f6aa8c778650ee2c1;536889f24e1a08ca295c9529
Codex,Luna,F20,N,original,True,1,0,1,a767fb4bc8404685909eb93f;ffc60298bc7e5a4f3eb9aa3d
Codex,Luna,F20,C,original,True,1,0,1,6d6ac87107f7369dee9a3b4f;9785cd57f0451aca2d54bf67
Codex,Luna,F20,I,original,True,1,0,1,2f3aeb2fe45274cc64be4141;2f11f9fcbad2aa2d048c50f2
Codex,Luna,F20,B,original,True,1,0,1,f3f2427f8a3d0a26f27411ba;f790d4f8082af746e1bb7b68
Codex,Luna,X02,N,original,True,0,0.5,0,1393011d0876b090a0e676f2;898d2bb1c4c36e60fc0d93b5
Codex,Luna,X02,C,original,True,0.5,1,0,d6bd51a9fc7f2556ee4b3448;8dfe5ebf607c6a93fe88298c
Codex,Luna,X02,I,original,True,0,1,0,c64b5590ce163c7c052056a0;d95c0c35f37c939a24ac4a25
Codex,Luna,X02,B,original,True,0,1,0,0fbed357d4a65f10287f1933;2fa4578626aebc4ec3624f60
Codex,Luna,X05,N,original,True,1,1,0,5c8c00e9076e557fd70e5654;6e416f463d05143e8ffbcd6a
Codex,Luna,X05,C,original,True,0.5,1,0,a84e48dc3967e80fd84c8908;5fce44bbdf32effde96ccfc7
Codex,Luna,X05,I,original,True,0.5,1,0,7d95a888a8d55c0131161129;1d7a958cfca5fd5aac80bfe3
Codex,Luna,X05,B,original,True,1,1,0,8b8db58d0f558744df41dd71;2a2d4f6bcb98371fb708ab9a
Codex,Luna,X06,N,original,True,1,1,0,6a93ec3884ec04fe8487bc14;f7bc779237595e3e135a4d47
Codex,Luna,X06,C,original,True,0,1,0,1ab20b33a1403dfe8b53b0f7;7702ca40bdbf807ce155ccbb
Codex,Luna,X06,I,original,False,,,,87635e1bb0ece5bdf829ba1d;cf2e49823e6546bfcaf65590
Codex,Luna,X06,B,original,True,1,0.5,0.5,bb533a0ca3d9a4ac8b7ee3f1;41b31e8e306569027d682f70
Codex,Luna,X11,N,original,True,1,0.5,0.5,d2ce3c65898ee309064ea309;034e7ebda7ce4bd4544e33f5
