harness,model,family,condition,version,complete,F,S,U,run_ids
Codex,Luna,X11,C,original,True,1,0,1,8bbc7e525f4ea007647837b6;6048690adc45fa68c0bd8e48
Codex,Luna,X11,I,original,True,1,1,0,ac791bce2a30acc3ef3e6aa5;f4e8959458c2ee669240c3c3
Codex,Luna,X11,B,original,True,1,0.5,0.5,aeda47e032710cf852327775;d2af94077df6d94644e5d5a2
Codex,Luna,X20,N,original,True,1,1,0,0bf1f43887298c8f8f54dbae;a522949217d2369b4f488221
Codex,Luna,X20,C,original,True,0.5,1,0,b798dc07320ef4857ecc6556;515f2c81dbd5894ad961216b
Codex,Luna,X20,I,original,True,1,1,0,660873ed0132c8ebf161f15e;47d9a552e1db59df25f34b79
Codex,Luna,X20,B,original,True,0.5,1,0,e9ac397387c132ff72bec285;019a6605add7afbf33782843
Codex,Luna,X24,N,original,True,0.5,1,0,c8c3c5323d7fe52dc49acdbe;44f8e64b55856c97d1575883
Codex,Luna,X24,C,original,True,1,1,0,89b02f40e7e1c551b2e01fad;91cf30fff79a01f84a7e43dc
Codex,Luna,X24,I,original,True,0.5,1,0,32b99c5b1b2143df8367ceca;e6d110e649584901537e831a
Codex,Luna,X24,B,original,True,0.5,1,0,849d381fbec6fd6a471c4d38;c792f4eda80f50db431d4f54
Codex,Luna,X28,N,original,False,,,,a7270e70517078ba50d0bb24;2dd18dbf7a9dab36b24bcdd5
Codex,Luna,X28,C,original,False,,,,0927baeab33c5f8d6253e73c;2a35a90e9d76da6b9f6835e7
Codex,Luna,X28,I,original,False,,,,271683b7a282d9ec1a9a5014;fe1d6f4fccaf80229994d303
Codex,Luna,X28,B,original,False,,,,7490c6b433d0df468a9a09bc;66a7ff9bb2ac359a7bbff365
Codex,Luna,F01,N,revised,True,1,1,0,868d93f42c626858daa25bdc;81c25197515e22d5ce8b2a38
Codex,Luna,F01,C,revised,True,1,0,1,1e1ac330571e4ab519d2d06d;85ce1c665275ecc6aee3d88c
Codex,Luna,F01,I,revised,True,1,1,0,749626191b98cd27805f52b0;7bf1a3b8dad2b0465f543282
Codex,Luna,F01,B,revised,True,1,0,1,28d21fb572e3d4b36cf757ae;644673d56fa8bd6003fd8595
Codex,Luna,F02,N,revised,True,1,0,1,985144b6456aa9b15f3e46b3;727b30b5c9e01bb32800fe66
Codex,Luna,F02,C,revised,True,1,0,1,15bdb1ce0e9363f3e77b2443;792bfc0139c3daf285c65304
Codex,Luna,F02,I,revised,True,1,0,1,7f1159c2021751ebb031d62a;bd439ccc02d016d3831e21a4
Codex,Luna,F02,B,revised,True,1,0,1,79feb9e8ab2968a02d8f42f3;7c5f0c37ab2ff2cf419de8ec
Codex,Luna,F04,N,revised,True,1,0,1,8f9ebbd50f39466c2f6d9e8d;8c00a937f921cc6bc13152ec
Codex,Luna,F04,C,revised,True,1,0,1,1b8e40cefb62ff78b3a044da;d037c8bc1b9124615516345f
Codex,Luna,F04,I,revised,True,1,0,1,16b578e5aaf05fb79d187fd4;f0e5b95cf76e5b6c57de864d
Codex,Luna,F04,B,revised,True,1,1,0,3d5303ef85b1febeb762ac7b;a56e7aa12e6f8153924d009e
Codex,Luna,F08,N,revised,True,1,0,1,b35fad166890b2a25a4b1bdc;72c07ec1f7a5719b29f09904
Codex,Luna,F08,C,revised,True,1,0,1,329d297691fa651a363f3aa3;6f77434722612eee739e2bd5
Codex,Luna,F08,I,revised,True,1,0,1,a07d77e712fa9a1038a82fc6;3fd87da47fa63ec6d13eab79
Codex,Luna,F08,B,revised,True,1,0.5,0.5,0b1cc8aa4e0e8a9ac96c90ae;3076a16971bd5dce8c4b7c39
Codex,Luna,F17,N,revised,False,,,,0893c17340f92b6cdb85bd68;3bcbc038a21a188910928a3a
Codex,Luna,F17,C,revised,True,1,1,0,ed5ea84d2d032a36c90fd1d5;4ead78b61cb1daaa1b1c3be3
Codex,Luna,F17,I,revised,True,1,1,0,1436d480f7353b811f2241f6;be4596f24720641740331e15
Codex,Luna,F17,B,revised,False,,,,5a48b06f6aa8c778650ee2c1;536889f24e1a08ca295c9529
Codex,Luna,F20,N,revised,True,1,0,1,a767fb4bc8404685909eb93f;ffc60298bc7e5a4f3eb9aa3d
Codex,Luna,F20,C,revised,True,1,0,1,6d6ac87107f7369dee9a3b4f;9785cd57f0451aca2d54bf67
Codex,Luna,F20,I,revised,True,1,0,1,2f3aeb2fe45274cc64be4141;2f11f9fcbad2aa2d048c50f2
Codex,Luna,F20,B,revised,True,1,0,1,f3f2427f8a3d0a26f27411ba;f790d4f8082af746e1bb7b68
Codex,Luna,X02,N,revised,True,0,0.5,0,1393011d0876b090a0e676f2;898d2bb1c4c36e60fc0d93b5
Codex,Luna,X02,C,revised,True,0.5,1,0,d6bd51a9fc7f2556ee4b3448;8dfe5ebf607c6a93fe88298c
Codex,Luna,X02,I,revised,True,0,1,0,c64b5590ce163c7c052056a0;d95c0c35f37c939a24ac4a25
Codex,Luna,X02,B,revised,True,0,1,0,0fbed357d4a65f10287f1933;2fa4578626aebc4ec3624f60
Codex,Luna,X05,N,revised,True,1,1,0,5c8c00e9076e557fd70e5654;6e416f463d05143e8ffbcd6a
Codex,Luna,X05,C,revised,True,0.5,1,0,a84e48dc3967e80fd84c8908;5fce44bbdf32effde96ccfc7
Codex,Luna,X05,I,revised,True,0.5,1,0,7d95a888a8d55c0131161129;1d7a958cfca5fd5aac80bfe3
Codex,Luna,X05,B,revised,True,1,1,0,8b8db58d0f558744df41dd71;2a2d4f6bcb98371fb708ab9a
Codex,Luna,X06,N,revised,True,1,1,0,6a93ec3884ec04fe8487bc14;f7bc779237595e3e135a4d47
Codex,Luna,X06,C,revised,True,0,1,0,1ab20b33a1403dfe8b53b0f7;7702ca40bdbf807ce155ccbb
Codex,Luna,X06,I,revised,False,,,,87635e1bb0ece5bdf829ba1d;cf2e49823e6546bfcaf65590
Codex,Luna,X06,B,revised,True,1,0.5,0.5,bb533a0ca3d9a4ac8b7ee3f1;41b31e8e306569027d682f70
Codex,Luna,X11,N,revised,True,1,0.5,0.5,d2ce3c65898ee309064ea309;034e7ebda7ce4bd4544e33f5
Codex,Luna,X11,C,revised,True,1,0,1,8bbc7e525f4ea007647837b6;6048690adc45fa68c0bd8e48
Codex,Luna,X11,I,revised,True,1,1,0,ac791bce2a30acc3ef3e6aa5;f4e8959458c2ee669240c3c3
Codex,Luna,X11,B,revised,True,1,0.5,0.5,aeda47e032710cf852327775;d2af94077df6d94644e5d5a2
Codex,Luna,X20,N,revised,True,1,1,0,0bf1f43887298c8f8f54dbae;a522949217d2369b4f488221
Codex,Luna,X20,C,revised,True,0.5,1,0,b798dc07320ef4857ecc6556;515f2c81dbd5894ad961216b
Codex,Luna,X20,I,revised,True,1,1,0,660873ed0132c8ebf161f15e;47d9a552e1db59df25f34b79
Codex,Luna,X20,B,revised,True,0.5,1,0,e9ac397387c132ff72bec285;019a6605add7afbf33782843
Codex,Luna,X24,N,revised,True,0.5,1,0,c8c3c5323d7fe52dc49acdbe;44f8e64b55856c97d1575883
Codex,Luna,X24,C,revised,True,1,1,0,89b02f40e7e1c551b2e01fad;91cf30fff79a01f84a7e43dc
Codex,Luna,X24,I,revised,True,0.5,1,0,32b99c5b1b2143df8367ceca;e6d110e649584901537e831a
Codex,Luna,X24,B,revised,True,0.5,1,0,849d381fbec6fd6a471c4d38;c792f4eda80f50db431d4f54
Codex,Luna,X28,N,revised,False,,,,a7270e70517078ba50d0bb24;2dd18dbf7a9dab36b24bcdd5
Codex,Luna,X28,C,revised,False,,,,0927baeab33c5f8d6253e73c;2a35a90e9d76da6b9f6835e7
Codex,Luna,X28,I,revised,False,,,,271683b7a282d9ec1a9a5014;fe1d6f4fccaf80229994d303
Codex,Luna,X28,B,revised,False,,,,7490c6b433d0df468a9a09bc;66a7ff9bb2ac359a7bbff365
Codex,Terra,F01,N,original,True,1,1,0,2e0003053271d582a0c5cef4;9e904e0defd529b040b7c65c
Codex,Terra,F01,C,original,True,1,0,1,2c8adbc5bc4bc9d039e84dfe;284c0c7565be7fb829d73ce4
Codex,Terra,F01,I,original,True,1,1,0,451f6b33f7a9c3e0a5737763;5b2fa0a9f5ae551098cb62ec
Codex,Terra,F01,B,original,True,1,1,0,6c25b129b3b9128dbc83d365;1dcef041ba7502458b85e4f5
Codex,Terra,F02,N,original,True,1,0,1,abc78c7790d4b751fd8cc7be;f6a33b9de8808dc42de88244
Codex,Terra,F02,C,original,True,1,0,1,29acac044a958ba8be3066a8;b1e8e2e4e6fe841956533868
Codex,Terra,F02,I,original,True,1,0,1,ee8249a17a1847847fd82981;fe9988e82f9786aaa6f6f9e7
Codex,Terra,F02,B,original,True,1,0,1,f11ceecd000b4225b426df4f;901e03abedcff3b8ec01f990
Codex,Terra,F04,N,original,True,1,0,1,003273dafef5c774314a5158;47113cf5ce8e50423a5cf6e0
Codex,Terra,F04,C,original,True,1,0,1,08e54cd46cf155b0a7589bf4;e9c7575f00f390577297f6f8
Codex,Terra,F04,I,original,True,1,0.5,0.5,44ba6a8cff87e1d77511b16d;008f28add6cd45197b6ca349
Codex,Terra,F04,B,original,True,1,1,0,413a6cc24cf778e77d2701ca;e83675dc9497de269d3e660d
Codex,Terra,F08,N,original,True,1,0,1,58e27ae9a48988e9705649c7;e0f896163d8621ef6cca60d1
Codex,Terra,F08,C,original,True,1,0.5,0.5,658cc6b17edbb4d54bef4a26;d615a6e968062fcf51d6f37a
Codex,Terra,F08,I,original,True,1,0,1,6fab677f87e413a913cd625f;518e37aa72a170f980a40110
Codex,Terra,F08,B,original,True,1,1,0,92e8ca4946dbff61399fb5cc;ce2923bfe311b4a69659fe16
Codex,Terra,F17,N,original,True,1,1,0,18307164654f717e628f8801;813c1a6bdeb8691f7a2e09a9
Codex,Terra,F17,C,original,True,1,1,0,37dd660dbee5aafc77478991;16c6692dfea46b26c4f08a26
Codex,Terra,F17,I,original,True,1,1,0,9ddf7291c7c03ee9ffc909ee;783c8f6dfac0ab0634e1d0f3
Codex,Terra,F17,B,original,True,1,1,0,654223961b093cd2e19418db;ea360f810ce3a4d1355af6de
Codex,Terra,F20,N,original,True,1,0.5,0.5,15c0c01ed7a34d7ae8e9433a;896beffa40e815574b560046
Codex,Terra,F20,C,original,True,1,0,1,bbc903267bb754c4fb1233c2;9566a806691b147de62ee0a6
Codex,Terra,F20,I,original,True,1,0,1,19b405b538e5167abf33ffb3;37fcfe1701aa999909b2ab03
Codex,Terra,F20,B,original,True,1,0,1,d6e3ab0cc41bd672cf6108eb;72fb1816659f6df68a88a496
Codex,Terra,X02,N,original,True,1,1,0,214707333d12ef01e7587d99;91eddb7566459c421f5fcef0
Codex,Terra,X02,C,original,True,0.5,1,0,364f31375ec7eb9ff3343500;2da3f792449f456b380f1930
Codex,Terra,X02,I,original,True,1,1,0,2536963dec45eedcb30b4bee;a2ae9bef402c19c67abdc858
Codex,Terra,X02,B,original,False,,,,05c73036c74f3ebac102c31c;19d021d040eeb69310b293b8
Codex,Terra,X05,N,original,True,1,1,0,1e8dd4dd511257bb6cfcf235;66522a4e0a6640c56b8c5caf
Codex,Terra,X05,C,original,True,1,1,0,b0bc92bac75ec4c6c53e05d1;a812ccccf8991c76cd3c18b5
Codex,Terra,X05,I,original,True,1,0.5,0.5,eb7f743236649bc96fab11bc;2fafc35f0cdfca70d8ec6ff7
Codex,Terra,X05,B,original,True,1,1,0,5f44d9bb279b15f4a52b5c54;c8b31b24353918eb699b83dc
Codex,Terra,X06,N,original,True,1,0.5,0.5,21aa3505eae03dbb7c2f083e;cbd52953072b0a49654c4bae
Codex,Terra,X06,C,original,True,1,1,0,1c45ce8b3fa24653a9653f98;c4bb3b5b9035da5c0423d971
Codex,Terra,X06,I,original,True,1,0.5,0.5,0d93bca4348c2a768477656a;a5867fcbca2d4bcb85b66d10
Codex,Terra,X06,B,original,True,1,1,0,e180933997bdf9925eb1d01e;e7bc8589e27f2ab4a924e540
Codex,Terra,X11,N,original,True,1,1,0,6b802d6d1b20969147597a58;67af78f764e8137e1731e7c4
Codex,Terra,X11,C,original,True,1,1,0,ce80173624f71b3e5de6323b;53d3d98ec7c8027297c80981
Codex,Terra,X11,I,original,True,1,1,0,fe7cb975ef119852d4bedce0;e2343fcd907af66473586579
Codex,Terra,X11,B,original,True,1,1,0,aa37302931bebb0e8aa84bb3;4e0d06fb76a17002080a0e5c
Codex,Terra,X20,N,original,True,1,1,0,82411d1b0432ca0da0d35dfd;51af388469f211dd8a256759
Codex,Terra,X20,C,original,True,1,1,0,05c83b4ed4f5d471f0a62c5c;57a511776dc0d2bdb7a3e9fb
Codex,Terra,X20,I,original,True,1,1,0,f738be227ad438672b96c6f4;169d235cf7cb54f31a163d6f
Codex,Terra,X20,B,original,True,1,1,0,f1a8cbfb301e6dd865c47c5f;727e23baa815fd49bf61aa93
Codex,Terra,X24,N,original,True,1,1,0,46d81ed0aba65b11e825aaf6;6052a082affb1e12ec8f49c9
Codex,Terra,X24,C,original,True,1,1,0,9242bdbbc561fd496008d943;28c3255750ea6b80d33130df
Codex,Terra,X24,I,original,True,1,1,0,9561a5f1e429658272899e0f;6a85f6097165b2809138a775
Codex,Terra,X24,B,original,True,1,1,0,7337f315c571e66620c16902;15dd585e51f5277650976544
Codex,Terra,X28,N,original,False,,,,e993b2d6a23555815acb01a2;fcd2d19db0aa3eaef13bf5b2
Codex,Terra,X28,C,original,False,,,,07f7b3b95b590ecf6f370907;2531ddc5f71770a4071631f5
Codex,Terra,X28,I,original,False,,,,2c03ec1a65d98974483e57fa;c89c0edd3602e63e041c3323
Codex,Terra,X28,B,original,False,,,,99c50373cc98f24afc2d19ce;8c1f6468672a9d30bf29249f
Codex,Terra,F01,N,revised,True,1,1,0,2e0003053271d582a0c5cef4;9e904e0defd529b040b7c65c
Codex,Terra,F01,C,revised,True,1,0,1,2c8adbc5bc4bc9d039e84dfe;284c0c7565be7fb829d73ce4
Codex,Terra,F01,I,revised,True,1,1,0,451f6b33f7a9c3e0a5737763;5b2fa0a9f5ae551098cb62ec
Codex,Terra,F01,B,revised,True,1,1,0,6c25b129b3b9128dbc83d365;1dcef041ba7502458b85e4f5
Codex,Terra,F02,N,revised,True,1,0,1,abc78c7790d4b751fd8cc7be;f6a33b9de8808dc42de88244
Codex,Terra,F02,C,revised,True,1,0,1,29acac044a958ba8be3066a8;b1e8e2e4e6fe841956533868
Codex,Terra,F02,I,revised,True,1,0,1,ee8249a17a1847847fd82981;fe9988e82f9786aaa6f6f9e7
Codex,Terra,F02,B,revised,True,1,0,1,f11ceecd000b4225b426df4f;901e03abedcff3b8ec01f990
Codex,Terra,F04,N,revised,True,1,0,1,003273dafef5c774314a5158;47113cf5ce8e50423a5cf6e0
Codex,Terra,F04,C,revised,True,1,0,1,08e54cd46cf155b0a7589bf4;e9c7575f00f390577297f6f8
Codex,Terra,F04,I,revised,True,1,0.5,0.5,44ba6a8cff87e1d77511b16d;008f28add6cd45197b6ca349
Codex,Terra,F04,B,revised,True,1,1,0,413a6cc24cf778e77d2701ca;e83675dc9497de269d3e660d
Codex,Terra,F08,N,revised,True,1,0,1,58e27ae9a48988e9705649c7;e0f896163d8621ef6cca60d1
Codex,Terra,F08,C,revised,True,1,0.5,0.5,658cc6b17edbb4d54bef4a26;d615a6e968062fcf51d6f37a
Codex,Terra,F08,I,revised,True,1,0,1,6fab677f87e413a913cd625f;518e37aa72a170f980a40110
Codex,Terra,F08,B,revised,True,1,1,0,92e8ca4946dbff61399fb5cc;ce2923bfe311b4a69659fe16
Codex,Terra,F17,N,revised,True,1,1,0,18307164654f717e628f8801;813c1a6bdeb8691f7a2e09a9
Codex,Terra,F17,C,revised,True,1,1,0,37dd660dbee5aafc77478991;16c6692dfea46b26c4f08a26
Codex,Terra,F17,I,revised,True,1,1,0,9ddf7291c7c03ee9ffc909ee;783c8f6dfac0ab0634e1d0f3
Codex,Terra,F17,B,revised,True,1,1,0,654223961b093cd2e19418db;ea360f810ce3a4d1355af6de
Codex,Terra,F20,N,revised,True,1,0.5,0.5,15c0c01ed7a34d7ae8e9433a;896beffa40e815574b560046
Codex,Terra,F20,C,revised,True,1,0,1,bbc903267bb754c4fb1233c2;9566a806691b147de62ee0a6
Codex,Terra,F20,I,revised,True,1,0,1,19b405b538e5167abf33ffb3;37fcfe1701aa999909b2ab03
Codex,Terra,F20,B,revised,True,1,0,1,d6e3ab0cc41bd672cf6108eb;72fb1816659f6df68a88a496
Codex,Terra,X02,N,revised,True,1,1,0,214707333d12ef01e7587d99;91eddb7566459c421f5fcef0
Codex,Terra,X02,C,revised,True,0.5,1,0,364f31375ec7eb9ff3343500;2da3f792449f456b380f1930
Codex,Terra,X02,I,revised,True,1,1,0,2536963dec45eedcb30b4bee;a2ae9bef402c19c67abdc858
Codex,Terra,X02,B,revised,False,,,,05c73036c74f3ebac102c31c;19d021d040eeb69310b293b8
Codex,Terra,X05,N,revised,True,1,1,0,1e8dd4dd511257bb6cfcf235;66522a4e0a6640c56b8c5caf
Codex,Terra,X05,C,revised,True,1,1,0,b0bc92bac75ec4c6c53e05d1;a812ccccf8991c76cd3c18b5
Codex,Terra,X05,I,revised,True,1,0.5,0.5,eb7f743236649bc96fab11bc;2fafc35f0cdfca70d8ec6ff7
Codex,Terra,X05,B,revised,True,1,1,0,5f44d9bb279b15f4a52b5c54;c8b31b24353918eb699b83dc
Codex,Terra,X06,N,revised,True,1,0.5,0.5,21aa3505eae03dbb7c2f083e;cbd52953072b0a49654c4bae
Codex,Terra,X06,C,revised,True,1,1,0,1c45ce8b3fa24653a9653f98;c4bb3b5b9035da5c0423d971
Codex,Terra,X06,I,revised,True,1,0.5,0.5,0d93bca4348c2a768477656a;a5867fcbca2d4bcb85b66d10
Codex,Terra,X06,B,revised,True,1,1,0,e180933997bdf9925eb1d01e;e7bc8589e27f2ab4a924e540
Codex,Terra,X11,N,revised,True,1,1,0,6b802d6d1b20969147597a58;67af78f764e8137e1731e7c4
Codex,Terra,X11,C,revised,True,1,1,0,ce80173624f71b3e5de6323b;53d3d98ec7c8027297c80981
Codex,Terra,X11,I,revised,True,1,1,0,fe7cb975ef119852d4bedce0;e2343fcd907af66473586579
Codex,Terra,X11,B,revised,True,1,1,0,aa37302931bebb0e8aa84bb3;4e0d06fb76a17002080a0e5c
Codex,Terra,X20,N,revised,True,1,1,0,82411d1b0432ca0da0d35dfd;51af388469f211dd8a256759
Codex,Terra,X20,C,revised,True,1,1,0,05c83b4ed4f5d471f0a62c5c;57a511776dc0d2bdb7a3e9fb
Codex,Terra,X20,I,revised,True,1,1,0,f738be227ad438672b96c6f4;169d235cf7cb54f31a163d6f
Codex,Terra,X20,B,revised,True,1,1,0,f1a8cbfb301e6dd865c47c5f;727e23baa815fd49bf61aa93
Codex,Terra,X24,N,revised,True,1,1,0,46d81ed0aba65b11e825aaf6;6052a082affb1e12ec8f49c9
Codex,Terra,X24,C,revised,True,1,1,0,9242bdbbc561fd496008d943;28c3255750ea6b80d33130df
Codex,Terra,X24,I,revised,True,1,1,0,9561a5f1e429658272899e0f;6a85f6097165b2809138a775
Codex,Terra,X24,B,revised,True,1,1,0,7337f315c571e66620c16902;15dd585e51f5277650976544
Codex,Terra,X28,N,revised,False,,,,e993b2d6a23555815acb01a2;fcd2d19db0aa3eaef13bf5b2
Codex,Terra,X28,C,revised,False,,,,07f7b3b95b590ecf6f370907;2531ddc5f71770a4071631f5
Codex,Terra,X28,I,revised,False,,,,2c03ec1a65d98974483e57fa;c89c0edd3602e63e041c3323
Codex,Terra,X28,B,revised,False,,,,99c50373cc98f24afc2d19ce;8c1f6468672a9d30bf29249f
